recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
377,204100531,16 09 07.75,-23 39 54.5,,11.13,,6.37,0.38,11.08,5.99,1.2548,,,,"USco,gold",no,Simbad,1,0.999998,2909.0,157.0,0.533,0.022,0.00531,-1.7307206102281014
378,203009876,16 09 07.76,-27 34 22.5,,11.42,,5.52,2.18,11.14,3.34,1.1937,,,,"USco,bronze",no,Simbad,1,0.999591,3125.0,157.0,0.4,0.02,0.00376,-1.8455760268853532
379,204448136,16 09 08.81,-22 17 47.0,,12.07,,6.12,0.04,12.07,6.08,0.3899,,,,"USco,silver",no,Simbad,1,0.999996,2946.0,157.0,0.278,0.021,0.00173,-2.211831628858832
380,204328391,16 09 09.38,-22 45 59.2,,10.53,,5.41,0.7,10.44,4.71,5.4266,,,,"USco,gold",no,Simbad,1,0.996487,3299.0,157.0,0.643,0.021,0.01221,-1.3175841383226414
381,205034152,16 09 13.38,-19 43 28.4,,10.6,,5.59,0.42,10.54,5.17,3.62,,,,"USco,gold",no,Simbad,1,0.996487,3227.0,157.0,0.616,0.02,0.01011,-1.4047242881979005
382,202539362,16 09 13.64,-29 18 15.6,9.11,8.07,1.04,1.04,0.03,8.06,1.01,0.5689,,,,"USco,gold",no,Simbad,1,0.999392,7120.0,177.9,1.583,0.279,2.755,1.307282047033346
383,205056060,16 09 15.80,-19 37 06.4,,11.46,,5.9,0.14,11.44,5.76,1.7251,,,,"USco,gold",no,Simbad,1,0.999974,3051.0,157.0,0.521,0.021,0.00584,-1.6693833327055616
384,204093677,16 09 16.88,-23 41 32.5,,10.97,,6.25,0.29,10.94,5.96,0.3628,,,,"USco,gold",no,Simbad,1,0.999996,3005.0,157.0,0.572,0.021,0.0068,-1.6064247967304124
385,205558283,16 09 20.41,-16 46 40.3,11.4,8.15,3.25,3.25,0.7,8.06,2.55,,,,,"USco,bronze",no,Simbad,1,0.999997,4675.0,122.0,,,,
386,205092303,16 09 20.54,-19 26 32.1,,12.08,,6.94,0.7,11.99,6.24,1.7205,,,,"USco,gold",yes,Simbad,1,0.999998,2937.0,157.0,0.389,0.023,0.00311,-1.975104039892515
387,204429883,16 09 20.62,-22 22 05.9,15.9,9.5,6.4,6.4,0.66,9.41,5.74,0.3236,0.3286,1.4699,0.3586,"USco,gold",no,Simbad,1,0.999995,,,,,,
388,205089268,16 09 20.88,-19 27 25.9,8.04,7.48,0.56,0.56,0.52,7.41,0.04,,,,,"USco,gold",yes,Simbad,1,0.993139,8488.0,319.5,2.11,0.332,2.54188,1.1718030698941915
389,204602441,16 09 21.36,-21 39 34.4,,11.03,,6.56,0.42,10.97,6.14,,,,,"USco,gold",yes,Simbad,1,0.999979,,,,,,
390,203581504,16 09 26.93,-25 39 08.4,,11.7,,6.26,0.7,11.61,5.56,0.5917,0.6765,,,"USco,bronze",no,Simbad,1,0.999998,2957.0,157.0,0.319,0.023,0.00231,-2.1056839373155616
391,205203376,16 09 29.19,-18 52 53.7,,8.38,,4.36,0.38,8.33,3.98,11.3478,12.0726,,,"USco,gold",no,Simbad,1,0.999981,,,,,,
392,204086791,16 09 29.38,-23 43 12.1,,13.22,,7.9,0.64,13.13,7.26,0.5256,0.4435,,,"USco,silver",no,Simbad,1,0.999999,2899.0,172.0,0.253,0.025,0.00176,-2.3045183235098023
393,204517282,16 09 29.69,-22 00 58.2,,9.57,,4.88,0.66,9.49,4.22,5.715,,,,"USco,gold",no,Simbad,1,0.998258,3591.0,119.4,0.505,0.09,0.02315,-0.8434508486682187
394,204756726,16 09 30.18,-20 59 53.6,,12.98,,7.44,0.77,12.89,6.67,1.5928,,,,"USco,gold",yes,Simbad,1,0.999999,2885.0,158.0,0.295,0.026,0.00206,-2.2041199826559246
395,203362293,16 09 30.22,-26 23 41.9,,12.49,,6.25,0.39,12.44,5.86,1.0369,,,,"USco,bronze",no,Simbad,1,0.999996,2974.0,157.0,0.359,0.022,0.00275,-2.011887159731648
396,203842174,16 09 30.34,-24 43 37.8,,9.5,,5.17,0.75,9.41,4.43,2.4318,,,,"USco,bronze",no,Simbad,2,1.0E-6,3537.0,116.0,,,,
397,204824603,16 09 31.08,-20 41 46.3,,10.14,,6.36,0.54,10.07,5.82,3.0965,,,,"USco,gold",no,Simbad,1,0.999994,3047.0,122.0,,,,
398,204398857,16 09 31.65,-22 29 22.4,,9.15,,5.13,0.63,9.07,4.5,12.8007,,,,"USco,gold",yes,Simbad,2,1.0E-6,,,,,,
399,204397879,16 09 32.29,-22 29 35.9,,10.48,,5.67,0.35,10.44,5.31,3.6661,,,,"USco,bronze",yes,Simbad,1,0.999324,3260.0,157.0,0.651,0.022,0.01234,-1.3250470519514348
400,205164400,16 09 33.77,-19 04 56.5,,9.85,,5.23,0.19,9.83,5.04,13.3686,,,,"USco,gold",no,Simbad,1,0.992964,3467.0,110.2,0.441,0.089,0.02172,-0.9540123943390325
401,204608292,16 09 35.74,-21 38 05.9,,9.91,,5.29,0.79,9.81,4.5,4.3972,0.8302,,,"USco,gold",no,Simbad,1,0.992964,3315.0,157.0,0.58,0.024,0.01026,-1.4210171572972095
402,204769996,16 09 36.07,-20 56 25.8,,11.68,,6.31,0.51,11.62,5.8,1.7179,,,,"USco,bronze",no,Simbad,1,0.999998,2948.0,157.0,0.48,0.022,0.00452,-1.8010681300677909
403,205218826,16 09 36.53,-18 48 01.1,,10.28,,6.95,1.94,10.03,5.01,1.7339,3.3644,,,"USco,gold",yes,Simbad,1,0.999942,3108.0,158.0,0.668,0.021,0.01127,-1.3767507096020994
404,204783273,16 09 37.06,-20 52 53.2,,11.98,,6.28,0.19,11.95,6.09,1.1105,,,,"USco,gold",no,Simbad,1,0.999998,2931.0,157.0,0.439,0.022,0.00377,-1.884056823060945
405,204388140,16 09 39.67,-22 31 54.1,,10.74,,5.76,0.3,10.7,5.45,3.7293,,,,"USco,gold",no,Simbad,1,0.999772,3156.0,157.0,0.598,0.021,0.00881,-1.475603877896158
406,204518032,16 09 39.70,-22 00 46.5,,9.3,,4.69,0.49,9.24,4.19,6.5057,,,,"USco,gold",no,Simbad,1,0.999146,3728.0,129.7,0.558,0.085,0.03459,-0.6876110506294081
407,204447221,16 09 40.99,-22 17 59.4,12.56,8.44,4.12,4.12,0.16,8.42,3.96,9.7421,,,,"USco,gold",yes,Simbad,2,1.0E-6,3920.0,122.0,,,,
408,203844180,16 09 43.53,-24 43 10.0,,12.17,,6.02,0.4,12.12,5.62,0.8422,,,,"USco,bronze",no,Simbad,1,0.99999,3036.0,157.0,0.388,0.021,0.00331,-1.9193735130781941
409,203893268,16 09 45.22,-24 31 18.6,,9.14,,3.98,0.7,9.05,3.28,6.3604,,,,"USco,bronze",no,Simbad,1,0.997667,3991.0,123.7,0.623,0.078,0.03496,-0.491160662024425
410,204288433,16 09 46.33,-22 55 34.0,,11.03,,6.08,0.35,10.98,5.72,1.8162,,,,"USco,gold",maybe,Simbad,1,0.999981,3067.0,157.0,0.555,0.021,0.0068,-1.6008456660417836
411,205054287,16 09 46.44,-19 37 36.3,,9.63,,4.7,0.09,9.62,4.6,4.1534,,,,"USco,gold",no,Simbad,1,0.997667,3582.0,129.6,0.501,0.095,0.03337,-0.8185566044581022
412,205477423,16 09 46.87,-17 19 44.9,,8.69,,3.55,0.7,8.6,2.85,5.4103,,,,"USco,bronze",no,Simbad,1,0.999999,4501.0,122.0,,,,
413,203837143,16 09 49.54,-24 44 47.1,,10.07,,4.58,0.36,10.02,4.22,8.9081,,,,"USco,gold",no,Simbad,1,0.992964,3661.0,121.1,0.534,0.088,0.02072,-0.8948305720006683
414,203065387,16 09 51.06,-27 22 42.0,,12.45,,7.45,0.07,12.44,7.38,0.5432,,,,"USco,bronze",no,Simbad,1,0.999999,2827.0,157.0,0.346,0.022,0.0022,-2.1278437272517072
415,203856109,16 09 51.96,-24 40 20.0,,12.13,,6.95,0.83,12.03,6.12,1.4332,,,,"USco,bronze",yes,Simbad,1,0.999999,2890.0,157.0,0.422,0.026,0.00356,-1.940815382368629
416,204982702,16 09 52.06,-19 58 06.8,,10.46,,6.23,0.09,10.45,6.14,2.403,,,,"USco,bronze",yes,Simbad,1,0.999848,3158.0,162.0,0.646,0.021,0.01108,-1.388382889445664
417,204614722,16 09 52.16,-21 36 28.1,,11.57,,7.39,0.0,11.57,7.39,0.7016,0.6073,,,"USco,gold",no,Simbad,1,0.999999,2822.0,157.0,0.465,0.023,0.00377,-1.90274269030658
418,203849738,16 09 52.87,-24 41 53.5,,10.93,,6.17,0.45,10.87,5.72,0.619,,,,"USco,gold",no,Simbad,1,0.999996,2978.0,157.0,0.585,0.021,0.00693,-1.5984271543235542
419,205383125,16 09 53.60,-17 54 47.6,,11.53,,6.72,0.69,11.44,6.04,,,,,"USco,gold",yes,Simbad,1,0.999997,3013.0,157.0,0.514,0.023,0.00567,-1.7037737127388395
420,205157836,16 09 54.42,-19 06 55.0,,9.6,,5.02,0.91,9.48,4.11,16.3202,,,,"USco,gold",no,Simbad,1,0.992964,3614.0,121.9,0.515,0.087,0.02288,-0.8735438865681957
421,204472125,16 09 56.95,-22 12 02.9,,12.66,,6.94,0.38,12.62,6.56,0.8158,,,,"USco,gold",no,Simbad,1,0.999999,2872.0,157.0,0.316,0.022,0.00204,-2.1636758842932484
422,204419255,16 09 58.05,-22 24 34.8,7.71,6.88,0.83,0.83,0.46,6.82,0.37,,,,,"USco,bronze",yes,Simbad,1,0.999698,7877.0,310.3,1.881,0.325,2.57697,1.2309205134204175
423,204078097,16 09 58.51,-23 45 18.9,,11.62,,7.04,0.74,11.53,6.3,1.4106,,,,"USco,gold",yes,Simbad,1,0.999999,2826.0,157.0,0.498,0.026,0.0045,-1.8437538096026556
424,204121113,16 09 58.62,-23 34 55.9,,8.93,,4.16,0.0,8.93,4.16,1.6718,,,,"USco,bronze",no,Simbad,1,0.999853,3961.0,121.4,0.617,0.08,0.02801,-0.5023379250578552
425,205366676,16 09 59.32,-18 00 09.2,,10.34,,5.92,0.32,10.3,5.6,3.6874,,,,"USco,gold",yes,Simbad,1,0.999906,3103.0,157.0,0.644,0.021,0.01008,-1.423083044034793
426,204538466,16 09 59.89,-21 55 42.8,,13.31,,7.38,0.65,13.22,6.73,0.8738,,,,"USco,gold",no,Simbad,1,0.999999,2903.0,159.0,0.217,0.024,0.00129,-2.4100503986742923
427,204551703,16 10 01.29,-21 52 24.6,,11.71,,6.75,0.23,11.68,6.52,1.7492,1.8095,,,"USco,gold",no,Simbad,1,0.999999,2843.0,157.0,0.489,0.023,0.00418,-1.8483237691529522
428,204059992,16 10 01.83,-23 49 43.5,,10.13,,5.79,1.87,9.89,3.92,1.0779,1.433,,,"USco,gold",no,Simbad,1,0.999843,3149.0,122.0,,,,
429,203036995,16 10 03.10,-27 28 39.8,,9.84,,5.62,0.29,9.8,5.33,0.9301,0.7757,,,"USco,bronze",no,Simbad,1,0.992964,,,,,,
430,203036352,16 10 03.93,-27 28 48.2,,11.2,,5.61,0.0,11.2,5.61,0.7104,,,,"USco,gold",no,Simbad,1,0.99968,3130.0,157.0,0.563,0.021,0.00744,-1.550521600812635
431,204630363,16 10 05.02,-21 32 31.8,13.5,8.95,4.55,4.55,1.25,8.79,3.3,6.6566,,,,"USco,gold",yes,Simbad,1,0.999561,3941.0,130.7,0.613,0.078,0.03005,-0.5585719629764011
432,204649301,16 10 06.08,-21 27 44.0,,13.77,,8.99,1.25,13.61,7.74,,,,,"USco,silver",yes,Simbad,1,0.999999,,,,,,
433,205026365,16 10 10.39,-19 45 40.0,,10.41,,5.66,0.35,10.36,5.31,2.0262,,,,"USco,gold",no,Simbad,1,0.997667,3230.0,157.0,0.661,0.021,0.01235,-1.3230321857052414
434,205024957,16 10 10.99,-19 46 04.2,,11.38,,6.19,0.47,11.32,5.71,1.6656,,,,"USco,gold",yes,Simbad,1,0.999995,3021.0,157.0,0.503,0.022,0.00538,-1.7176044952574745
435,204212486,16 10 11.64,-23 13 24.0,,9.07,,4.84,0.82,8.97,4.02,25.1229,,,,"USco,bronze",no,Simbad,1,0.992964,3614.0,122.0,,,,
436,202633073,16 10 13.16,-28 56 30.8,,13.14,,7.55,0.38,13.09,7.17,,,,,"USco,silver",no,Simbad,1,0.999999,,,,,,
437,205005589,16 10 14.45,-19 51 37.8,,10.23,,5.68,0.4,10.18,5.29,5.1176,,,,"USco,gold",maybe,Simbad,1,0.992964,3252.0,122.0,,,,
438,205117205,16 10 14.72,-19 19 09.7,,10.03,,5.69,0.83,9.92,4.85,6.2895,,,,"USco,gold",no,Simbad,1,0.996487,3318.0,69.5,0.349,0.08,0.01435,-1.0440718431030493
439,202515599,16 10 15.41,-29 23 56.2,,12.08,,6.46,0.0,12.08,6.46,0.5851,,,,"USco,bronze",no,Simbad,1,0.999998,2886.0,157.0,0.357,0.021,0.00242,-2.069050968832477
440,203756600,16 10 18.88,-25 02 32.5,,11.26,,6.12,0.22,11.24,5.9,,,,,"USco,silver",yes,Simbad,1,0.999979,3134.0,157.0,0.551,0.023,0.00741,-1.5705707356182124
441,203756781,16 10 19.19,-25 02 30.3,11.98,8.36,3.61,3.61,0.26,8.33,3.35,18.2246,,,,"USco,gold",no,Simbad,1,0.996487,4221.0,122.0,,,,
442,204133691,16 10 20.85,-23 31 55.8,,11.05,,6.01,0.32,11.01,5.68,0.8106,,,,"USco,gold",no,Simbad,1,0.999996,2978.0,157.0,0.537,0.022,0.0058,-1.6827726508235799
443,205040772,16 10 21.51,-19 41 32.1,,9.86,,5.63,0.34,9.82,5.29,1.1189,,,,"USco,silver",no,Simbad,1,0.999971,,,,,,
444,202915242,16 10 21.53,-27 54 17.6,,11.2,,6.09,0.28,11.16,5.8,1.2661,1.7012,,,"USco,bronze",no,Simbad,1,0.999995,3002.0,157.0,0.559,0.022,0.00649,-1.6304131092636556
445,205167008,16 10 21.73,-19 04 06.8,,9.62,,5.16,0.81,9.52,4.35,4.1422,,,,"USco,gold",no,Simbad,1,0.992964,3433.0,119.8,0.421,0.093,0.02968,-0.9033680244418391
446,204217309,16 10 23.43,-23 12 17.8,,10.16,,5.91,0.61,10.08,5.3,0.2655,0.4697,,,"USco,gold",no,Simbad,1,0.999772,3175.0,122.0,,,,
447,202585030,16 10 24.19,-29 07 29.3,,9.07,,3.9,0.7,8.98,3.2,38.3933,,,,"USco,bronze",no,Simbad,1,0.992964,3954.0,122.0,,,,
448,205133963,16 10 24.73,-19 14 07.5,,10.33,,5.98,0.92,10.21,5.06,1.575,,,,"USco,silver",no,Simbad,1,0.999591,3393.0,122.0,0.396,,,-0.9835516817409625
449,203596697,16 10 25.15,-25 35 59.3,,10.8,,6.01,0.7,10.71,5.31,0.5868,,,,"USco,bronze",no,Simbad,1,0.999996,2984.0,157.0,0.564,0.021,0.00642,-1.6320852612062473
450,204242194,16 10 25.35,-23 06 23.4,7.79,7.24,0.55,0.55,0.65,7.16,-0.11,,,,,"USco,silver",no,Simbad,1,0.992964,7965.0,223.1,1.916,0.323,0.86159,0.9632309126003682
451,204484164,16 10 26.24,-22 09 10.8,,9.02,,5.51,0.78,8.92,4.73,0.8685,,,,"USco,gold",no,Simbad,1,0.996487,,,,,,
452,204392438,16 10 26.48,-22 30 53.7,,10.47,,5.89,0.56,10.4,5.34,0.925,,,,"USco,gold",no,Simbad,1,0.999697,3138.0,157.0,0.639,0.021,0.01018,-1.412401270278755
453,202904813,16 10 26.53,-27 56 29.4,,9.57,,4.36,0.0,9.57,4.36,1.2227,,,,"USco,silver",no,Simbad,2,1.0E-6,3447.0,157.0,0.454,0.02,0.00647,-1.5756084455897226
454,205145188,16 10 28.18,-19 10 44.5,,11.79,,7.03,1.17,11.64,5.86,1.7554,,,,"USco,gold",yes,Simbad,1,0.999999,2981.0,158.0,0.455,0.021,0.00416,-1.8262311768633501
455,205164892,16 10 28.57,-19 04 46.8,,8.71,,5.24,0.95,8.59,4.3,6.6595,,,,"USco,gold",yes,Simbad,1,0.996487,,,,,,
456,204464828,16 10 28.87,-22 13 47.8,9.69,7.23,2.46,2.46,0.51,7.16,1.95,2.2616,,,,"USco,gold",no,Simbad,1,0.999939,4935.0,123.0,,,,
457,205247191,16 10 30.07,-18 39 06.8,,10.55,,7.35,1.35,10.38,6.0,3.906,,,,"USco,gold",no,Simbad,1,0.999999,2861.0,157.0,0.618,0.021,0.00698,-1.6103024517936142
458,204487447,16 10 30.68,-22 08 23.2,,11.76,,7.07,1.17,11.61,5.89,2.0221,,,,"USco,bronze",yes,Simbad,1,0.999999,2875.0,157.0,0.454,0.022,0.00372,-1.8907590314117968
459,203692610,16 10 31.61,-25 16 02.1,,11.6,,5.71,0.42,11.55,5.29,1.821,,,,"USco,bronze",no,Simbad,1,0.999848,3112.0,157.0,0.512,0.021,0.00598,-1.6513058097344588
460,205137430,16 10 31.95,-19 13 06.0,13.56,8.99,4.57,4.57,0.73,8.9,3.83,12.2019,,,,"USco,gold",no,Simbad,1,0.999739,3917.0,136.5,0.608,0.085,0.05347,-0.4907840322274353
461,204870669,16 10 35.24,-20 29 17.1,,11.71,,6.91,0.54,11.64,6.37,1.3834,,,,"USco,gold",no,Simbad,1,0.999999,2882.0,157.0,0.45,0.022,0.00366,-1.894489815230026
462,205124839,16 10 39.55,-19 16 52.7,,10.27,,5.63,0.23,10.24,5.4,4.7046,,,,"USco,gold",no,Simbad,1,0.998613,3369.0,122.0,0.381,,,-1.0996875030162734
463,204841911,16 10 39.77,-20 37 09.7,,9.95,,5.67,1.24,9.79,4.42,3.5907,,,,"USco,gold",no,Simbad,1,0.99885,3479.0,122.0,0.448,,,-0.9090369234042683
464,204495624,16 10 42.58,-22 06 21.5,,11.5,,6.44,0.35,11.45,6.1,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999998,2932.0,157.0,0.473,0.022,0.00427,-1.8233300673318504
465,205132185,16 10 42.91,-19 14 40.8,,8.55,,3.23,0.7,8.46,2.53,,,,,"USco,bronze",no,Simbad,1,0.999985,4694.0,122.0,,,,
466,205106221,16 10 43.91,-19 22 26.1,,9.93,,5.32,0.31,9.89,5.01,5.433,,,,"USco,gold",no,Simbad,1,0.992964,3488.0,120.6,0.453,0.094,0.02565,-0.9154952167537724
467,202879519,16 10 44.58,-28 01 53.9,,10.77,,6.01,0.0,10.77,6.01,5.0729,,,,"USco,bronze",,Simbad,1,0.999994,3008.0,157.0,0.63,0.021,0.00864,-1.5015515968260003
468,202880081,16 10 44.77,-28 01 46.9,,10.25,,4.93,1.0,10.12,3.93,5.0735,,,,"USco,bronze",,Simbad,2,1.0E-6,3504.0,111.0,0.461,,,-0.977942979398835
469,205241182,16 10 46.36,-18 41 00.2,,11.27,,6.86,2.86,10.9,4.0,2.0914,,,,"USco,gold",yes,Simbad,1,0.999999,2909.0,157.0,0.522,0.021,0.00503,-1.7510463845042925
470,204354278,16 10 47.14,-22 39 49.2,,14.02,,9.5,2.57,13.69,6.93,,,,,"USco,silver",no,Simbad,1,0.999997,,,,,,
471,204468732,16 10 49.95,-22 12 51.7,,11.73,,7.17,0.98,11.6,6.19,0.7695,0.4794,,,"USco,bronze",no,Simbad,1,0.999999,2842.0,157.0,0.476,0.023,0.00402,-1.870954940112042
472,204530046,16 10 50.10,-21 57 48.5,,10.79,,6.28,1.05,10.66,5.24,1.9662,,,,"USco,bronze",yes,Simbad,1,0.999944,3087.0,157.0,0.599,0.021,0.00835,-1.5111673656175995
473,205054397,16 10 52.39,-19 37 34.7,,10.73,,6.11,0.54,10.66,5.56,1.8094,,,,"USco,gold",yes,Simbad,1,0.999987,3048.0,157.0,0.607,0.021,0.00822,-1.519131076312832
474,204902065,16 10 52.59,-20 20 42.4,,11.08,,5.16,0.65,11.0,4.51,,,,,"USco,bronze",no,Simbad,1,0.992964,3399.0,157.0,0.593,0.021,0.01102,-1.3540867249661557
475,204230492,16 10 54.27,-23 09 11.3,,12.12,,9.91,0.31,12.08,9.6,0.3508,,,,"USco,gold",no,Simbad,1,0.999996,3001.0,157.0,0.329,0.022,0.00246,-2.0599818449923366
476,204655153,16 10 54.99,-21 26 14.1,,11.78,,6.94,0.6,11.7,6.34,0.52,,,,"USco,gold",no,Simbad,1,0.999999,2843.0,157.0,0.448,0.023,0.00358,-1.9219058495935892
477,204060981,16 10 56.18,-23 49 29.2,,9.47,,5.8,0.6,9.4,5.2,0.3996,0.3802,,,"USco,bronze",no,Simbad,1,0.999324,3237.0,122.0,,,,
478,204501712,16 10 56.91,-22 04 51.5,,11.4,,6.3,0.52,11.33,5.79,2.0304,,,,"USco,bronze",yes,Simbad,1,0.999998,2975.0,157.0,0.514,0.023,0.00536,-1.725380380908762
479,203716047,16 10 57.91,-25 11 10.3,,9.93,,5.4,0.26,9.9,5.14,0.8548,1.4424,,,"USco,bronze",no,Simbad,1,0.999324,,,,,,
480,204117263,16 11 02.10,-23 35 50.7,,10.95,,6.11,0.35,10.91,5.75,0.6423,,,,"USco,gold",no,Simbad,1,0.99999,3035.0,157.0,0.567,0.021,0.00693,-1.596879478824182
481,203912136,16 11 03.61,-24 26 42.9,,13.7,,8.68,1.43,13.52,7.25,,,,,"USco,silver",yes,Simbad,1,0.999999,3025.0,167.0,0.183,0.024,0.00125,-2.46344155742847
482,204127977,16 11 04.79,-23 33 16.6,,9.66,,4.08,0.12,9.64,3.96,4.8715,,,,"USco,gold",no,Simbad,1,0.998613,3884.0,127.6,0.601,0.082,0.02317,-0.7062839651738909
483,204584635,16 11 05.67,-21 44 03.3,14.42,9.24,5.19,5.19,0.76,9.14,4.42,6.6695,,,,"USco,gold",no,Simbad,2,1.0E-6,,,,,,
484,204401119,16 11 07.37,-22 28 50.4,,11.33,,6.81,0.0,11.33,6.81,1.791,1.6487,,,"USco,gold",yes,Simbad,1,0.999999,2862.0,157.0,0.577,0.033,0.00719,-1.681727919788373
485,203754361,16 11 07.43,-25 03 01.8,,9.62,,5.43,0.34,9.58,5.09,2.2213,0.6942,,,"USco,bronze",no,Simbad,1,0.992964,3423.0,107.2,0.414,0.089,0.03735,-0.7252880858320352
486,204233574,16 11 08.89,-23 08 28.3,,9.95,,5.17,0.0,9.95,5.17,1.391,,,,"USco,bronze",no,Simbad,2,1.0E-6,3345.0,157.0,0.511,0.026,0.00829,-1.5269511949114623
487,204561327,16 11 09.19,-21 49 56.4,,11.6,,6.37,0.75,11.5,5.63,0.946,,,,"USco,bronze",no,Simbad,1,0.999999,2926.0,157.0,0.443,0.025,0.00401,-1.8797552044536348
488,205068630,16 11 10.94,-19 33 32.4,,11.24,,6.47,1.24,11.08,5.23,2.0068,,,,"USco,silver",yes,Simbad,1,0.999997,2986.0,157.0,0.512,0.021,0.00523,-1.7228493860362033
489,205088645,16 11 12.36,-19 27 37.7,,11.67,,7.29,1.21,11.51,6.08,,,,,"USco,gold",yes,Simbad,1,0.999996,2995.0,159.0,0.452,0.021,0.00422,-1.8227521637443767
490,204908189,16 11 13.30,-20 19 03.2,,9.56,,5.15,3.33,9.13,1.81,,,,,"USco,gold",yes,Simbad,1,0.999905,4183.0,170.0,0.654,,,-1.0340930845048082
491,204907231,16 11 13.94,-20 19 19.1,,10.41,,6.13,0.68,10.32,5.45,7.8027,,,,"USco,gold",no,Simbad,1,0.999949,3214.0,122.0,,,,
492,205375290,16 11 15.34,-17 57 21.4,,9.2,,4.89,0.61,9.12,4.28,6.016,,,,"USco,gold",yes,Simbad,1,0.997667,3676.0,130.5,0.539,0.089,0.03531,-0.6766035028681243
493,204217530,16 11 15.96,-23 12 14.6,9.01,7.77,1.24,1.24,0.29,7.73,0.95,0.2259,0.4245,0.6096,0.2812,"USco,gold",yes,Simbad,1,0.999591,7110.0,163.0,1.58,0.267,0.43805,0.8410032529938684
494,203278103,16 11 16.85,-26 39 33.4,,11.42,,5.53,0.0,11.42,5.53,1.698,,,,"USco,gold",no,Simbad,1,0.999806,3116.0,157.0,0.495,0.021,0.00558,-1.678194516142461
495,204467584,16 11 17.04,-22 13 08.9,,10.58,,6.35,1.36,10.4,4.99,2.0726,,,,"USco,gold",yes,Simbad,1,0.999964,3076.0,157.0,0.633,0.021,0.00945,-1.456925764966468
496,204450240,16 11 17.11,-22 17 17.3,,13.25,,8.07,0.7,13.16,7.37,0.3625,,,,"USco,silver",yes,Simbad,1,0.999999,2833.0,157.0,0.345,0.036,0.00287,-2.1255181823005334
497,203851946,16 11 17.44,-24 41 20.5,,10.44,,5.41,0.19,10.41,5.22,1.9135,,,,"USco,gold",no,Simbad,1,0.992964,3252.0,157.0,0.629,0.02,0.01094,-1.3670368318327388
498,205374937,16 11 18.12,-17 57 28.9,15.36,9.33,6.03,6.03,0.57,9.26,5.46,0.6345,0.5436,,,"USco,gold",no,Simbad,1,0.999798,,,,,,
499,205355375,16 11 18.20,-18 03 58.5,,11.76,,6.98,0.22,11.73,6.76,1.1569,,,,"USco,gold",no,Simbad,1,0.999999,2836.0,157.0,0.46,0.023,0.00371,-1.9030899869919435
500,203759570,16 11 18.46,-25 01 55.0,,11.31,,5.8,0.22,11.29,5.58,1.8105,,,,"USco,bronze",no,Simbad,1,0.999893,3104.0,157.0,0.55,0.021,0.00684,-1.5893914574316321
501,204187094,16 11 19.06,-23 19 20.4,,10.7,,7.4,0.49,10.63,6.91,2.4407,,,,"USco,gold",yes,Simbad,1,0.999994,3008.0,163.0,0.624,0.021,0.00869,-1.512720183556931
502,204296945,16 11 23.98,-22 53 32.8,,10.65,,5.21,0.37,10.6,4.85,11.8925,,,,"USco,gold",no,Simbad,1,0.992964,3346.0,157.0,0.648,0.021,0.01306,-1.2839131462251678
503,203318214,16 11 26.02,-26 31 55.9,,9.57,,5.21,0.49,9.5,4.71,4.1841,,,,"USco,gold",yes,Simbad,1,0.992964,,,,,,
504,204099713,16 11 26.29,-23 40 06.3,,12.47,,6.85,0.57,12.4,6.28,1.7984,,,,"USco,gold",no,Simbad,1,0.999998,2921.0,158.0,0.349,0.024,0.00263,-2.0629838925351858
505,205249328,16 11 31.34,-18 38 25.9,12.63,5.78,6.85,6.85,2.86,5.42,3.99,,,,,"USco,silver",yes,Simbad,1,0.999735,,,,,,
506,204365837,16 11 31.80,-22 37 08.5,,11.85,,6.61,0.3,11.82,6.31,1.7422,,,,"USco,gold",no,Simbad,1,0.999999,2920.0,157.0,0.422,0.022,0.00341,-1.9226320947158435
507,203686287,16 11 32.85,-25 17 20.8,,10.83,,5.54,0.0,10.83,5.54,2.7112,,,,"USco,bronze",no,Simbad,1,0.997667,3234.0,157.0,0.595,0.021,0.00939,-1.4377071355435254
508,204439854,16 11 34.69,-22 19 44.4,,12.33,,6.92,0.73,12.23,6.18,1.184,,,,"USco,gold",no,Simbad,1,0.999999,2893.0,157.0,0.349,0.023,0.00247,-2.080398976215889
509,204074274,16 11 37.60,-23 46 15.0,,11.21,,5.98,0.41,11.16,5.57,1.8029,,,,"USco,gold",no,Simbad,1,0.999976,3074.0,157.0,0.549,0.021,0.0067,-1.608006927740287
510,204478864,16 11 37.84,-22 10 27.6,,10.13,,5.32,0.69,10.04,4.63,2.206,,,,"USco,gold",no,Simbad,1,0.998258,3487.0,122.0,0.452,,,-0.9662948485321478
511,204239143,16 11 38.36,-23 07 07.5,,12.78,,7.31,0.7,12.69,6.61,0.7202,,,,"USco,gold",no,Simbad,1,0.999999,2855.0,157.0,0.31,0.022,0.00194,-2.1884249941294067
512,204220275,16 11 40.39,-23 11 34.9,,11.62,,7.68,0.71,11.53,6.97,1.3318,,,,"USco,silver",no,Simbad,1,0.999773,,,,,,
