,recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Teff,s_Teff,Mass,s_Mass,Lum,s_Lum,Mass_calc,Mass_e
440,441,3-3-4100,07 53 15.49,-60 48 21.09,,15.8,14.18,12.53,53,106.3,<,8.0,*,-0.78,,31,,0.03,0.0,-5.62,0,1,3819.0,157.0,0.37,0.021,0.02778,0.00631,0.5391608391608391,0.033371469090881234
441,442,3-4-3738,07 53 10.31,-60 46 39.90,2.205,18.49,16.03,13.74,23,0.72,,9.4,,-1.44,0.017,66,-1.48,0.4,0.51,-4.53,1,1,3480.0,157.0,0.478,0.024,0.03047,0.00793,0.3292134831460674,0.033371469090881234
442,443,3-4-3791,07 53 11.78,-60 41 38.90,4.578,17.97,15.74,13.79,23,1.1,<,8.0,,-1.34,0.013,59,-1.11,0.35,0.5,-4.58,1,1,3628.0,157.0,0.507,0.023,0.0404,0.01012,0.4140127388535032,0.033371469090881234
443,444,3-4-4335,07 53 29.35,-60 42 59.07,,19.69,16.92,14.64,14,5.99,<,8.0,*,-1.77,,96,,0.08,0.0,-5.26,0,1,3221.0,158.0,0.303,0.029,0.01012,0.00329,0.2084070796460177,0.033371469090881234
444,445,3-5-1009,07 54 10.61,-61 07 35.00,0.78,20.6,17.61,15.18,8,0.69,,10.7,,-2.01,0.026,127,-2.21,0.3,0.23,-4.71,1,1,3405.0,163.0,0.284,0.045,0.01138,0.00497,0.28982300884955753,0.033371469090881234
445,446,3-5-1035,07 54 11.48,-61 07 44.45,,19.42,16.67,14.11,16,1.03,,61.6,,-1.67,,86,,0.39,0.51,-4.56,0,1,3659.0,127.0,,,,,0.4337579617834395,0.033371469090881234
446,447,3-5-1300,07 54 20.18,-61 06 26.50,2.977,19.19,16.51,14.27,17,1.42,<,8.0,,-1.62,0.009,81,-1.44,0.34,0.37,-4.62,1,1,3369.0,157.0,0.423,0.029,0.02128,0.00631,0.2738938053097345,0.033371469090881234
447,448,3-5-1317,07 54 20.89,-61 06 12.23,,16.5,14.94,13.08,41,56.02,<,8.0,*,-1.08,,43,,-0.19,-0.18,,0,1,4606.0,122.0,,,,,1.2,0.033371469090881234
448,449,3-5-1999,07 54 44.79,-61 07 55.22,,18.77,16.37,14.16,17,15.31,,8.8,*,-1.58,,78,,0.01,0.0,-6.0,0,1,3495.0,157.0,0.476,0.03,0.03076,0.00888,0.33764044943820226,0.033371469090881234
449,450,3-5-2009,07 54 45.90,-61 09 55.10,,20.85,17.96,15.08,7,30.32,<,8.0,*,-2.17,,153,,0.01,-0.03,-6.39,0,1,3588.0,141.0,,,,,0.38988764044943824,0.033371469090881234
450,451,3-5-2482,07 55 02.38,-61 10 37.60,2.911,18.19,15.75,13.5,29,1.02,,8.9,,-1.33,0.011,58,-1.3,0.5,0.53,-4.43,1,1,3446.0,157.0,0.534,0.026,0.03667,0.00999,0.31011235955056177,0.033371469090881234
451,452,3-5-2531,07 55 03.96,-61 05 52.93,,16.42,14.29,12.42,64,59.58,<,8.0,*,-0.77,,31,,-0.02,-0.02,,0,1,,,,,,,,0.033371469090881234
452,453,3-5-2593,07 55 06.68,-61 07 13.30,6.372,18.22,15.91,13.74,26,0.87,<,8.0,,-1.41,0.005,64,-1.0,0.18,0.2,-4.88,1,1,3560.0,157.0,0.494,0.024,0.03564,0.00913,0.3741573033707865,0.033371469090881234
453,454,3-5-2773,07 55 12.88,-61 09 39.97,,19.61,16.9,14.82,15,16.82,<,8.0,*,-1.77,,96,,0.03,-0.01,-5.69,0,1,3378.0,160.0,0.304,0.034,0.01228,0.00429,0.2778761061946903,0.033371469090881234
454,455,3-5-2861,07 55 16.41,-61 13 37.10,8.634,17.46,15.38,13.43,37,0.49,<,8.0,,-1.21,0.012,51,-0.77,0.34,0.42,-4.59,1,1,3728.0,157.0,0.553,0.023,0.05431,0.01309,0.47770700636942676,0.033371469090881234
455,456,3-5-2879,07 55 17.64,-61 14 18.52,,20.7,17.65,15.2,10,0.51,,19.0,,-2.02,,128,,0.2,0.21,-4.88,0,1,3359.0,170.0,0.242,0.039,0.00831,0.00363,0.26946902654867255,0.033371469090881234
456,457,3-5-3013,07 55 22.13,-61 09 23.15,,15.77,14.48,12.78,61,1.24,<,8.0,,-0.87,,34,,0.18,0.25,-4.86,0,1,4388.0,122.0,0.69,,0.15234,,1.0696428571428571,0.033371469090881234
457,458,3-5-3184,07 55 28.15,-61 10 29.50,3.537,18.7,16.18,13.95,25,0.16,<,8.0,,-1.5,0.007,71,-1.3,0.47,0.5,-4.46,1,1,3426.0,157.0,0.463,0.026,0.02687,0.00737,0.29911504424778756,0.033371469090881234
458,459,3-5-3200,07 55 28.89,-61 13 34.90,4.968,18.78,16.26,14.07,24,1.39,<,8.0,,-1.53,0.006,73,-1.17,0.5,0.52,-4.44,1,1,3437.0,157.0,0.442,0.026,0.02498,0.00681,0.3050561797752809,0.033371469090881234
459,460,3-5-3259,07 55 31.05,-61 10 42.70,,18.63,16.13,13.81,24,0.12,,11.2,,-1.48,,69,,0.48,0.5,-4.45,0,1,3440.0,157.0,0.496,0.026,0.0313,0.0085,0.30674157303370786,0.033371469090881234
460,461,3-5-3333,07 55 34.53,-61 10 01.51,,19.6,16.69,14.26,19,22.12,<,8.0,*,-1.66,,85,,0.06,-0.05,-5.42,0,1,3300.0,159.0,0.33,0.029,0.01284,0.00403,0.24336283185840707,0.033371469090881234
461,462,3-5-3341,07 55 34.48,-61 11 52.87,,16.66,14.93,12.96,49,1.27,<,8.0,,-1.08,,44,,0.29,0.35,-4.61,0,1,3925.0,157.0,0.609,0.021,0.08398,0.01893,0.6149606299212598,0.033371469090881234
462,463,3-5-3354,07 55 35.48,-61 06 49.04,,21.85,18.38,15.33,5,0.62,,52.2,,-2.25,,168,,0.11,0.13,-5.18,0,1,,,,,,,,0.033371469090881234
463,464,3-5-3418,07 55 38.45,-61 13 47.51,,21.08,18.05,15.44,6,30.38,,23.1,*,-2.18,,155,,-0.14,-0.01,,0,1,,,,,,,,0.033371469090881234
464,465,3-5-366,07 53 46.86,-61 13 50.02,,20.82,17.61,14.85,7,2.01,,36.8,,-1.98,,123,,0.17,0.31,-4.97,0,1,3195.0,165.0,0.415,0.068,0.01662,0.00832,0.19723684210526315,0.033371469090881234
465,466,3-5-3702,07 55 47.46,-61 07 25.88,,20.19,17.03,14.43,15,18.38,,10.9,*,-1.75,,95,,1.24,1.47,-4.11,0,1,3370.0,161.0,0.352,0.041,0.01553,0.00585,0.2743362831858407,0.033371469090881234
466,467,3-5-3764,07 55 51.98,-61 13 21.10,1.216,16.83,15.07,13.04,39,0.39,,24.0,,-1.14,0.049,47,-1.58,0.53,0.64,-4.35,1,1,3919.0,157.0,0.596,0.021,0.07887,0.01787,0.610236220472441,0.033371469090881234
467,468,3-5-399,07 53 47.82,-61 11 59.85,,20.01,17.08,14.53,11,50.54,<,8.0,*,-1.81,,101,,-0.01,-0.06,,0,2,,,,,,,,0.033371469090881234
468,469,3-5-3994,07 56 01.95,-61 09 02.24,,18.29,15.73,13.51,33,0.15,,27.7,,-1.32,,57,,0.46,0.53,-4.48,0,1,3470.0,157.0,0.52,0.023,0.03564,0.0092,0.3235955056179775,0.033371469090881234
469,470,3-5-453,07 53 49.50,-61 11 39.42,,16.19,14.64,12.59,43,1.65,,49.4,,-0.96,,38,,0.54,0.67,-4.36,0,1,3949.0,157.0,0.652,0.021,0.10231,0.02265,0.6338582677165354,0.033371469090881234
470,471,3-5-454,07 53 49.61,-61 10 45.42,,20.63,17.62,15.07,7,0.23,,24.7,,-2.01,,127,,0.21,0.21,-4.85,0,1,3284.0,162.0,0.312,0.049,0.01146,0.00507,0.23628318584070795,0.033371469090881234
471,472,3-5-517,07 53 52.06,-61 11 47.20,,18.21,15.57,13.19,29,2.12,,19.3,*,-1.25,,53,,0.41,0.42,-4.53,0,2,3346.0,157.0,0.577,0.026,0.0389,0.01078,0.26371681415929205,0.033371469090881234
472,473,3-5-679,07 53 57.06,-61 06 13.50,1.747,19.03,16.37,14.02,18,1.18,,13.0,,-1.56,0.023,76,-1.64,0.56,0.5,-4.4,1,1,3381.0,158.0,0.428,0.026,0.02204,0.00619,0.27920353982300883,0.033371469090881234
473,474,3-5-767,07 54 00.76,-61 06 26.40,1.685,19.07,16.46,14.08,17,1.9,,17.3,,-1.61,0.016,80,-1.68,0.34,0.39,-4.61,1,1,3378.0,157.0,0.423,0.027,0.02151,0.00608,0.2778761061946903,0.033371469090881234
474,475,3-5-778,07 54 01.53,-61 08 36.04,,20.35,17.41,15.01,7,3.82,,41.8,,-1.94,,117,,0.41,0.32,-4.57,0,1,3316.0,162.0,0.288,0.04,0.01049,0.00423,0.2504424778761062,0.033371469090881234
475,476,3-5-854,07 54 04.22,-61 10 10.84,,18.72,16.26,14.04,21,0.8,<,8.0,,-1.53,,74,,0.22,0.21,-4.8,0,1,3488.0,157.0,0.453,0.026,0.02771,0.00748,0.33370786516853934,0.033371469090881234
476,477,3-5-998,07 54 09.43,-61 07 55.50,,16.06,14.63,12.84,49,0.64,<,8.0,,-0.94,,37,,0.15,0.22,-4.93,0,1,4458.0,176.0,0.7,,0.13342,,1.1330275229357798,0.033371469090881234
477,478,3-6-1162,07 54 12.66,-61 01 53.10,0.282,20.52,17.56,15.14,8,0.09,,52.3,,-1.99,0.021,125,-2.65,0.14,0.26,-5.04,1,1,3188.0,163.0,0.289,0.041,0.00901,0.00375,0.19447368421052633,0.033371469090881234
478,479,3-6-1200,07 54 13.25,-60 57 12.10,5.808,18.24,15.89,13.6,26,0.78,<,8.0,,-1.39,0.009,63,-1.03,0.44,0.49,-4.49,1,1,3453.0,157.0,0.513,0.023,0.03395,0.00882,0.3140449438202247,0.033371469090881234
479,480,3-6-1277,07 54 16.55,-60 59 51.74,,19.01,16.44,14.12,16,0.84,,28.4,,-1.6,,80,,0.48,0.5,-4.46,0,1,3350.0,157.0,0.445,0.028,0.02278,0.00657,0.2654867256637168,0.033371469090881234
480,481,3-6-1367,07 54 19.25,-60 57 13.38,,18.54,16.22,13.82,21,14.46,<,8.0,*,-1.53,,73,,0.04,0.01,-5.55,0,1,,,,,,,,0.033371469090881234
481,482,3-6-1424,07 54 21.18,-60 58 13.10,0.418,18.18,15.86,13.6,26,0.52,,34.4,,-1.39,0.016,62,-2.17,0.64,0.69,-4.32,1,1,3490.0,157.0,0.522,0.024,0.03678,0.00949,0.3348314606741573,0.033371469090881234
482,483,3-6-2189,07 54 47.52,-60 57 59.00,1.915,16.94,14.97,12.9,41,1.05,,16.5,,-1.05,0.028,42,-1.34,0.47,0.56,-4.44,1,1,3825.0,157.0,0.621,0.021,0.07942,0.01814,0.5433566433566434,0.033371469090881234
483,484,3-6-2424,07 54 56.36,-61 05 11.70,0.491,18.54,16.07,13.7,26,0.74,,31.4,,-1.46,0.016,67,-2.14,0.44,0.55,-4.49,1,1,3430.0,157.0,0.492,0.024,0.03048,0.00805,0.30112359550561796,0.033371469090881234
484,485,3-6-2510,07 54 59.53,-61 04 22.70,3.066,18.11,15.7,13.35,33,0.83,<,8.0,,-1.31,0.009,57,-1.27,0.51,0.56,-4.43,1,1,3483.0,157.0,0.557,0.022,0.04204,0.01063,0.3308988764044944,0.033371469090881234
485,486,3-6-2534,07 55 00.67,-60 59 52.70,0.893,20.37,17.43,14.94,7,3.21,<,8.0,*,-1.94,0.017,118,-2.12,0.37,0.17,-4.61,1,1,3385.0,161.0,0.34,0.042,0.01493,0.00572,0.2809734513274336,0.033371469090881234
486,487,3-6-257,07 53 39.51,-60 57 04.40,1.638,19.98,17.18,14.62,9,1.36,,9.1,,-1.87,0.015,108,-1.82,0.2,0.43,-4.85,1,1,3164.0,159.0,0.361,0.036,0.01255,0.0045,0.185,0.033371469090881234
487,488,3-6-2616,07 55 03.41,-60 59 30.98,,20.34,17.3,14.85,9,3.71,,42.7,,-1.88,,109,,0.14,0.38,-5.05,0,1,3172.0,160.0,0.316,0.037,0.01019,0.00387,0.1881578947368421,0.033371469090881234
488,489,3-6-2656,07 55 05.03,-60 59 30.70,0.777,15.9,14.52,12.55,53,58.71,,39.8,*,-0.9,0.015,35,-1.66,0.49,0.67,-4.42,1,1,4214.0,123.0,0.66,,0.14578,,0.8575471698113208,0.033371469090881234
489,490,3-6-2779,07 55 09.57,-60 57 02.30,11.522,16.35,14.8,13.04,42,29.5,<,8.0,*,-1.02,0.012,41,-0.55,0.07,0.12,-5.28,1,1,4436.0,122.0,0.69,,0.17995,,1.0,0.033371469090881234
490,491,3-6-3057,07 55 18.64,-60 56 50.20,2.155,19.54,16.83,14.55,11,1.11,,14.6,,-1.74,0.01,93,-1.64,0.41,0.39,-4.53,1,1,3289.0,157.0,0.365,0.034,0.01499,0.00501,0.23849557522123893,0.033371469090881234
491,492,3-6-3232,07 55 24.03,-61 01 45.20,0.409,16.02,14.52,12.75,49,1.37,,68.1,,-0.91,0.023,36,-1.94,0.55,0.74,-4.36,1,1,4346.0,123.0,0.68,,0.14085,,1.0321428571428573,0.033371469090881234
492,493,3-6-3289,07 55 26.56,-61 04 09.70,,20.21,17.23,14.73,11,3.93,<,8.0,*,-1.86,,107,,0.12,0.02,-5.11,0,1,3190.0,159.0,0.319,0.035,0.01059,0.0038,0.19526315789473686,0.033371469090881234
493,494,3-6-3363,07 55 28.97,-61 04 40.40,5.126,17.82,15.62,13.47,34,0.4,<,8.0,,-1.3,0.013,56,-1.04,0.43,0.49,-4.49,1,1,3628.0,157.0,0.543,0.022,0.04671,0.01132,0.4140127388535032,0.033371469090881234
494,495,3-6-3495,07 55 34.00,-61 02 41.77,,20.76,17.66,14.95,9,2.51,,21.7,,-2.01,,128,,0.31,0.33,-4.7,0,1,3257.0,162.0,0.358,0.051,0.0139,0.00601,0.2243362831858407,0.033371469090881234
495,496,3-6-3532,07 55 34.89,-60 58 27.00,0.384,19.42,16.73,14.41,12,3.82,,44.9,,-1.7,0.016,89,-2.37,0.3,0.26,-4.66,1,1,3325.0,158.0,0.38,0.031,0.01676,0.00529,0.25442477876106195,0.033371469090881234
496,497,3-6-3671,07 55 40.01,-61 01 15.90,2.8,17.78,15.57,13.39,29,0.45,<,8.0,,-1.28,0.013,55,-1.29,0.5,0.58,-4.42,1,1,3620.0,157.0,0.545,0.023,0.04668,0.01151,0.4089171974522293,0.033371469090881234
497,498,3-6-3688,07 55 40.27,-60 59 34.02,,16.73,14.69,12.71,47,12.64,,9.7,*,-0.93,,37,,-0.01,-0.03,,0,1,3716.0,157.0,0.606,0.021,0.06656,0.01552,0.47006369426751593,0.033371469090881234
498,499,3-6-3743,07 55 42.29,-61 04 07.10,3.619,19.38,16.68,14.36,17,0.65,<,8.0,,-1.68,0.01,87,-1.38,0.31,0.34,-4.65,1,1,3368.0,157.0,0.411,0.029,0.02022,0.00603,0.2734513274336283,0.033371469090881234
499,500,3-6-3858,07 55 46.56,-60 59 40.60,14.453,17.96,15.75,13.63,28,19.69,,60.7,*,-1.35,0.005,59,-0.61,0.28,0.3,-4.67,1,1,3914.0,122.0,0.61,,0.26249,,0.6062992125984251,0.033371469090881234
500,501,3-6-3868,07 55 46.34,-60 56 23.69,,17.97,15.64,13.23,24,21.31,<,8.0,*,-1.3,,56,,0.0,0.01,,0,1,3764.0,130.0,0.57,,0.04975,,0.5006993006993007,0.033371469090881234
501,502,3-6-3886,07 55 47.75,-61 00 49.00,0.596,19.55,16.83,14.35,12,1.53,,37.8,,-1.74,0.015,93,-2.19,0.34,0.27,-4.62,1,1,3336.0,158.0,0.374,0.031,0.01654,0.00522,0.2592920353982301,0.033371469090881234
502,503,3-6-3905,07 55 49.00,-61 04 55.69,,19.65,16.76,14.15,16,0.26,,17.8,,-1.69,,88,,0.37,0.31,-4.61,0,1,3258.0,158.0,0.443,0.034,0.02028,0.00657,0.2247787610619469,0.033371469090881234
503,504,3-6-3999,07 55 51.41,-60 58 01.47,,16.67,14.89,12.84,39,1.32,,54.0,,-1.06,,43,,0.53,0.7,-4.35,0,1,3880.0,157.0,0.634,0.021,0.08861,0.01997,0.5818181818181818,0.033371469090881234
504,505,3-6-4112,07 55 55.53,-60 59 07.14,,17.51,15.39,13.31,27,13.31,,11.7,*,-1.21,,51,,0.13,0.21,-5.01,0,1,3715.0,157.0,0.641,0.022,0.07674,0.01834,0.4694267515923567,0.033371469090881234
505,506,3-6-4167,07 55 57.00,-61 00 47.20,1.546,18.98,16.36,14.08,20,0.74,,13.3,,-1.56,0.011,76,-1.69,0.44,0.53,-4.5,1,1,3358.0,157.0,0.427,0.027,0.02137,0.00607,0.26902654867256637,0.033371469090881234
506,507,3-6-4281,07 56 01.35,-60 57 44.12,,18.97,16.42,15.24,9,18.59,<,8.0,*,-1.59,,79,,-0.06,-0.11,,0,1,5949.0,126.0,1.09,,1.81752,,1.1253472222222223,0.033371469090881234
507,508,3-6-441,07 53 46.67,-60 58 45.44,,20.21,16.93,13.96,15,15.6,<,8.0,*,-1.7,,89,,0.15,0.06,-5.03,0,1,3009.0,159.0,0.151,0.021,0.00242,0.00071,0.11,0.033371469090881234
508,509,3-6-747,07 53 56.83,-61 00 39.97,,20.97,17.98,15.5,6,0.88,,14.8,,-2.16,,151,,0.17,0.15,-4.95,0,1,3390.0,139.0,,,,,0.2831858407079646,0.033371469090881234
509,510,3-7-1020,07 54 06.39,-60 48 39.10,0.458,21.09,18.05,15.44,6,2.96,,43.3,,-2.18,0.033,155,-2.53,0.28,0.06,-4.74,1,1,3572.0,152.0,,,,,0.3808988764044944,0.033371469090881234
510,511,3-7-1072,07 54 08.10,-60 49 37.33,,19.24,16.32,13.77,23,0.16,,22.9,,-1.5,,71,,0.23,0.29,-4.82,0,1,3185.0,158.0,0.523,0.029,0.02559,0.00772,0.19328947368421054,0.033371469090881234
511,512,3-7-1106,07 54 09.71,-60 55 22.86,,21.55,18.23,15.01,6,0.01,,24.4,,-2.21,,161,,0.11,0.29,-5.18,0,1,,,,,,,,0.033371469090881234
512,513,3-7-1115,07 54 09.84,-60 53 14.21,,18.42,15.89,13.57,26,6.02,<,8.0,*,-1.38,,62,,0.0,-0.05,,0,1,3388.0,157.0,0.437,0.023,0.02312,0.00604,0.28230088495575223,0.033371469090881234
513,514,3-7-1127,07 54 10.28,-60 50 05.31,,20.79,17.62,14.85,8,1.99,,21.6,,-1.99,,124,,0.19,0.11,-4.92,0,1,3088.0,164.0,0.278,0.036,0.00745,0.00297,0.11,0.033371469090881234
514,515,3-7-1245,07 54 14.03,-60 50 12.00,0.266,19.57,16.84,14.43,16,3.56,,93.5,,-1.74,0.009,93,-2.55,0.5,0.52,-4.45,1,1,3367.0,159.0,0.399,0.032,0.01912,0.00606,0.27300884955752214,0.033371469090881234
515,516,3-7-1308,07 54 16.38,-60 53 41.90,0.872,20.1,17.22,14.66,12,1.24,,26.6,,-1.87,0.023,108,-2.09,0.28,0.28,-4.72,1,1,3250.0,159.0,0.373,0.037,0.01479,0.00519,0.22123893805309736,0.033371469090881234
516,517,3-7-1402,07 54 18.83,-60 50 56.30,2.546,18.3,15.92,13.65,26,0.16,,8.9,,-1.4,0.013,63,-1.4,0.56,0.58,-4.38,1,1,3507.0,157.0,0.502,0.024,0.03457,0.00896,0.34438202247191013,0.033371469090881234
517,518,3-7-1435,07 54 19.67,-60 48 16.72,,17.6,15.6,13.58,31,14.42,<,8.0,*,-1.3,,56,,0.15,0.19,-4.93,0,1,3767.0,157.0,0.546,0.025,0.05499,0.01398,0.5027972027972027,0.033371469090881234
518,519,3-7-1875,07 54 34.28,-60 52 13.08,,19.08,16.53,14.26,19,31.08,<,8.0,*,-1.64,,83,,-0.01,-0.02,,0,1,3377.0,159.0,0.34,0.026,0.01476,0.00433,0.2774336283185841,0.033371469090881234
519,520,3-7-1913,07 54 35.54,-60 49 55.40,0.965,18.96,16.39,14.06,20,1.56,,26.1,,-1.58,0.007,77,-1.9,0.39,0.48,-4.55,1,1,3405.0,158.0,0.426,0.026,0.02249,0.00628,0.28982300884955753,0.033371469090881234
520,521,3-7-1981,07 54 35.32,-60 53 00.96,,18.15,15.82,13.75,28,3.75,<,8.0,*,-1.37,,61,,0.02,0.04,-5.92,0,2,3533.0,157.0,0.456,0.023,0.02957,0.00752,0.35898876404494384,0.033371469090881234
521,522,3-7-1991,07 54 37.79,-60 48 34.80,,20.25,17.08,14.61,14,29.25,,36.7,*,-1.77,,97,,0.38,0.22,-4.62,0,1,3027.0,163.0,0.156,0.022,0.00263,0.00086,0.11,0.033371469090881234
522,523,3-7-2024,07 54 39.19,-60 50 58.00,0.584,20.49,17.56,14.84,9,1.61,,28.3,,-2.0,0.025,125,-2.33,0.24,0.24,-4.79,1,1,3219.0,167.0,0.344,0.048,0.01242,0.00537,0.2075221238938053,0.033371469090881234
523,524,3-7-2046,07 54 39.92,-60 50 32.10,0.397,20.79,17.71,15.15,8,0.08,,30.8,,-2.04,0.025,132,-2.52,0.26,0.28,-4.78,1,1,3230.0,169.0,0.262,0.042,0.00807,0.00363,0.21238938053097345,0.033371469090881234
524,525,3-7-2194,07 54 45.15,-60 54 36.00,0.498,20.03,17.03,14.51,13,0.44,,30.4,,-1.78,0.019,97,-2.29,0.23,0.32,-4.82,1,1,3245.0,162.0,0.402,0.042,0.01674,0.00626,0.21902654867256638,0.033371469090881234
525,526,3-7-2200,07 54 44.21,-60 49 47.30,3.711,17.91,15.62,13.58,30,0.55,<,8.0,,-1.29,0.008,56,-1.18,0.45,0.49,-4.47,1,1,3617.0,157.0,0.516,0.022,0.04143,0.01019,0.4070063694267516,0.033371469090881234
526,527,3-7-2433,07 54 51.87,-60 49 43.60,0.605,19.62,16.95,14.56,13,2.47,,32.9,,-1.79,0.01,99,-2.21,0.31,0.4,-4.66,1,1,3319.0,159.0,0.463,0.047,0.02369,0.00898,0.2517699115044248,0.033371469090881234
527,528,3-7-2472,07 54 53.66,-60 54 33.90,0.486,19.23,16.6,14.34,15,1.52,,24.4,,-1.66,0.008,85,-2.24,0.34,0.36,-4.61,1,1,3338.0,158.0,0.369,0.028,0.01614,0.00485,0.26017699115044246,0.033371469090881234
528,529,3-7-2519,07 54 54.67,-60 49 51.50,0.226,17.51,15.33,13.28,32,6.28,,77.3,*,-1.18,0.007,49,-2.34,0.54,0.71,-4.39,1,1,3624.0,157.0,0.56,0.022,0.04987,0.01215,0.41146496815286626,0.033371469090881234
529,530,3-7-2978,07 55 10.63,-60 50 20.22,,19.72,16.78,14.31,13,0.9,,50.6,,-1.69,,88,,0.33,0.38,-4.66,0,1,3186.0,158.0,0.491,0.052,0.02255,0.0092,0.1936842105263158,0.033371469090881234
530,531,3-7-3074,07 55 14.51,-60 55 36.40,0.839,18.47,16.05,13.84,20,0.98,,33.1,,-1.45,0.014,67,-1.9,0.56,0.66,-4.38,1,1,3487.0,157.0,0.485,0.025,0.03159,0.00842,0.33314606741573033,0.033371469090881234
531,532,3-7-312,07 53 42.05,-60 50 22.42,,19.14,16.65,14.37,18,2.93,<,8.0,*,-1.69,,88,,-0.08,-0.11,,0,1,3449.0,157.0,0.465,0.032,0.02789,0.00838,0.31179775280898875,0.033371469090881234
532,533,3-7-318,07 53 41.88,-60 49 34.30,,16.36,14.25,12.22,57,8.44,<,8.0,*,-0.76,,30,,0.04,0.06,-5.48,0,1,3678.0,157.0,0.561,0.021,0.05317,0.01237,0.445859872611465,0.033371469090881234
533,534,3-7-3310,07 55 22.58,-60 48 04.05,,20.59,17.63,15.12,6,16.13,,10.2,*,-2.02,,129,,-0.06,0.03,,0,1,3369.0,173.0,0.229,0.033,0.00767,0.00313,0.2738938053097345,0.033371469090881234
534,535,3-7-3356,07 55 25.74,-60 52 33.95,,19.17,16.55,14.08,12,0.49,,14.0,,-1.64,,83,,0.5,0.42,-4.44,0,1,3371.0,159.0,0.46,0.03,0.02487,0.00748,0.2747787610619469,0.033371469090881234
535,536,3-7-3441,07 55 27.49,-60 48 33.20,2.432,18.07,15.77,13.64,19,0.81,<,8.0,,-1.35,0.005,60,-1.39,0.59,0.68,-4.36,1,1,3528.0,157.0,0.522,0.024,0.03836,0.00982,0.3561797752808989,0.033371469090881234
536,537,3-7-3448,07 55 27.68,-60 48 13.80,3.065,17.52,15.4,13.37,21,0.03,<,8.0,,-1.22,0.013,51,-1.22,0.52,0.6,-4.4,1,1,3675.0,157.0,0.552,0.022,0.05101,0.01226,0.4439490445859873,0.033371469090881234
537,538,3-7-3699,07 55 37.22,-60 51 40.31,,19.42,16.69,14.42,6,25.2,<,8.0,*,-1.68,,87,,-0.02,0.0,,0,1,3268.0,159.0,0.339,0.029,0.0129,0.00407,0.22920353982300884,0.033371469090881234
538,539,3-7-3731,07 55 38.71,-60 53 52.93,,19.94,17.11,14.87,7,0.07,,26.4,,-1.83,,104,,0.14,0.03,-5.02,0,1,3313.0,159.0,0.409,0.058,0.01879,0.00824,0.2491150442477876,0.033371469090881234
539,540,3-7-3884,07 55 43.62,-60 51 30.60,0.241,18.41,15.89,13.68,13,10.9,,69.1,*,-1.38,0.015,62,-2.41,0.69,0.62,-4.3,1,1,3436.0,157.0,0.482,0.025,0.02945,0.00794,0.3044943820224719,0.033371469090881234
540,541,3-7-4072,07 55 52.16,-60 54 03.60,0.313,17.9,15.64,13.41,14,10.46,,81.9,,-1.3,0.024,56,-2.26,0.34,0.77,-4.6,1,1,3602.0,157.0,0.55,0.023,0.0468,0.01156,0.3977528089887641,0.033371469090881234
541,542,3-7-689,07 53 55.21,-60 48 50.90,0.306,20.73,17.6,,7,11.46,,68.9,,-1.98,0.029,124,-2.61,0.33,0.24,-4.68,1,1,,,,,,,,0.033371469090881234
542,543,3-7-694,07 53 55.30,-60 49 42.81,,21.29,18.27,15.59,5,4.07,,23.0,,-2.27,,172,,0.27,0.2,-4.76,0,2,,,,,,,,0.033371469090881234
543,544,3-7-765,07 53 57.19,-60 52 52.51,,19.59,16.93,14.68,14,5.69,<,8.0,*,-1.79,,98,,0.04,-0.04,-5.54,0,1,,,,,,,,0.033371469090881234
544,545,3-7-801,07 53 59.11,-60 49 42.20,,20.9,17.88,15.53,8,3.51,,17.5,,-2.12,,144,,0.09,0.13,-5.22,0,1,3390.0,157.0,,,,,0.2831858407079646,0.033371469090881234
545,546,3-7-869,07 54 01.20,-60 49 28.64,,19.83,17.14,14.7,12,5.93,,18.6,*,-1.87,,108,,0.02,-0.06,-5.89,0,1,3368.0,160.0,0.441,0.046,0.02292,0.00859,0.2734513274336283,0.033371469090881234
546,547,3-7-912,07 54 02.08,-60 55 24.48,,16.94,14.96,12.86,43,33.67,<,8.0,*,-1.04,,42,,0.05,0.07,-5.42,0,1,,,,,,,,0.033371469090881234
547,548,3-7-974,07 54 04.87,-60 55 10.80,10.115,16.62,14.99,13.27,42,8.44,<,8.0,*,-1.1,0.005,45,-0.65,0.04,0.1,-5.54,1,1,4430.0,122.0,0.69,,0.16042,,1.0,0.033371469090881234
548,549,3-8-1170,07 54 06.92,-60 45 20.10,1.741,19.86,16.98,14.54,13,1.16,,12.0,,-1.78,0.017,97,-1.75,0.25,0.32,-4.77,1,1,3261.0,159.0,0.453,0.041,0.02122,0.00764,0.2261061946902655,0.033371469090881234
549,550,3-8-1214,07 54 17.22,-60 46 27.60,0.42,18.58,15.97,13.6,26,5.82,,53.6,*,-1.41,0.014,64,-2.18,0.46,0.49,-4.48,1,1,3341.0,157.0,0.523,0.025,0.03102,0.00842,0.26150442477876107,0.033371469090881234
550,551,3-8-1666,07 54 32.53,-60 44 34.46,,21.27,17.81,14.82,7,17.36,,21.0,*,-2.03,,130,,0.23,0.19,-4.87,0,1,,,,,,,,0.033371469090881234
