recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,TIC,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag_x,e_Vmag,umag,e_umag,gmag_x,e_gmag_x,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag_xa,e_Gmag_xa,Tmag,e_Tmag,f_Tmag,Flag,Teff_x,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V)_x,E_E(B-V)_xa,f_E(B-V),e_Mass_x,E_Mass_xa,e_Rad_x,E_Rad_xa,e_rho_x,E_rho_xa,e_logg_x,E_logg_xa,e_Lum_x,E_Lum_xa,e_Dist_x,E_Dist_xa,r_Dist,e_Teff_x,E_Teff_xa,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist
1215,203979314,16 28 24.30,-24 09 31.6,,9.83,,8.93,4.43,9.26,4.5,10.7247,,,,"ROph,gold",no,Simbad,1,1.0,18.19,16.284998,6004.0,6.1207,175744412,247.1012858821,-24.15884887964,247.101,-24.159,90.0,,,,16282430-2409316,,J162824.29-240932.1,6050661420215685376,,,STAR,tmgaia2,tmgaia2,-7.609,0.216,-27.13,0.149,gaia2,7.2063,0.1153,gaia2,20.393,0.259,,,,,,,,,,,,,11.706,0.026,10.363,0.024,9.831,0.022,AAA-222-111-000-0-0,9.369,0.02,9.193,0.019,8.886,0.08,7.293,0.134,16.3049,0.001556,14.868,0.008,rered,,,,,,,,,,,,,,,,,138.279,2.223,0.0108,0.0089,,,,,,0.0047,0.013,panstarrs,,,,,,,,,,,2.188,2.258,bj2018,,,,18.9538,0.028435,14.8295,0.005454,1,,bpbj,,3.43299896851,2.30638547091,247.10124997615,-24.1589656898,0.0988238817,0.05351645493,-1,0,1074223359,0.281798
1216,203875175,16 28 24.79,-24 35 43.4,,11.3,,7.22,1.87,11.06,5.35,1.9116,,,,"USco,bronze",no,Simbad,1,1.0,18.28,16.384974,3423.0,1.9475,175744810,247.10336052536,-24.59541665435,247.103,-24.596,90.0,,,,16282479-2435434,,J162824.79-243543.7,6049094032030421504,,,STAR,tmgaia2,tmgaia2,-6.505,0.238,-28.826,0.154,gaia2,7.3533,0.1159,gaia2,20.355,0.187,,,,,,,,,,,,,12.551,0.027,11.694,0.024,11.296,0.019,AAA-222-111-000-0-0,11.087,0.023,10.845,0.021,10.659,0.394,8.653,,16.4108,0.00151,14.806,0.008,cdwrf,cdwrf,2850.0,157.0,4.7363,0.0092,,,0.501,0.016,0.499,0.021,3.964,0.2094,DWARF,0.01494,0.00427,135.523,2.1465,0.022,0.0138,41,0.0,,,0.0,0.0167,0.0109,panstarrs,,,,,,,,,,,2.113,2.18,bj2018,,,cdwrf,18.9032,0.025138,14.9733,0.00436,1,,bpbj,cooldwarfs_v8,3.78137348395,2.38354978717,247.1033297223,-24.59554076458,0.10311455404,0.05791828888,1,0,1074223501,0.246569
1217,203062441,16 28 24.93,-27 23 18.3,11.14,7.96,3.18,3.18,0.98,7.84,2.2,2.6485,,,,"USco,bronze",yes,Simbad,1,0.999996,11.02,10.517745,,,175749712,247.10393602985,-27.38844858901,247.104,-27.389,90.0,,6803-01071-1,314-086357,16282493-2723182,,J162824.93-272318.5,6045140222583169408,12752139,,STAR,tmgaia2,tmgaia2,-9.224,0.166,-22.019,0.104,gaia2,6.1885,0.074,gaia2,11.743,0.17,11.139,0.012,,,,,,,,,,,8.614,0.037,8.149,0.046,7.962,0.027,AAA-111-111-000-0-0,7.805,0.024,7.759,0.018,7.705,0.024,6.966,0.126,10.5116,5.85E-4,9.819,0.006,rered,gaia2,4515.0,122.0,,,,,2.073,,,,,,GIANT,,,160.879,1.931,0.0188,0.0142,,,,,,0.0111,0.0173,panstarrs,,,,,,,,,,,1.908,1.954,bj2018,,,dered,11.1444,0.001257,9.75347,0.001343,1,tycho2v3,tycho2b3,,2.65544355202,1.60592285358,247.10389130403,-27.38854339348,0.07409868342,0.04169473716,0,0,1074225015,0.226413
1218,203905577,16 28 25.09,-24 28 19.6,,7.86,,8.47,3.97,7.34,4.5,,,,,"ROph,bronze",maybe,Simbad,1,1.0,15.81,14.021926,3786.1,3.3355,175744703,247.10458334868,-24.47218265845,247.105,-24.472,90.0,,,328-084389,16282509-2428198,,J162825.09-242819.7,6049104614829847936,11503477,,STAR,tmgaia2,tmgaia2,-3.793,0.181,2.048,0.122,gaia2,-0.0572,0.0875,gaia2,18.6,0.277,14.631,1.133,,,,,,,,,,,9.786,0.024,8.382,0.042,7.855,0.02,AAA-211-111-000-0-0,7.606,0.031,7.678,0.02,7.399,0.025,6.757,0.12,14.0451,0.001323,12.226,0.006,rered,spect,3883.0,143.0,,,-0.02,0.13,169.508,,,,,,GIANT,,,8007.46,2857.33,1.3338,,,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,16.4328,0.012111,12.6311,0.004507,1,ucac4,bpbj,,2.870540827,1.89371715074,247.10456540482,-24.47217384278,0.08096203448,0.04486991863,0,0,1074223453,0.291539
1219,203993703,16 28 32.17,-24 05 48.2,,10.21,,10.62,4.7,9.6,5.92,1.0728,1.4893,,,"ROph,bronze",maybe,Simbad,1,1.0,20.220001,17.029488,,,175744348,247.13409941288,-24.09679789884,247.134,-24.097,90.0,,,,16283217-2405482,,J162832.17-240548.6,6050663378720773632,,,STAR,tmgaia2,tmgaia2,-6.679,0.331,-23.883,0.208,gaia2,6.7287,0.1894,gaia2,21.024,0.308,,,,,,,,,,,,,12.024,0.024,10.788,0.023,10.208,0.022,AAA-222-111-000-0-0,9.881,0.023,9.564,0.02,9.561,0.057,8.427,,17.0457,0.001076,15.439,0.012,rered,,,,,,,,,,,,,,,,,148.203,4.198,0.0164,0.0182,,,,,,0.0082,0.0282,panstarrs,,,,,,,,,,,4.081,4.315,bj2018,,,,20.721,0.07936,15.4444,0.004935,1,,bpbj,,5.24593306061,3.23261938734,247.1340679108,-24.09690072928,0.15405942093,0.07823653971,-1,0,1074223334,0.332015
1220,203956650,16 28 32.56,-24 15 24.4,,9.84,,10.46,5.68,9.11,4.78,0.6752,1.5052,,,"ROph,gold",yes,Simbad,1,1.0,19.57,18.11368,,,175744495,247.1356790977,-24.25686268879,247.136,-24.257,90.0,,,,16283256-2415242,,J162832.56-241524.5,6050656781651004160,,,STAR,tmgaia2,tmgaia2,,,,,,,,,,,,,,,,,,,,,,,12.15,0.023,10.563,0.023,9.844,0.024,AAA-222-111-000-0-0,9.421,0.023,9.091,0.02,8.707,0.085,7.05,0.192,17.849,0.006737,16.219,0.018,gbprp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5261,0.12947,16.0046,0.007142,0,,,,1.72205099691,0.9698875735,247.1356790977,-24.25686268879,1.72205099691,0.9698875735,-1,-1,1074223380,0.308391
1221,203927902,16 28 32.67,-24 22 45.0,,6.85,,7.09,5.14,6.19,1.95,0.6919,,,,"ROph,bronze",yes,Simbad,1,0.999996,13.280001,12.519741,,,175744601,247.13619876957,-24.37916932675,247.136,-24.379,90.0,,,329-081212,16283266-2422449,,J162832.67-242245.2,6049107428032112384,11503634,,STAR,tmgaia2,tmgaia2,-9.467,0.121,-28.057,0.088,gaia2,7.3527,0.063,gaia2,15.938,0.041,14.484,1.133,,,,,,,,,,,8.731,0.027,7.483,0.044,6.85,0.023,AAA-111-111-000-0-0,6.219,0.092,5.448,0.058,4.61,0.015,3.888,0.034,12.5562,0.004728,11.348,0.012,rered,,3225.0,124.0,,,,,,,,,,,GIANT,,,135.489,1.166,0.0169,0.0145,,,,,,0.0084,0.0205,panstarrs,,,,,,,,,,,1.156,1.176,bj2018,,,dered,14.2634,0.034241,11.2874,0.013299,1,ucac4,apassdr9,,1.92692540387,1.37128493047,247.13615402035,-24.37929012816,0.05739026621,0.03336768008,0,0,1074223411,0.24208
1222,203888951,16 28 36.32,-24 32 22.5,,11.18,,7.69,2.65,10.84,5.04,1.8703,,,,"ROph,bronze",maybe,Simbad,1,1.0,18.53,16.27512,6905.1,4.3576,175860853,247.15139211654,-24.53961019347,247.151,-24.54,90.0,,,,16283632-2432225,,J162836.32-243222.6,6049100457301498752,,,STAR,tmgaia2,tmgaia2,-4.481,0.192,-6.014,0.123,gaia2,0.0534,0.0914,gaia2,19.663,0.165,,,,,,,,,,,,,12.704,0.03,11.587,0.022,11.179,0.027,AAA-222-111-000-0-0,10.946,0.023,10.969,0.021,10.274,0.117,7.993,0.296,16.3029,7.82E-4,14.866,0.006,rered,spect,4542.0,106.0,,,,,22.522,,,,,,GIANT,,,6233.24,2462.07,1.1466,,,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,17.9119,0.011246,15.0434,0.002574,1,,bpbj,,3.05011126155,1.90084210034,247.15137090963,-24.53963608829,0.08370318738,0.04603813095,0,0,1074231956,0.215426
1223,204576585,16 28 40.75,-21 46 05.2,10.67,8.17,2.5,2.5,0.66,8.09,1.84,,,,,"USco,bronze",no,Simbad,1,0.999955,10.59,10.38439,6476.8,1.1451,204745448,247.16977789239,-21.76809432476,247.17,-21.768,90.0,,6215-00820-1,342-080697,16284074-2146050,,J162840.73-214605.3,6051921838502407552,11503812,,STAR,tmgaia2,tmgaia2,-15.007,0.106,-30.919,0.072,gaia2,6.2054,0.0388,gaia2,11.562,0.118,10.681,0.009,,,,,,,,,,,8.727,0.024,8.328,0.051,8.172,0.026,AAA-111-111-000-0-0,8.07,0.023,8.086,0.02,8.035,0.021,7.45,0.144,10.3804,2.36E-4,9.755,0.006,rered,spect,5849.1,110.8,4.3073,0.1779,0.2,0.09,1.195,0.235,1.056,0.133,0.6194,0.3092,DWARF,1.50492,0.63206,160.412,1.005,0.0452,0.1206,488,0.0333,,,0.0,0.0352,0.2061,panstarrs,0.109,0.157,0.161,0.308,0.4685,0.1499,0.2306,0.1251,0.23707,1.02705,0.999,1.011,bj2018,94.8,126.8,spect,10.9293,7.29E-4,9.70028,5.56E-4,1,tycho2v3,tycho2b3,,1.68008368955,1.10954320618,247.16970831541,-21.76822744825,0.04223220269,0.02220212631,1,0,1074232753,0.075978
1224,203884740,16 28 41.54,-24 33 23.8,,10.63,,7.64,3.16,10.22,4.48,,,,,"ROph,bronze",no,Simbad,1,0.999999,17.86,15.712293,7175.6,4.4348,175860818,247.17311167614,-24.5566377104,247.173,-24.557,90.0,,,328-084394,16284153-2433239,,J162841.54-243323.9,6049100388582018816,11503826,,STAR,tmgaia2,tmgaia2,1.608,0.142,-6.825,0.094,gaia2,0.4059,0.0655,gaia2,19.064,0.164,14.8,1.133,,,,,,,,,,,12.131,0.029,11.064,0.023,10.63,0.024,AAA-222-111-000-0-0,10.429,0.023,10.434,0.021,10.331,0.116,8.798,,15.7439,7.16E-4,14.352,0.01,rered,spect,4860.0,177.0,,,-0.0976,0.148,6.9,,,,,,GIANT,,,2336.54,397.07,0.9284,,,,,,,,,panstarrs,,,,,,,,,,,,,bj2018,,,spect,17.3194,0.00975,14.4932,0.003113,1,ucac4,bpbj,,2.24925059412,1.46390633645,247.17311928658,-24.55666709655,0.06069550279,0.03712151081,0,0,1074231942,0.13335
1225,203927435,16 28 43.04,-24 22 52.3,,10.14,,8.34,3.11,9.74,5.23,0.482,0.4162,,,"ROph,gold",no,Simbad,1,1.0,18.08,16.039587,3567.9,3.1438,175861088,247.17941254939,-24.38116864246,247.179,-24.381,90.0,,,,16284304-2422522,,J162843.04-242252.4,6049107020011536000,,,STAR,tmgaia2,tmgaia2,-8.039,0.244,-24.303,0.182,gaia2,7.0119,0.1369,gaia2,20.399,0.258,,,,,,,,,,,,,11.719,0.027,10.671,0.023,10.139,0.019,AAA-222-111-000-0-0,9.874,0.024,9.592,0.021,9.743,0.072,8.847,,16.0602,0.001165,14.611,0.009,rered,,,,,,,,,,,,,,,,,142.131,2.787,0.0126,0.0146,,,,,,0.0049,0.0242,panstarrs,,,,,,,,,,,2.733,2.841,bj2018,,,,18.7577,0.037642,14.5659,0.006093,1,,bpbj,,3.87732754299,2.81701444735,247.17937454881,-24.38127327866,0.1216469325,0.07169325067,-1,0,1074232054,0.275855
1226,203990309,16 28 43.65,-24 06 40.6,,9.34,,8.99,4.85,8.72,4.14,4.9037,,,,"ROph,bronze",no,Simbad,1,1.0,17.71,15.837157,,,175861286,247.18194461602,-24.1113117707,247.182,-24.111,90.0,,,,16284365-2406406,,J162843.66-240640.6,6050660251984580352,,,STAR,tmgaia2,tmgaia2,-4.616,0.206,-2.601,0.142,gaia2,-0.015,0.1202,gaia2,19.869,0.244,,,,,,,,,,,,,11.303,0.023,9.885,0.022,9.341,0.019,AAA-222-111-000-0-0,9.047,0.024,9.11,0.019,8.86,0.049,8.258,0.416,15.8652,7.7E-4,13.987,0.006,rered,spect,3937.0,63.0,,,,,69.652,,,,,,GIANT,,,6342.16,2656.66,1.5158,,,,,,,,,schlegel,,,,,,,,,,,,,bj2018,,,spect,18.28,0.014188,14.417,0.003445,1,,bpbj,,3.27367968292,2.20269550314,247.1819228403,-24.11132296841,0.10033689045,0.0537952048,0,0,1074232127,0.259428
1227,203504633,16 28 44.53,-25 54 59.1,,11.6,,6.33,0.0,11.6,6.33,0.6203,0.1565,,,"USco,bronze",maybe,Simbad,1,0.999999,17.93,16.201456,,,175858647,247.18554337516,-25.91647962455,247.186,-25.916,90.0,,,,16284454-2554588,,J162844.53-255459.0,6045851022489950464,,,STAR,tmgaia2,tmgaia2,,,,,,,,,19.83,0.17,,,,,,,,,,,,,12.477,0.023,11.899,0.022,11.598,0.021,AAA-222-111-000-0-0,11.339,0.024,11.136,0.022,10.39,0.091,8.592,,16.1827,0.002226,14.587,0.008,cdwrf,cdwrf,2964.0,157.0,4.8271,0.0142,,,0.4,0.021,0.391,0.028,6.1302,0.5223,DWARF,0.0111,0.00354,,,,,553,0.2421,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,18.2222,0.024634,14.7207,0.003919,0,,bpbj,cooldwarfs_v8,0.4083515801,0.24182328434,247.18554337516,-25.91647962455,0.4083515801,0.24182328434,1,0,1074231048,0.226716
1228,203115615,16 28 45.13,-27 12 19.5,,9.82,,5.59,0.86,9.71,4.73,26.171,0.9883,,,"USco,bronze",no,Simbad,1,0.999146,15.3,14.055176,,,175833014,247.1881787894,-27.20531436858,247.188,-27.205,90.0,,,314-086405,16284515-2712192,,J162845.14-271219.4,6045159567116521216,14553872,,STAR,tmgaia2,tmgaia2,-15.09,2.521,-32.56,2.444,hsoy,,,,17.372,0.032,15.675,0.114,,,,,,,,,,,10.888,0.022,10.109,0.022,9.822,0.019,AAA-222-111-000-0-0,9.623,0.023,9.477,0.02,9.256,0.103,7.608,,14.0501,0.001316,12.897,0.006,gbprp,,,,,,,,,,,,,,GIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5927,0.005869,12.8149,0.002448,0,ucac4,apassdr9,,40.20393138703,37.89033458979,247.18810573563,-27.20545455576,0.32385033422,0.21047627749,0,0,1074230280,0.573039
1229,203117371,16 28 46.03,-27 11 57.6,,10.4,,5.24,0.17,10.38,5.07,14.0079,,,,"USco,gold",no,Simbad,1,0.997667,15.62,14.461169,3677.6,1.0808,175833026,247.19189183482,-27.19931520191,247.192,-27.199,90.0,,,315-088533,16284604-2711574,,J162846.04-271157.8,6045159567116524416,14553896,,STAR,tmgaia2,tmgaia2,-10.846,0.157,-22.018,0.112,gaia2,6.4769,0.0664,gaia2,17.418,0.048,15.74,0.092,,,,,,,,,,,11.448,0.021,10.642,0.021,10.405,0.019,AAA-222-111-000-0-0,10.179,0.023,10.119,0.02,10.223,0.222,7.73,,14.4859,0.001179,13.267,0.007,rered,gaia2,3839.0,122.0,4.3012,,,,0.899,,0.59,,0.8115,,DWARF,0.15822,,153.738,1.582,0.439,0.0299,,,,,,0.0389,0.0209,panstarrs,,,,,,,,,,,1.566,1.598,bj2018,,,dered,15.9024,0.005624,13.3007,0.002424,1,ucac4,apassdr9,,2.51230483354,1.73245886593,247.19183933244,-27.19941000035,0.06558849923,0.04306637052,1,0,1074230287,0.327305
1230,203905980,16 28 47.02,-24 28 14.0,,11.95,,8.27,0.89,11.84,7.38,1.8978,,,,"USco,gold",yes,Simbad,1,0.999995,20.11,17.568256,,,175860955,247.19600395069,-24.47050051471,247.196,-24.471,90.0,,,,16284703-2428138,,J162847.01-242814.0,6049102965562403328,,,STAR,tmgaia2,tmgaia2,-9.519,0.387,-26.439,0.256,gaia2,7.121,0.2024,gaia2,20.887,0.18,,,,,,,,,,,,,13.245,0.026,12.533,0.023,11.952,0.023,AAA-222-111-000-0-0,11.255,0.023,10.58,0.021,8.767,0.036,5.67,0.056,17.4424,0.018376,15.869,0.052,cdwrf,cdwrf,3050.0,161.0,4.8157,0.0078,,,0.412,0.015,0.405,0.023,5.7906,0.3182,DWARF,0.01323,0.0038,140.076,4.007,0.0163,0.0626,300,7.4209,,,0.0,0.0096,0.1156,panstarrs,,,,,,,,,,,3.894,4.12,bj2018,,,cdwrf,19.2758,0.075073,15.9861,0.05576,1,,bpbj,cooldwarfs_v8,6.14259202262,3.96639243827,247.19595892014,-24.47061435103,0.17010663595,0.09556561232,1,0,1074231994,0.347932
1231,203919645,16 28 48.43,-24 24 50.3,,11.45,,6.28,1.43,11.26,4.85,,,,,"USco,bronze",no,Simbad,1,0.999997,17.54,15.883759,4856.4,2.7119,175861045,247.20185022456,-24.41402929782,247.202,-24.414,90.0,,,328-084399,16284843-2424505,,J162848.43-242450.8,6049103755836407680,,,STAR,tmgaia2,tmgaia2,-10.312,0.151,-35.217,0.105,gaia2,4.9028,0.0773,gaia2,18.863,0.164,15.203,1.03,,,,,,,,,,,12.726,0.026,11.788,0.023,11.448,0.019,AAA-222-111-000-0-0,11.282,0.025,11.267,0.023,10.658,0.307,8.691,,15.9086,6.86E-4,14.675,0.007,cdwrf,cdwrf,3393.0,157.0,4.6279,0.0123,-0.1676,0.1048,0.628,0.02,0.61,0.021,2.466,0.1468,DWARF,0.04706,0.01171,202.859,3.2065,0.0271,0.0215,238,0.018,,,0.0,0.017,0.026,panstarrs,,,,,,,,,,,,,bj2018,,,cdwrf,17.3101,0.007777,14.7369,0.001269,1,ucac4,bpbj,cooldwarfs_v8,2.39356793237,1.62759100112,247.20180146484,-24.41418092743,0.07193279064,0.04072172977,1,0,1075015415,0.281188
1232,202800225,16 28 50.18,-28 19 06.7,,8.8,,5.45,1.48,8.61,3.97,,,,,"USco,bronze",no,Simbad,1,0.999991,14.059999,13.177727,4773.0,2.5262,175830387,247.20906166411,-28.31854373486,247.209,-28.319,90.0,,,309-088229,16285017-2819067,,J162850.17-281906.8,6044275284889436672,14553997,,STAR,tmgaia2,tmgaia2,-2.193,0.078,-7.454,0.06,gaia2,0.059,0.0408,gaia2,16.093,0.036,14.356,0.149,,,,,,,,,,,10.102,0.022,9.129,0.023,8.803,0.021,AAA-222-111-000-0-0,8.654,0.023,8.773,0.02,8.606,0.034,8.114,0.295,13.2009,6.8E-4,11.992,0.008,rered,gaia2,3978.0,122.0,,,,,87.912,,,,,,GIANT,,,8295.04,2362.88,0.5355,0.0099,,,,,,0.0075,0.0122,panstarrs,,,,,,,,,,,1882.7,2843.06,bj2018,,,dered,14.5665,0.003976,12.0503,0.002017,1,ucac4,apassdr9,,1.25197650365,0.92715744788,247.20905093774,-28.31857582701,0.03637088683,0.02637587764,0,0,1075011348,0.089532
1233,204341850,16 28 50.43,-22 42 46.4,,12.63,,7.13,1.94,12.38,5.19,,,,,"USco,bronze",no,Simbad,1,0.999995,19.51,17.453634,3557.1,2.1662,204747493,247.2101433637,-22.71287669286,247.21,-22.713,90.0,,,,16285044-2242462,,J162850.43-224246.4,6051092222618460288,,,STAR,tmgaia2,tmgaia2,-1.295,0.341,-23.214,0.209,gaia2,4.2298,0.1648,gaia2,20.67,0.163,,,,,,,,,,,,,13.898,0.03,12.981,0.027,12.631,0.029,AAA-222-111-000-0-0,12.412,0.024,12.217,0.025,11.749,,8.864,,17.4862,8.51E-4,16.032,0.008,cdwrf,cdwrf,3052.0,157.0,4.7554,0.0135,,,0.48,0.02,0.478,0.025,4.3294,0.3142,DWARF,0.01798,0.00523,235.466,9.228,0.6553,0.3216,,,,,,0.6076,0.0356,panstarrs,,,,,,,,,,,8.873,9.583,bj2018,,,cdwrf,19.4345,0.031519,16.1489,0.003571,1,,bpbj,cooldwarfs_v8,5.39566651486,3.24094825979,247.21013732043,-22.71297664031,0.1406030535,0.06681313711,1,0,1075018351,0.075144
1234,203992263,16 28 51.39,-24 06 10.8,,11.75,,7.46,2.26,11.46,5.2,,,,,"USco,bronze",no,Simbad,1,0.999996,18.92,16.731543,,,175861297,247.21417125639,-24.10304209234,247.214,-24.103,90.0,,,,16285139-2406108,,J162851.39-240611.0,6050660595581963648,,,STAR,tmgaia2,tmgaia2,-2.945,0.226,-14.844,0.164,gaia2,2.7444,0.1318,gaia2,19.967,0.165,,,,,,,,,,,,,13.091,0.036,12.157,0.045,11.746,0.034,AAA-222-111-000-0-0,11.477,0.024,11.422,0.021,10.701,0.255,7.654,0.278,16.7675,9.86E-4,15.324,0.011,rered,gaia2,5293.0,132.0,4.4066,,,,0.989,,0.909,,0.9409,,DWARF,0.69104,,362.047,17.767,1.4123,0.2885,,,,,,0.547,0.0299,panstarrs,,,,,,,,,,,16.911,18.623,bj2018,,,dered,18.3421,0.018996,15.505,0.00298,1,,bpbj,,3.58439805579,2.53564776284,247.21415736739,-24.10310600315,0.11365833852,0.06089265311,1,0,1075015568,0.214633
1235,203824474,16 28 52.00,-24 47 39.9,,8.5,,8.94,6.45,7.67,2.49,,,,,"ROph,bronze",no,Simbad,1,1.0,16.61,15.017309,,,175860636,247.21667560867,-24.79441667571,247.217,-24.794,90.0,,,327-080296,16285199-2447398,,J162852.00-244739.8,6049076607347083392,11504083,,STAR,tmgaia2,tmgaia2,6.271,0.231,0.621,0.16,gaia2,0.3939,0.1205,gaia2,19.005,0.237,15.262,1.133,,,,,,,,,,,10.502,0.023,9.078,0.022,8.499,0.021,AAA-222-111-000-0-0,8.116,0.022,8.11,0.02,8.071,0.045,6.929,0.148,15.0433,7.67E-4,13.253,0.013,rered,spect,4542.0,105.0,,,-0.0574,0.1216,19.313,,,,,,GIANT,,,2493.46,995.46,1.2922,,,,,,,,,panstarrs,,,,,,,,,,,,,bj2018,,,spect,17.3551,0.009268,13.6121,0.002565,1,ucac4,bpbj,,3.67287968275,2.48621625873,247.21670535192,-24.79441400144,0.10506696348,0.06571977936,0,0,1075015162,0.029224
1236,204570302,16 28 52.79,-21 47 41.2,,10.85,,5.81,0.64,10.77,5.18,3.0356,,,,"USco,bronze",no,Simbad,1,0.999739,16.58,15.06063,,,204745445,247.22003488155,-21.79469978983,247.22,-21.795,90.0,,,342-080731,16285281-2147410,,J162852.79-214741.1,6051921597984230656,,,STAR,tmgaia2,tmgaia2,-13.239,0.185,-25.399,0.133,gaia2,7.387,0.0725,gaia2,18.065,0.163,17.001,0.16,,,,,,,,,,,11.881,0.023,11.138,0.025,10.853,0.023,AAA-222-111-000-0-0,10.677,0.023,10.503,0.02,10.409,0.079,8.93,,15.0924,7.25E-4,13.717,0.008,cdwrf,cdwrf,3167.0,157.0,4.6727,0.0107,,,0.575,0.018,0.567,0.021,2.9862,0.165,DWARF,0.02994,0.00781,134.868,1.329,0.0207,0.0312,517,0.0114,,,0.0,0.0135,0.0488,panstarrs,,,,,,,,,,,1.316,1.342,bj2018,,,cdwrf,16.8486,0.005102,13.8152,0.002178,1,ucac4,bpbj,cooldwarfs_v8,2.92519719565,2.05516984977,247.21997349266,-21.7948091488,0.07204580558,0.03533883765,1,0,1075017902,0.379864
1237,203824153,16 28 54.06,-24 47 44.1,,8.9,,8.28,3.78,8.42,4.5,12.1645,,,,"ROph,gold",yes,Simbad,1,1.0,16.7,14.943924,6725.8,5.6375,175860635,247.22532540163,-24.79563623845,247.225,-24.796,90.0,,,327-080297,16285407-2447442,,J162854.06-244744.5,6049076646002793856,,,STAR,tmgaia2,tmgaia2,-7.134,0.216,-25.051,0.151,gaia2,7.2394,0.1098,gaia2,18.924,0.213,15.462,1.03,,,,,,,,,,,10.683,0.023,9.432,0.022,8.905,0.021,AAA-222-111-000-0-0,8.562,0.023,8.314,0.021,6.44,0.018,3.25,0.019,14.9662,0.004229,13.619,0.011,rered,,,,,,,,,,,,,,,,,137.642,2.096,0.0185,0.3517,,,,,,0.0104,0.693,panstarrs,,,,,,,,,,,2.065,2.127,bj2018,,,,17.2052,0.027845,13.5975,0.029673,1,ucac4,bpbj,,3.42695162248,2.34031433598,247.22529156642,-24.79574409821,0.09602924341,0.06083571441,-1,0,1075015161,0.311445
1238,202743203,16 28 55.66,-28 31 43.6,,9.29,,3.82,0.0,9.29,3.82,,,,,"USco,bronze",no,Simbad,1,0.999998,13.11,12.5043,,,175829839,247.23189696472,-28.52879564812,247.232,-28.529,90.0,,,308-091736,16285566-2831437,,J162855.64-283143.7,6044176015303403648,14554113,,STAR,tmgaia2,tmgaia2,-16.803,0.108,-9.81,0.075,gaia2,0.9165,0.053,gaia2,14.492,0.034,13.135,0.057,,,,,,,,,,,10.194,0.023,9.502,0.022,9.29,0.019,AAA-222-111-000-0-0,9.179,0.023,9.241,0.021,9.248,0.039,8.744,,12.5183,2.87E-4,11.613,0.015,rered,gaia2,4737.0,122.0,,,,,7.925,,,,,,GIANT,,,1062.53,61.515,0.4274,0.0239,,,,,,0.0257,0.0221,panstarrs,,,,,,,,,,,58.02,65.01,bj2018,,,dered,13.3938,0.001621,11.6003,8.12E-4,1,ucac4,apassdr9,,1.72567425106,1.16170037222,247.23181461748,-28.52883788418,0.0488723725,0.03231975491,0,0,1075011037,0.089565
1239,203865042,16 28 56.79,-24 38 10.1,,10.52,,8.64,5.89,9.76,2.75,,,,,"ROph,bronze",no,Simbad,1,1.0,18.400002,16.922495,,,175860764,247.23667426494,-24.63615225584,247.237,-24.636,90.0,,,,16285679-2438101,,J162856.79-243810.1,6049086885204836224,,,STAR,tmgaia2,tmgaia2,-5.697,0.303,-6.175,0.212,gaia2,0.3855,0.1463,gaia2,20.638,0.211,,,,,,,,,,,,,12.434,0.023,11.134,0.022,10.521,0.019,AAA-222-111-000-0-0,10.207,0.023,10.148,0.02,10.198,0.161,7.469,,16.9513,0.001342,15.148,0.027,rered,gaia2,6886.0,222.0,,,,,11.882,,,,,,GIANT,,,2602.47,1339.53,2.3368,0.0888,,,,,,0.0787,0.099,panstarrs,,,,,,,,,,,828.65,1850.4,bj2018,,,dered,19.0891,0.048691,15.5306,0.002892,1,,bpbj,,4.81081127158,3.28032008277,247.23664728181,-24.63617884136,0.13785932116,0.08879745207,0,0,1075015241,0.168239
