col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
215,97,38,,,99.0,10.15,15.63,,3.73,19.36,10.114998294395503,3.494,M5(H),1.16,-0.73,1.48,0.14,5.32,Simbad,05 34 37.58,-05 26 21.22,1,2MASS J05343766-0526215,M5,1.0,H,2880.0,-0.894,0.12,0.06,0.09,1.1,0.9,2.1,1.44,0.32,0.85,opt,R09,,,g,Simbad,83.65696,-5.43933,1.3991563225473884,0.15264920347244804,0.05236065508113028
216,98,39,,,99.0,10.51,14.29,,2.4,16.69,8.604998294395505,3.526,M3(H),0.0,-0.63,1.43,0.23,6.03,Simbad,05 34 38.02,-05 27 40.12,1,V1438 Ori,M3,1.0,H,3360.0,-0.76,0.29,0.09,0.08,3.1,0.8,2.1,1.23,0.2,5.52,opt,R09,,,g,Simbad,83.65876,-5.46126,1.298812788973908,0.27004151106428226,0.05236065508113028
217,99,41,,,96.0,15.72,15.42,,3.02,18.44,,,,,,,,,Simbad,05 34 38.07,-05 35 49.82,1,2MASS J05343819-0535495,M5,1.0,H13,2880.0,-1.072,,,,,,,1.17,0.26,1.46,opt,R09,,,b,Simbad,83.65912,-5.59711,1.7875939381930208,0.0,0.0
218,100,40,,,99.0,9.62,14.48,,2.89,17.369999,8.824998294395504,3.518,M3.5(H),0.46,-0.57,1.6,0.21,5.91,Simbad,05 34 38.15,-05 24 23.42,1,V1997 Ori,M3.5,1.0,H,3260.0,-0.654,0.24,0.07,0.11,2.2,0.8,1.2,1.48,0.28,9.81,opt,H02,3.0,,,Simbad,83.65926,-5.40658,1.1138893911999412,0.24808751548161567,0.05236065508113028
219,104,43,,,99.0,10.95,15.8,,3.73,19.53,11.054999294395506,3.483,M5.5(H),0.39,-0.91,1.27,0.11,5.31,Simbad,05 34 39.70,-05 17 24.22,1,2MASS J05343976-0517243,M5.5,1.0,H,2840.0,-1.14,,,,,,,1.11,0.19,1.99,opt,R09,,N,b,Simbad,83.66571,-5.29008,1.0536986348860098,0.11595520831583915,0.05236065508113028
220,106,47,,1542.0,98.0,11.36,13.8,,,,,,,,,,,,Simbad,05 34 39.78,-05 30 06.22,1,IW Ori,M1.5,1.0,H13,3560.0,,,,,,,,,,8.26,opt,R09,2.0,,c,Simbad,83.6661,-5.50186,1.341485062235889,0.0,0.0
221,112,52,,,99.0,10.11,14.58,,3.64,18.22,9.204997294395506,3.494,M5(H),0.93,-0.37,2.25,0.15,4.53,Simbad,05 34 40.75,-05 28 09.12,1,2MASS J05344083-0528095,M5,1.0,H,2880.0,-0.53,0.15,0.07,0.08,0.2,0.18,1.7,2.19,0.49,0.64,opt,R09,2.0,,e,Simbad,83.67014,-5.46931,1.309597949351761,0.20938890724578588,0.05236065508113028
222,121,3060,,,,8.83,16.27,,2.33,18.6,,,,,,,,,Simbad,05 34 41.87,-05 21 31.71,1,2MASS J05344196-0521321,M4.7,1.0,D10,2964.0,-1.444,,,,,,,0.72,0.15,1.17,opt,R09,,,b,Simbad,83.67484,-5.35892,1.4258377487311618,0.0,0.0
223,124,3073,,,,8.52,16.6,,,,,,,,,,,,Simbad,05 34 42.40,-05 22 45.83,1,2MASS J05344248-0522462,M5,1.0,H13,2880.0,,,,,,,,,,2.68,opt,R09,,,c,Simbad,83.67702,-5.37953,1.3536051829958418,0.0,0.0
224,125,61,,,46.0,9.94,13.52,,2.86,16.380001,,,,,,,,,Simbad,05 34 42.65,-05 28 37.12,1,V2012 Ori,M4,1.0,H13,3160.0,-0.362,0.23,0.09,0.13,0.9,0.81,0.6,2.2,0.46,6.15,MIR,M11,2.0,,,Simbad,83.67807,-5.4771,1.368707610260341,0.0,0.0
225,128,65,,,99.0,10.67,13.82,,2.25,16.07,6.8149982943955045,3.58,M0(H),1.17,-0.24,1.75,0.39,5.85,Simbad,05 34 43.32,-05 30 06.52,1,V1313 Ori,M0,1.0,H,3770.0,-0.433,0.52,0.1,0.13,3.1,1.2,2.3,1.43,0.19,7.4,opt,P09,3.0,,,Simbad,83.68086,-5.50195,1.3835374374463925,0.46320728608941186,0.05236065508113028
226,129,3008,,,,11.98,16.56,,,,,,,,,,,,Simbad,05 34 43.38,-05 14 42.12,1,2MASS J05344346-0514426,M5.5,1.0,H13,2840.0,,,,,,,,,,2.01,opt,R09,,,c,Simbad,83.68109,-5.24518,1.3283221592307826,0.0,0.0
227,132,68,,,84.0,14.71,16.83,,,,,,,,,,,,Simbad,05 34 43.74,-05 35 36.72,1,2MASS J05344384-0535366,M4.5,1.0,H13,3020.0,,,,,,,,,,0.71,opt,R09,3.0,,c,Simbad,83.68271,-5.59353,1.6481584928811095,0.0,0.0
228,136,70,,,99.0,8.47,15.27,,3.89,19.16,9.504998294395504,3.494,M5(H),1.57,-0.49,1.96,0.14,4.82,Simbad,05 34 44.33,-05 26 05.72,1,2MASS J05344441-0526061,M5,1.0,H,2880.0,-0.65,0.14,0.06,0.1,0.3,0.23,2.0,1.9,0.43,1.5,opt,H02,3.0,,,Simbad,83.68505,-5.43504,1.2958022830111549,0.18461764417237425,0.05236065508113028
229,137,71,,,99.0,8.1,15.61,,2.99,18.6,10.304999294395506,3.509,M4(H),0.21,-1.04,0.97,0.16,6.26,Simbad,05 34 44.41,-05 24 38.12,1,2MASS J05344449-0524384,M4,1.0,H,3160.0,-1.117,0.18,0.09,0.11,4.5,2.2,4.7,0.92,0.19,14.4,opt,P09,2.0,,,Simbad,83.68538,-5.41068,1.2561519452936458,0.14537573148033087,0.05236065508113028
230,138,73,,,99.0,13.02,14.04,,1.85,15.89,7.804998294395505,3.562,M1e(H),0.0,-0.59,1.27,0.41,6.28,Simbad,05 34 44.65,-05 33 41.92,1,V1118 Ori,M1e,1.0,H,3630.0,-0.692,0.41,0.07,0.11,4.4,1.6,3.4,1.14,0.16,2.23,opt,P09,2.0,A,,Simbad,83.68644,-5.56172,1.45293658662716,0.3482630415195907,0.05236065508113028
231,139,75,,1587.0,99.0,8.01,11.11,,1.61,12.719999,3.0649982943955045,3.695,K2(WSH)K2(Sam),1.57,0.89,3.82,1.5,5.59,Simbad,05 34 45.10,-05 25 03.62,1,V1444 Ori,K3,1.0,StE,4550.0,0.79,1.63,0.51,0.49,0.7,0.3,0.6,4.0,0.6,3.45,opt,H00,3.0,,,Simbad,83.68828,-5.4178,1.381018663367815,0.0,0.0
232,142,76,,,99.0,9.77,13.56,,2.97,16.53,8.284998294395505,3.509,M4(H),0.16,-0.23,2.45,0.16,4.48,Simbad,05 34 45.48,-05 29 20.52,1,V1445 Ori,M4,1.0,H13,3160.0,-0.309,0.24,0.09,0.09,0.8,0.72,0.6,2.33,0.49,6.33,opt,H02,,N,g,Simbad,83.68985,-5.48915,1.3226765573038006,0.3023648867901711,0.05236065508113028
233,143,77,,1595.0,99.0,7.8,13.61,,2.16,15.7699995,6.744998294395504,3.58,M0(H),0.94,-0.21,1.81,0.38,5.81,Simbad,05 34 45.83,-05 24 55.42,1,V1446 Ori,M0,1.0,H13,3770.0,-0.405,0.5,0.09,0.14,2.6,0.9,2.0,1.47,0.2,1.5,opt,H02,3.0,N,,Simbad,83.69129,-5.41551,1.2593624921793398,0.4728275844098906,0.05236065508113028
234,144,79,,,98.0,16.07,15.54,,3.18,18.72,10.494998294395502,3.5,M4.5(H),0.14,-0.98,1.08,0.14,6.13,Simbad,05 34 45.98,-05 37 31.72,1,2MASS J05344609-0537312,M4.5,1.0,H13,3020.0,-1.091,0.13,0.06,0.08,3.5,3.2,1.8,1.04,0.21,1.86,opt,R09,3.0,,,Simbad,83.69204,-5.62533,1.7204040589011973,0.137739159233678,0.05236065508113028
235,148,83,,,99.0,7.48,14.72,,3.12,17.84,7.474998294395505,3.544,M2e(H),2.28,-0.29,1.95,0.26,5.64,Simbad,05 34 46.49,-05 23 25.32,1,V1449 Ori,M2e,1.0,H,3490.0,-0.42,0.36,0.06,0.08,1.7,0.3,0.6,1.69,0.23,7.4,opt,S99,2.0,A,,Simbad,83.69404,-5.39045,1.2259913192179106,0.37908186470899746,0.05236065508113028
236,150,84,,,99.0,7.7,15.68,,3.33,19.01,8.914998294395504,3.526,M3(H),2.01,-0.7,1.32,0.23,6.09,Simbad,05 34 46.62,-05 21 24.52,1,2MASS J05344669-0521247,M5,1.0,H13,2880.0,-1.164,,,,,,,1.05,0.24,2.43,opt,R09,3.0,,b,Simbad,83.69458,-5.35686,1.1958340418318285,0.23870746006979046,0.05236065508113028
237,154,87,,,99.0,10.21,15.78,,3.55,19.33,9.094998294395504,3.518,M3.5(H),2.15,-0.67,1.41,0.2,6.04,Simbad,05 34 46.88,-05 16 19.62,1,2MASS J05344694-0516196,M3.5,1.0,H,3260.0,-0.762,0.25,0.1,0.1,2.7,0.9,1.8,1.31,0.24,3.1,opt,R09,,,g,Simbad,83.69562,-5.27211,1.0279143807487612,0.22043077512400291,0.05236065508113028
238,157,3038,,,,8.99,16.34,,2.81,19.15,11.064998294395503,3.494,M5(H),0.0,-1.3,0.77,0.11,6.36,Simbad,05 34 47.12,-05 18 09.64,1,2MASS J05344720-0518099,M4.5,1.0,H13,3020.0,-1.492,,,,,,,0.66,0.13,6.54,opt,R09,3.0,,b,Simbad,83.69671,-5.30278,1.3994481742154383,0.1156576416844446,0.05236065508113028
239,159,91,,1604.0,99.0,10.29,13.49,,2.44,15.93,7.844998294395504,3.509,M4(H),0.0,-0.24,2.43,0.16,4.51,Simbad,05 34 47.80,-05 30 46.12,1,V2033 Ori,M4,1.0,H,3160.0,-0.4,0.23,0.1,0.12,1.1,1.01,0.6,2.1,0.44,16.67,opt,P09,2.0,N,d,Simbad,83.69956,-5.51294,1.4838620769707764,0.34470189987308447,0.05236065508113028
240,163,3130,,,,9.8,16.71,,3.48,20.189999,11.194997294395504,3.5,M4.5(H),0.91,-1.26,0.78,0.13,6.37,Simbad,05 34 48.14,-05 30 09.78,1,V2037 Ori,M4.5,1.0,H,3020.0,-1.372,0.1,0.03,0.09,4.8,1.8,5.7,0.75,0.15,3.46,opt,H02,2.0,,,Simbad,83.70098,-5.50284,1.4891502109926125,0.11071425928065064,0.05236065508113028
241,164,94,,,99.0,11.59,15.16,,4.05,19.21,6.844996294395504,3.535,M2.5(H),4.28,0.04,2.97,0.19,4.34,Simbad,05 34 48.19,-05 32 34.62,1,2MASS J05344828-0532351,M2.5,1.0,H,3425.0,-0.074,0.31,0.05,0.11,0.7,0.6,0.4,2.6,0.39,4.75,opt,H02,,,g,Simbad,83.70119,-5.54309,1.5136663199311446,0.45847078935906516,0.05236065508113028
242,166,96,,,99.0,10.44,16.07,,,,,,,,,,,,Simbad,05 34 48.37,-05 31 06.82,1,2MASS J05344845-0531072,M3.7,1.0,D10,3220.0,,,,,,,,,,15.78,opt,P09,,,"c,d",Simbad,83.7019,-5.51869,1.3652858693249277,0.0,0.0
243,167,98,,,99.0,8.13,14.62,,3.2,17.82,8.984998294395504,3.509,M4(H),0.75,-0.51,1.78,0.18,5.3,Simbad,05 34 48.69,-05 19 07.22,1,2MASS J05344877-0519073,M4,1.0,H,3160.0,-0.59,0.22,0.08,0.12,1.9,1.7,0.6,1.69,0.35,2.3,opt,R09,3.0,,,Simbad,83.70321,-5.31871,1.208484525160295,0.2320549223972639,0.05236065508113028
244,168,97,,,99.0,8.91,14.99,,3.66,18.65,8.124998294395505,3.518,M3.5(H),2.44,-0.29,2.2,0.2,4.97,Simbad,05 34 48.71,-05 17 46.32,1,2MASS J05344878-0517464,M3.5,1.0,H,3260.0,-0.377,0.27,0.07,0.1,1.3,1.1,0.4,2.03,0.38,5.56,opt,R09,3.0,,,Simbad,83.70327,-5.29623,1.1224179634155946,0.31749287626319767,0.05236065508113028
245,169,100,,,99.0,12.3,15.21,,3.24,18.45,8.155000294395505,3.535,M2.5(H),2.21,-0.49,1.62,0.26,5.9,Simbad,05 34 48.72,-05 33 32.72,1,2MASS J05344881-0533330,M2.5,1.0,H,3425.0,-0.599,0.31,0.06,0.1,2.2,0.5,1.3,1.42,0.21,2.09,opt,H02,2.0,N,,Simbad,83.70342,-5.55918,1.5402187968729082,0.31505487326122356,0.05236065508113028
246,172,103,,,99.0,10.67,16.25,,3.28,19.53,9.134999294395504,3.535,M2.5(H),2.31,-0.88,1.03,0.26,6.33,Simbad,05 34 48.84,-05 31 31.12,1,2MASS J05344892-0531315,M2.5,1.0,H,3425.0,-0.99,0.29,0.07,0.08,6.0,2.1,4.5,0.91,0.14,0.77,opt,R09,,,g,Simbad,83.70387,-5.52543,1.3931830489523138,0.21650141180075821,0.05236065508113028
247,173,102,,,99.0,8.45,14.83,,3.15,17.98,8.764998294395506,3.518,M3.5(H),1.13,-0.54,1.64,0.21,5.88,Simbad,05 34 48.87,-05 28 16.52,1,V2042 Ori,M3.5,1.0,H,3260.0,-0.632,0.27,0.1,0.08,2.2,1.2,1.0,1.52,0.28,5.28,opt,P09,2.0,,,Simbad,83.704,-5.47136,1.3954595895550503,0.25389155799191715,0.05236065508113028
248,174,104,,,99.0,7.51,15.19,,2.6,17.789999,9.574998294395504,3.526,M3e(H),0.13,-0.96,0.98,0.21,6.33,Simbad,05 34 48.99,-05 26 26.22,1,V2044 Ori,M3e,1.0,H,3360.0,-1.045,0.26,0.08,0.1,6.0,2.4,5.5,0.89,0.15,1.78,opt,H02,2.0,A,,Simbad,83.70449,-5.44073,1.370232861368984,0.17947253545850858,0.05236065508113028
249,175,105,,,99.0,8.35,15.89,,,,,3.471,M6(H),0.0,-0.94,1.29,0.09,4.97,Simbad,05 34 48.99,-05 28 08.42,1,2MASS J05344907-0528089,M6,1.0,H,2800.0,,,,,,,,,,0.72,opt,R09,,,c,Simbad,83.70446,-5.46915,1.3082906087234736,0.0,0.0
250,176,106,,,99.0,8.13,13.43,,2.42,15.85,7.764998294395504,3.526,M3(H),0.0,-0.29,2.12,0.21,5.13,Simbad,05 34 49.22,-05 18 55.32,1,2MASS J05344929-0518555,M3,1.0,H,3360.0,-0.416,0.31,0.09,0.09,1.5,0.7,0.5,1.83,0.3,1.7,opt,H02,3.0,N,,Simbad,83.7054,-5.31542,1.151221555536175,0.3518609735923497,0.05236065508113028
251,177,107,,,99.0,8.8,14.2,,2.72,16.92,7.164998294395504,3.555,M1.5e(H),1.67,-0.25,1.95,0.29,5.72,Simbad,05 34 49.48,-05 29 02.82,1,V2045 Ori,M1.75,1.0,H13,3525.0,-0.442,0.38,0.07,0.07,1.9,0.5,0.9,1.61,0.22,14.73,MIR,M11,2.0,A,,Simbad,83.70653,-5.48427,1.4141927863240282,0.4136895550255281,0.05236065508113028
252,179,109,,,99.0,9.03,16.04,,3.13,19.170002,9.165000294395503,3.535,M2.5(H),1.92,-0.89,1.02,0.26,6.34,Simbad,05 34 50.02,-05 17 12.22,1,2MASS J05345009-0517121,M5.75,1.0,H13,2820.0,-1.212,,,,,,,1.04,0.15,1.26,opt,R09,2.0,,b,Simbad,83.70871,-5.28672,1.0518805868946637,0.2137376811385927,0.05236065508113028
253,181,3165,,,,13.92,16.59,,3.56,20.15,,,,,,,,,Simbad,05 34 50.13,-05 35 38.60,1,2MASS J05345021-0535389,M4.8,1.0,D10,2936.0,-1.335,,,,,,,0.83,0.18,0.77,opt,R09,3.0,,b,Simbad,83.70921,-5.59417,1.2689993137994706,0.0,0.0
254,183,112,,,99.0,9.47,16.12,,2.87,18.990002,9.644999294395506,3.535,M2.5(H),1.26,-1.09,0.81,0.25,6.58,Simbad,05 34 50.38,-05 16 29.72,1,2MASS J05345045-0516296,M2.5,1.0,H,3425.0,-1.194,0.28,0.07,0.08,10.5,4.6,9.0,0.72,0.11,3.0,opt,R09,,,g,Simbad,83.71022,-5.27492,1.0874048457376395,0.17402308518575094,0.05236065508113028
255,184,115,,,99.0,11.53,16.1,,3.92,20.02,11.054999294395506,3.483,M5.5(H),0.88,-0.91,1.27,0.11,5.31,Simbad,05 34 50.38,-05 32 53.52,1,2MASS J05345046-0532538,M5.5,1.0,H,2840.0,-1.141,,,,,,,1.11,0.19,0.86,opt,H02,3.0,,b,Simbad,83.71029,-5.5483,1.3852980736464264,0.11595520831583915,0.05236065508113028
256,185,114,,,99.0,6.5,15.34,,2.14,17.48,8.974998294395503,3.562,M1e(H),0.42,-1.01,0.78,0.41,6.96,Simbad,05 34 50.42,-05 23 35.02,1,V475 Ori,M1e,1.0,H,3630.0,-1.193,0.38,0.08,0.12,20.0,9.0,23.0,0.64,0.09,8.73,opt,H00,2.0,A,,Simbad,83.71044,-5.39316,1.3269619466459868,0.23265195862029767,0.05236065508113028
257,186,111,,1622.0,98.0,13.82,13.04,,1.83,14.87,6.4849982943955045,3.591,K8(H),0.3,-0.15,1.84,0.42,5.82,Simbad,05 34 50.43,-05 11 10.52,1,Parenago 1622,K8,1.0,H,3940.0,-0.252,0.66,0.08,0.07,2.8,1.0,1.5,1.61,0.19,4.94,opt,H02,,N,g,Simbad,83.71041,-5.18627,1.0231219587356175,0.5120313697664315,0.05236065508113028
258,187,116,,1633.0,99.0,6.48,12.12,,1.44,13.559999,5.144998294395505,3.643,K5(H),0.33,0.2,2.17,0.69,5.8,Simbad,05 34 50.63,-05 24 01.02,1,V1454 Ori,K5,1.0,H,4140.0,0.092,0.82,0.18,0.3,1.5,0.6,1.5,2.16,0.32,2.34,opt,H02,,N,g,Simbad,83.7113,-5.40039,1.283337650374315,0.8278946584833516,0.05236065508113028
259,188,117,,,99.0,7.39,13.15,,2.13,15.28,6.334998294395504,3.58,M0e(H),0.86,-0.05,2.19,0.33,5.59,Simbad,05 34 50.65,-05 27 00.62,1,2MASS J05345073-0527010,K8e,1.0,H13,3940.0,-0.109,0.64,0.06,0.06,1.7,0.5,0.8,1.9,0.23,9.01,opt,P09,,A,g,Simbad,83.71138,-5.4503,1.2968193792605316,0.5376494408788399,0.05236065508113028
260,189,120,,,99.0,8.8,14.35,,3.01,17.36,9.274998294395504,3.5,M4.5(H),0.0,-0.54,1.8,0.16,5.13,Simbad,05 34 50.77,-05 29 24.62,1,V1455 Ori,M4.5,1.0,H,3020.0,-0.696,0.16,0.06,0.09,1.5,1.4,1.1,1.64,0.32,0.43,opt,R09,3.0,,e,Simbad,83.71191,-5.49031,1.4100343442282628,0.20251006269618607,0.05236065508113028
261,190,118,,,99.0,8.38,14.82,,3.09,17.91,9.824998294395504,3.483,M5.5(H),0.0,-0.61,1.79,0.13,4.76,Simbad,05 34 50.92,-05 17 56.42,1,2MASS J05345099-0517565,M5.5,1.0,H,2840.0,-0.76,0.12,0.05,0.03,0.3,0.15,1.4,1.72,0.3,1.07,opt,H02,,,g,Simbad,83.71247,-5.29904,1.0943807609707858,0.16488167039062598,0.05236065508113028
262,192,121,,,99.0,9.04,14.9,,3.71,18.61,7.544999294395504,3.526,M3(H),2.98,-0.15,2.49,0.2,4.72,Simbad,05 34 51.13,-05 16 54.82,1,V2061 Ori,M3,1.0,H,3360.0,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,7.64,opt,R09,2.0,A,,Simbad,83.71337,-5.28192,1.1805711763155244,0.37328233752136986,0.05236065508113028
263,194,123,,1642.0,99.0,6.5,13.56,,2.19,15.75,4.604999294395505,3.695,K2(H),3.06,0.28,1.88,1.37,6.4,Simbad,05 34 51.48,-05 25 12.62,1,V401 Ori,K2,1.0,H,4760.0,0.228,1.51,0.13,0.11,5.5,2.6,3.7,1.91,0.28,6.63,opt,S99,2.0,,a,Simbad,83.71485,-5.42028,1.3130035829628084,1.0220712352574914,0.05236065508113028
264,196,125,,1641.0,99.0,6.19,14.66,,2.94,17.6,8.924998294395506,3.518,M3.5(H),0.59,-0.61,1.53,0.2,5.98,Simbad,05 34 51.93,-05 24 18.42,1,V2064 Ori,M3.5,1.0,H13,3260.0,-0.695,0.25,0.09,0.11,2.4,0.9,1.2,1.41,0.26,8.86,opt,P09,,,g,Simbad,83.71674,-5.40522,1.3600218458637463,0.23809488409486543,0.05236065508113028
265,200,126,,,99.0,12.84,14.43,,2.55,16.98,8.884998294395503,3.526,M3(H),0.01,-0.69,1.34,0.23,6.08,Simbad,05 34 52.19,-05 12 03.22,1,2MASS J05345226-0512032,M3,1.0,H,3360.0,-0.772,0.28,0.08,0.09,3.0,0.7,2.1,1.22,0.2,2.78,opt,H02,,,g,Simbad,83.71775,-5.20089,1.045799537981913,0.24179406194161834,0.05236065508113028
266,202,130,,,99.0,6.25,15.89,,,,,,,,,,,,Simbad,05 34 52.27,-05 25 00.32,1,2MASS J05345236-0525006,M5.5,1.0,D10,2840.0,,,,,,,,,,1.21,opt,R09,3.0,,c,Simbad,83.71818,-5.41685,1.4326854163331606,0.0,0.0
267,203,133,,,99.0,6.01,13.21,,2.08,15.29,7.174998294395504,3.555,M1.5(H),0.03,-0.25,1.94,0.29,5.73,Simbad,05 34 52.51,-05 24 03.42,1,KL Ori,M1.5,1.0,H,3560.0,-0.352,0.37,0.05,0.1,1.5,0.2,0.8,1.76,0.24,2.03,opt,H02,3.0,N,,Simbad,83.71914,-5.40105,1.299301376077763,0.41156904214852047,0.05236065508113028
268,205,135,,,99.0,8.73,14.45,,2.93,17.38,8.314998294395503,3.526,M3e(H),0.98,-0.46,1.75,0.23,5.77,Simbad,05 34 52.56,-05 29 44.82,1,V1460 Ori,M3e,1.0,H,3360.0,-0.543,0.32,0.09,0.06,2.0,0.5,0.8,1.58,0.26,3.69,opt,H02,2.0,A,,Simbad,83.71941,-5.4959,1.5280683458864126,0.2992730738142913,0.05236065508113028
269,206,134,,,99.0,6.27,16.12,,,,,,,,,,,,Simbad,05 34 52.60,-05 21 25.12,1,2MASS J05345267-0521252,M4.5,1.0,H13,3020.0,,,,,,,,,,2.4,opt,H02,,,c,Simbad,83.7195,-5.357,1.197434165210392,0.0,0.0
270,207,136,,,99.0,7.47,13.83,,2.81,16.64,,,,,,,,,Simbad,05 34 52.68,-05 27 54.52,1,V551 Ori,M0.5,1.0,H13,3700.0,-0.129,0.44,0.07,0.13,1.1,0.2,0.5,2.1,0.29,8.9,opt,P09,2.0,,,Simbad,83.71983,-5.46516,1.1839248683994203,0.0,0.0
271,209,139,,,99.0,11.99,15.05,,3.13,18.18,9.014998294395506,3.518,M3.5(H),1.08,-0.65,1.46,0.2,6.02,Simbad,05 34 52.75,-05 33 48.02,1,2MASS J05345284-0533483,M4.5,1.0,H13,3020.0,-0.926,0.14,0.06,0.09,2.4,2.1,1.5,1.26,0.25,1.36,opt,H02,3.0,,,Simbad,83.72018,-5.56342,1.4217240187343296,0.2285047424579021,0.05236065508113028
272,210,138,,,99.0,8.13,14.69,,2.5,17.189999,9.104997294395504,3.518,M3.5e(H),0.0,-0.76,1.28,0.2,6.11,Simbad,05 34 52.84,-05 28 58.62,1,V1461 Ori,M3.5e,1.0,H,3260.0,-0.9,0.24,0.1,0.1,3.6,1.4,2.6,1.11,0.21,4.44,opt,S99,2.0,A,,Simbad,83.72051,-5.48309,1.3295729451969358,0.21986510115245803,0.05236065508113028
273,211,140,,,99.0,14.14,13.87,,3.1,16.97,7.884997294395504,3.518,M3.5(H),1.0,-0.19,2.47,0.17,4.57,Simbad,05 34 53.35,-05 10 27.92,1,2MASS J05345343-0510279,M3.5,1.0,H,3260.0,-0.279,0.27,0.09,0.11,1.1,1.01,0.3,2.28,0.43,4.58,opt,H02,3.0,N,,Simbad,83.72263,-5.17442,1.213062738675032,0.3403016366043042,0.05236065508113028
274,213,143,,,99.0,5.75,16.14,,,,,3.483,M5.5(H),0.0,-1.14,0.97,0.1,6.02,Simbad,05 34 53.80,-05 22 20.42,1,2MASS J05345389-0522206,M5.5,1.0,H,2840.0,,,,,,,,,,2.35,opt,R09,,A,c,Simbad,83.72454,-5.37242,1.3695857647748413,0.0,0.0
275,214,144,,,99.0,7.18,15.79,,3.7,19.49,8.444997294395504,3.526,M3(H),2.96,-0.51,1.64,0.23,5.88,Simbad,05 34 53.85,-05 27 48.72,1,V1462 Ori,M5.25,1.0,H13,2860.0,-1.065,,,,,,,1.2,0.24,3.96,opt,P09,,,b,Simbad,83.72475,-5.46365,1.407969468464469,0.28648169033563375,0.05236065508113028
276,215,145,,,99.0,5.67,15.88,,3.18,19.06,10.974998294395503,3.483,M5.3(P),0.0,-1.04,1.1,0.1,5.58,Simbad,05 34 54.03,-05 22 26.22,1,V1273 Ori,M5.3,1.0,P,2856.0,-1.212,,,,,,,1.01,0.19,12.1,opt,G95,3.0,,b,Simbad,83.72547,-5.37404,1.278283753394002,0.11927940581045728,0.05236065508113028
277,216,148,,,99.0,7.85,15.36,,3.73,19.09,6.034999294395504,3.58,M0(H),4.97,0.07,2.51,0.3,5.12,Simbad,05 34 54.10,-05 28 53.82,1,V1463 Ori,K8,1.0,H13,3940.0,0.006,0.62,0.05,0.07,1.2,0.3,0.6,2.17,0.26,1.37,opt,H00,3.0,N,,Simbad,83.72578,-5.48176,1.4005382771072532,0.5897563175450579,0.05236065508113028
278,218,147,,,99.0,8.17,14.8,,3.27,18.07,9.984998294395504,3.494,M5(H),0.0,-0.68,1.57,0.14,5.23,Simbad,05 34 54.32,-05 17 21.12,1,2MASS J05345439-0517211,M5,1.0,H,2880.0,-0.824,0.13,0.06,0.07,1.0,0.9,1.8,1.56,0.35,3.45,opt,R09,,,g,Simbad,83.72666,-5.28921,1.1715459365260017,0.15824045851244392,0.05236065508113028
279,219,149,,,99.0,7.35,15.55,,3.25,18.8,8.914998294395504,3.526,M3e(H),1.8,-0.7,1.33,0.23,6.09,Simbad,05 34 54.56,-05 28 17.72,1,V1464 Ori,M3e,1.0,H,3360.0,-0.784,0.28,0.08,0.1,3.1,0.7,2.2,1.2,0.2,2.81,opt,P09,2.0,A,,Simbad,83.7277,-5.47173,1.4087659966251118,0.23870746006979046,0.05236065508113028
280,220,151,,,99.0,5.72,15.44,,3.19,18.63,8.894998294395505,3.526,M3e(H),1.65,-0.69,1.34,0.23,6.08,Simbad,05 34 54.75,-05 25 12.22,1,2MASS J05345483-0525125,M3e,1.0,H,3360.0,-0.777,0.28,0.08,0.1,3.1,0.7,2.1,1.21,0.2,3.75,MIR,M11,,A,g,Simbad,83.72847,-5.42015,1.277184739803815,0.2411735650657282,0.05236065508113028
281,223,152,,,99.0,5.76,14.12,,2.78,16.9,8.214998294395505,3.526,M3(H),0.6,-0.42,1.83,0.22,5.61,Simbad,05 34 54.97,-05 25 29.02,1,2MASS J05345506-0525294,M3,1.0,H,3360.0,-0.505,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,4.52,opt,P09,3.0,N,,Simbad,83.72942,-5.42486,1.4370247997918686,0.30943875607837673,0.05236065508113028
282,229,159,,,99.0,9.36,13.87,,2.46,16.33,7.654998294395504,3.544,M2(H),0.59,-0.37,1.79,0.28,5.79,Simbad,05 34 55.88,-05 31 12.52,1,V1466 Ori,M3,1.0,H13,3360.0,-0.592,0.3,0.08,0.09,2.1,0.5,1.1,1.5,0.25,1.12,opt,H00,3.0,,,Simbad,83.73324,-5.52029,1.5485600541131603,0.36194810451003717,0.05236065508113028
