col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
424,500,378,a,1808.0,99.0,1.14,12.89,,2.11,15.0,6.104998294395504,3.58,K1(H)M0(Sam),0.81,0.05,2.44,0.31,5.27,Simbad,05 35 12.17,-05 23 47.72,1,V1228 Ori,K1,1.0,H,4920.0,,,,,,,,,,9.03,opt,H00,,,c,Simbad,83.80115,-5.39666,1.6035192856905378,0.5777569505490495,0.05236065508113028
425,512,387,,,99.0,3.91,16.1,,,,,3.54,M2-2.5(H),0.0,-1.4,0.56,0.25,7.08,Simbad,05 35 12.59,-05 19 35.22,2,V2225 Ori,M3,1.0,H,3360.0,,,,,,,,,,7.44,opt,H02,,,c,Simbad,83.80287,-5.3265,1.486538631016298,0.0,0.0
426,513,392,,,99.0,3.91,15.21,,,,,3.465,M6-M6.5(H),0.0,-0.62,1.93,0.11,4.48,Simbad,05 35 12.60,-05 27 10.32,1,JW 392,M6.25,1.0,H,2762.5,,,,,,,,,,3.9,opt,P09,,,c,Simbad,83.80295,-5.45295,1.640335644319777,0.0,0.0
427,514,383,,,99.0,7.22,14.57,,3.06,17.63,8.234998294395504,3.526,M3(H),1.31,-0.43,1.82,0.22,5.64,Simbad,05 35 12.61,-05 16 13.32,1,V1492 Ori,M3,1.0,H,3360.0,-0.51,0.31,0.09,0.09,1.8,0.5,0.7,1.64,0.27,7.11,opt,S99,3.0,,,Simbad,83.80295,-5.27042,1.4763235867431506,0.3070626000363092,0.05236065508113028
428,515,386,,,99.0,6.57,14.05,,3.5,17.55,4.554997294395504,3.602,K6-K8(H),4.91,0.57,4.04,0.31,4.15,Simbad,05 35 12.64,-05 16 52.62,1,2MASS J05351273-0516527,K8,1.0,H13,3940.0,0.386,0.72,0.19,0.0,0.6,0.2,0.1,3.35,0.4,1.08,opt,R09,3.0,N,,Simbad,83.80308,-5.28133,1.491177003230591,1.043298514022833,0.05236065508113028
429,517,390,,,99.0,2.88,15.05,,2.55,17.6,9.514998294395506,3.494,M5(H),0.0,-0.78,1.4,0.13,5.42,Simbad,05 35 12.69,-05 20 38.82,1,2MASS J05351278-0520390,M3,1.0,H13,3360.0,-1.02,0.26,0.08,0.09,5.6,2.1,4.4,0.91,0.15,2.42,opt,R09,,,g,Simbad,83.80321,-5.34417,1.216011225589199,0.18367132080734228,0.05236065508113028
430,518,388,,,99.0,8.03,13.57,,2.62,16.189999,5.454997294395504,3.602,K5(H)M0.3(P)M1(Eetal),2.65,0.22,2.67,0.38,5.4,Simbad,05 35 12.72,-05 15 23.82,1,V485 Ori,K5,1.0,H,4140.0,0.248,0.83,0.2,0.25,1.0,0.3,0.8,2.59,0.38,9.08,opt,E93,3.0,N,,Simbad,83.80341,-5.25667,1.4822799026788047,0.7374937198886039,0.05236065508113028
431,523,393,,,99.0,4.4,15.1,,3.1,18.2,,,,,,,,,Simbad,05 35 12.91,-05 19 03.92,1,V2230 Ori,K6,1.0,D10,4020.0,-0.145,0.71,0.11,0.16,2.3,0.8,1.8,1.75,0.23,4.85,opt,R09,3.0,,,Simbad,83.80421,-5.31782,1.5173591003135205,0.0,0.0
432,526,394,,,99.0,3.0,14.98,,3.84,18.82,4.584998294395504,3.623,K6(H),6.15,0.49,3.32,0.47,5.07,Simbad,05 35 12.94,-05 20 30.02,1,2MASS J05351304-0520302,K6,1.0,H,4020.0,0.364,0.68,0.12,0.18,0.6,0.1,0.2,3.14,0.41,4.48,opt,R09,3.0,,,Simbad,83.80435,-5.34174,1.5722737060955687,1.0299803741131948,0.05236065508113028
433,527,402,,,99.0,10.71,15.27,,3.73,19.0,10.524998294395504,3.483,M5.5(H),0.39,-0.7,1.62,0.12,4.92,Simbad,05 35 12.95,-05 34 03.22,1,V2231 Ori,M5.5,1.0,H,2840.0,-0.928,,,,,,,1.42,0.25,6.71,opt,R09,2.0,A,b,Simbad,83.80433,-5.56766,1.3784515044335286,0.13668147098676844,0.05236065508113028
434,528,9029,,,,1.42,14.21,,3.28,17.49,9.004998294395504,3.5,M4.5(H),0.4,-0.38,2.15,0.15,4.73,Simbad,05 35 12.96,-05 22 14.78,1,2MASS J05351304-0522151,M4.5,1.0,H,3020.0,-0.496,0.2,0.09,0.07,0.5,0.42,1.4,2.06,0.41,0.86,opt,R09,,N,"e,g",Simbad,83.80425,-5.37092,1.0420783849344075,0.22968205950368814,0.05236065508113028
435,531,9032,,,,2.32,15.64,,3.82,19.460001,7.684998294395504,3.535,M2.5e(H),3.69,-0.3,2.02,0.23,5.34,Simbad,05 35 13.03,-05 21 13.01,1,V2232 Ori,M5,1.0,H13,2880.0,-0.842,0.12,0.05,0.08,0.5,0.3,2.4,1.53,0.34,6.58,opt,R09,,A,g,Simbad,83.8045,-5.35372,0.8387652608503712,0.3591687332821208,0.05236065508113028
436,537,401,,,99.0,1.75,12.51,,2.59,15.1,2.594998294395504,3.719,K0-K2e(H)<M0(Sam),4.42,1.04,4.02,2.42,5.85,Simbad,05 35 13.11,-05 24 54.92,1,V2235 Ori,K1,1.0,H,4920.0,0.917,2.47,0.27,0.2,1.4,0.5,0.8,3.96,0.52,17.91,opt,H02,2.0,A,"a,d",Simbad,83.805,-5.4154,1.4410648043221508,0.0,0.0
437,543,414,,,99.0,13.91,15.92,,,,,,,,,,,,Simbad,05 35 13.23,-05 37 16.02,1,2MASS J05351331-0537158,M5.5,1.0,H13,2840.0,,,,,,,,,,0.87,opt,R09,3.0,,c,Simbad,83.8055,-5.62106,1.3589079631978178,0.0,0.0
438,548,406,,,99.0,6.25,13.88,,3.41,17.29,5.534999294395504,3.562,M1(H),3.67,0.37,3.83,0.21,3.91,Simbad,05 35 13.36,-05 17 10.12,1,V1327 Ori,M1,1.0,H,3630.0,0.183,0.41,0.07,0.14,0.6,0.51,0.2,3.12,0.43,2.26,opt,S99,2.0,N,,Simbad,83.80607,-5.28621,1.4649589440236856,0.7151006816293707,0.05236065508113028
439,549,416,,,99.0,7.46,14.09,,2.72,16.81,8.704997294395506,3.518,M3.5(H),0.02,-0.52,1.7,0.21,5.81,Simbad,05 35 13.38,-05 30 47.72,1,V1493 Ori,M3.5,1.0,H,3260.0,-0.604,0.24,0.07,0.12,2.0,1.4,0.9,1.57,0.29,2.11,opt,P09,3.0,N,,Simbad,83.80617,-5.51337,1.560379784215733,0.25983138689757995,0.05236065508113028
440,552,408,,,99.0,6.14,15.35,,3.47,18.82,8.364998294395503,3.526,M3(H),2.37,-0.48,1.71,0.23,5.83,Simbad,05 35 13.41,-05 17 17.22,1,2MASS J05351351-0517173,M3,1.0,H,3360.0,-0.566,0.31,0.09,0.08,2.0,0.5,1.0,1.54,0.26,3.03,opt,R09,3.0,N,,Simbad,83.8063,-5.28815,1.5282067156016976,0.2946945315792435,0.05236065508113028
441,553,411,,1820.0,99.0,1.29,13.54,,2.59,16.13,6.704997294395504,3.555,M1.4(P),1.34,-0.06,2.41,0.26,5.01,Simbad,05 35 13.42,-05 22 19.22,1,[FW2011] J053513.515-052219.340,M1.4,1.0,P,3574.0,-0.228,0.38,0.07,0.1,1.2,0.2,0.5,2.01,0.28,,,,,,f,Simbad,83.80629,-5.37211,1.3899205221063853,0.4777124022860872,0.05236065508113028
442,554,415,,,99.0,4.16,14.25,,3.04,17.29,7.944998294395505,3.526,M3(H),1.26,-0.31,2.08,0.21,5.18,Simbad,05 35 13.43,-05 27 28.22,1,2MASS J05351352-0527286,M3,1.0,H,3360.0,-0.395,0.29,0.06,0.09,1.4,0.6,0.5,1.88,0.31,2.05,opt,R09,,N,g,Simbad,83.80637,-5.45796,1.5383596598115017,0.3350954033939768,0.05236065508113028
443,557,418,,,99.0,4.63,14.83,,3.19,18.02,,,,,,,,,Simbad,05 35 13.47,-05 27 56.92,1,2MASS J05351356-0527573,M5,1.0,H13,2880.0,-0.836,0.12,0.05,0.09,0.5,0.35,2.4,1.54,0.35,4.9,opt,P09,,,g,Simbad,83.80652,-5.46592,1.4688095413549769,0.0,0.0
444,559,417,,,98.0,1.27,13.95,,2.44,16.39,6.864997294395504,3.571,M0.5(H),1.44,-0.22,1.87,0.35,5.78,Simbad,05 35 13.51,-05 24 25.22,1,V1494 Ori,M0.5,1.0,H,3700.0,-0.408,0.46,0.07,0.1,2.3,0.7,1.6,1.52,0.21,7.37,opt,P09,,,g,Simbad,83.80672,-5.40717,1.645331115286094,0.4561207343461758,0.05236065508113028
445,560,421,,1827.0,99.0,7.61,11.48,,1.46,12.94,4.474997294395504,3.643,K5e(H)F8-G0III-IV(?),0.38,0.47,2.96,0.62,5.47,Simbad,05 35 13.51,-05 30 57.12,1,V488 Ori,K5e,1.0,H,4140.0,0.36,0.79,0.18,0.32,0.7,0.1,0.6,2.94,0.43,8.84,opt,P09,2.0,A,,Simbad,83.80668,-5.516,1.4719871583296504,1.0759689115493494,0.05236065508113028
446,561,9047,,,,2.95,16.42,,4.24,20.66,7.414998294395504,3.544,M2:(H)late-K(H),5.16,-0.27,1.99,0.25,5.54,Simbad,05 35 13.51,-05 20 30.99,2,2MASS J05351359-0520314,M2:,1.0,H13,3490.0,-0.401,0.35,0.06,0.09,1.6,0.3,0.6,1.72,0.24,0.77,opt,R09,,N,g,Simbad,83.80654,-5.34206,0.9868051795862256,0.38497149665706815,0.05236065508113028
447,563,422,,,99.0,5.44,14.43,,3.27,17.7,,,,,,,,,Simbad,05 35 13.56,-05 28 45.92,1,V1495 Ori,M3,1.0,H13,3360.0,-0.323,0.3,0.07,0.1,1.3,0.8,0.3,2.04,0.34,5.94,opt,P09,2.0,,,Simbad,83.8069,-5.47953,1.4850038828919905,0.0,0.0
448,566,420,,1821.0,99.0,1.23,13.6,,3.26,16.86,,,,,,,,,Simbad,05 35 13.64,-05 22 21.62,1,2MASS J05351374-0522219,M2e,1.0,H13,3490.0,0.116,0.36,0.07,0.09,0.4,0.35,0.4,3.12,0.43,,,,,,f,Simbad,83.80712,-5.37283,1.1740146599886794,0.0,0.0
449,567,430,,,99.0,11.56,15.69,,3.85,19.539999,,,,,,,,,Simbad,05 35 13.66,-05 34 54.72,1,V2247 Ori,M5,1.0,H13,2880.0,-0.843,0.12,0.05,0.08,0.5,0.3,2.4,1.52,0.34,2.47,opt,R09,2.0,,,Simbad,83.80732,-5.58192,1.4578137893344505,0.0,0.0
450,568,419,,,99.0,4.01,15.19,,2.02,17.21,,,,,,,,,Simbad,05 35 13.69,-05 19 25.32,1,2MASS J05351379-0519254,M1,1.0,H13,3630.0,-1.152,0.38,0.07,0.13,17.5,7.5,20.5,0.67,0.09,3.5,opt,R09,3.0,,,Simbad,83.80747,-5.32374,1.542086465175803,0.0,0.0
451,571,428,,,99.0,7.06,13.97,,2.59,16.56,7.934997294395503,3.535,M2.5(H),0.54,-0.4,1.79,0.25,5.76,Simbad,05 35 13.71,-05 30 23.92,1,2MASS J05351380-0530244,M3.5,1.0,H13,3260.0,-0.612,0.26,0.09,0.1,2.1,1.4,0.9,1.55,0.29,1.41,opt,P09,3.0,N,,Simbad,83.80752,-5.50679,1.509317411772498,0.33595754452820287,0.05236065508113028
452,573,427,,,99.0,4.29,14.77,,,,,,,,,,,,Simbad,05 35 13.73,-05 27 36.52,1,2MASS J05351382-0527368,M3,1.0,H13,3360.0,,,,,,,,,,4.41,opt,R09,,,c,Simbad,83.80759,-5.46025,1.4195712554949973,0.0,0.0
453,576,429,,,99.0,3.57,12.69,,1.75,14.44,3.664998294395504,3.753,late-G(H),2.69,0.57,2.01,1.62,6.81,Simbad,05 35 13.95,-05 19 51.82,1,V2252 Ori,K6,1.0,StE,4020.0,-0.024,0.73,0.14,0.12,1.7,0.6,0.9,2.01,0.26,,,,,N,f,Simbad,83.80855,-5.33112,1.5380625273426307,0.0,0.0
454,578,3099,,,,2.53,14.94,,,,,3.5,M4.5(H),0.0,-0.77,1.37,0.15,5.8,Simbad,05 35 13.95,-05 25 49.64,1,2MASS J05351404-0525499,M6,1.0,H13,2800.0,,,,,,,,,,0.73,opt,R09,,,c,Simbad,83.80851,-5.43055,1.421052698675066,0.0,0.0
455,580,432,,1822.0,99.0,0.98,13.04,,3.26,16.3,6.384997294395504,3.526,M3.1(P),1.83,0.31,4.25,0.13,3.34,Simbad,05 35 13.98,-05 22 36.22,1,Parenago 1822,M3.1,1.0,P,3340.0,0.212,0.3,0.08,0.09,0.05,0.03,0.35,3.81,0.65,,,,,,f,Simbad,83.80862,-5.37683,1.3762518886306163,0.5294240076938913,0.05236065508113028
456,581,3093,,,,2.05,15.4,,,,,,,,,,,,Simbad,05 35 13.98,-05 25 19.97,2,2MASS J05351405-0525203,M6,1.0,H13,2800.0,,,,,,,,,,,,,,,"c,f",Simbad,83.80857,-5.42231,1.1979022715230452,0.0,0.0
457,596,439,,,99.0,5.98,14.97,,3.33,18.3,6.744997294395505,3.562,M1(H),3.47,-0.12,2.19,0.28,5.45,Simbad,05 35 14.35,-05 17 25.22,1,V1329 Ori,M1,1.0,H,3630.0,-0.303,0.44,0.09,0.08,1.6,0.4,0.7,1.78,0.25,8.26,opt,R09,,,g,Simbad,83.81023,-5.29041,1.591995815326674,0.4728275844098906,0.05236065508113028
458,597,447,,,99.0,9.41,14.82,,3.33,18.15,,,,,,,,,Simbad,05 35 14.35,-05 32 46.02,1,V1498 Ori,M3,1.0,H13,3360.0,-0.442,0.28,0.06,0.1,1.5,0.5,0.7,1.78,0.3,2.6,opt,P09,2.0,,,Simbad,83.81019,-5.54625,1.505837936687341,0.0,0.0
459,598,449,,,99.0,9.95,16.03,,2.47,18.5,7.4449982943955035,3.643,K5(P)K4-M0:(H),2.97,-0.72,0.75,0.78,7.54,Simbad,05 35 14.35,-05 33 18.62,1,V2260 Ori,K5,1.0,P,4140.0,-0.829,0.71,0.06,0.05,38.0,16.0,21.0,0.75,0.11,7.56,NIR,C01,2.0,N,a,Simbad,83.81019,-5.5553,1.4995617133538448,0.38201533059888443,0.05236065508113028
460,600,446,,,99.0,5.69,16.19,,2.98,19.17,11.084998294395506,3.5,M4.5(H),0.0,-1.27,0.77,0.13,6.38,Simbad,05 35 14.40,-05 29 02.82,1,2MASS J05351450-0529032,M4.5,1.0,H,3020.0,-1.432,,,,,,,0.7,0.14,2.86,opt,P09,3.0,,b,Simbad,83.81043,-5.48424,1.6036061408597797,0.11476951568632249,0.05236065508113028
461,601,442,,,99.0,1.37,15.33,,3.28,18.61,8.644999294395506,3.526,M3(H),1.88,-0.59,1.5,0.23,5.99,Simbad,05 35 14.41,-05 22 06.22,1,[H97b] 20123,M3,1.0,H,3360.0,-0.677,0.29,0.09,0.09,2.5,0.5,1.5,1.36,0.23,7.25,opt,R09,,A,g,Simbad,83.81037,-5.36856,1.3191323528748742,0.265910178940527,0.05236065508113028
462,602,444,,,99.0,6.63,15.53,,3.45,18.98,,,,,,,,,Simbad,05 35 14.53,-05 16 46.02,1,2MASS J05351463-0516461,M4,1.0,H13,3160.0,-0.798,0.2,0.08,0.12,2.6,2.3,1.4,1.33,0.28,2.99,opt,R09,,,g,Simbad,83.81097,-5.27949,1.5421960213867485,0.0,0.0
463,609,9069,,,,0.57,15.45,,3.67,19.119999,6.924996294395504,3.555,M0.5-M2.5(H),4.11,-0.15,2.17,0.27,5.34,Simbad,05 35 14.60,-05 23 01.92,2,2MASS J05351465-0523018,M1.5,2.0,H,3560.0,-0.331,0.39,0.14,0.19,1.5,0.4,1.6,1.8,0.37,0.9,opt,R09,,,g,Simbad,83.81092,-5.38394,0.4076554942294179,0.44684035883669176,0.05236065508113028
464,612,451,,,98.0,0.43,12.2,,,,,3.526,M3e(H),0.0,0.2,3.74,0.14,3.67,Simbad,05 35 14.68,-05 23 22.42,1,[BOM2000] d147-323,M3e,1.0,H,3360.0,,,,,,,,,,,,,,A,"c,f",Simbad,83.81138,-5.38963,0.8038186042362016,0.0,0.0
465,619,454,,1840.0,99.0,0.83,11.86,,2.1,13.959999,3.5649982943955045,3.661,K4(H)K7(Eetal)K4-M0(Sam),2.31,0.78,3.9,0.81,5.31,Simbad,05 35 14.81,-05 22 38.82,1,V1330 Ori,K4,1.0,H,4330.0,0.71,1.15,0.35,0.4,0.5,0.1,0.3,4.03,0.62,8.67,opt,H00,3.0,,,Simbad,83.81208,-5.37756,1.3897252829776514,0.0,0.0
466,624,466,,,99.0,13.28,14.45,,2.88,17.33,8.804998294395505,3.518,M3.5(P),0.44,-0.56,1.61,0.21,5.9,Simbad,05 35 14.85,-05 36 38.81,1,V1500 Ori,M3.5,1.0,P,3260.0,-0.648,0.25,0.09,0.11,2.2,0.9,1.0,1.49,0.28,6.12,opt,S99,2.0,,,Simbad,83.81215,-5.61088,1.048281954076824,0.25000730202938626,0.05236065508113028
467,633,9086,,,,0.92,15.62,,4.16,19.779999,11.114997294395502,3.471,M6(H),0.58,-0.69,1.72,0.11,4.69,Simbad,05 35 14.98,-05 22 31.52,2,[H97b] 20076,M6,1.0,H,2800.0,-0.971,,,,,,,1.39,0.22,,,,3.0,,"b,f",Simbad,83.81242,-5.37539,0.1166136194383456,0.11359594728160012,0.05236065508113028
468,642,9092,,,,2.91,16.0,,3.85,19.85,9.354998294395505,3.509,M4(H),2.41,-0.66,1.5,0.18,5.88,Simbad,05 35 15.19,-05 20 29.12,1,2MASS J05351527-0520290,M4,1.0,H,3160.0,-0.736,0.21,0.08,0.12,2.4,2.1,1.1,1.43,0.3,2.59,opt,R09,,A,g,Simbad,83.81354,-5.34142,0.8901538976561268,0.1958572019532738,0.05236065508113028
469,644,462,,,99.0,9.75,15.4,,3.54,18.939999,8.724996294395504,3.518,M3.5(H),2.13,-0.53,1.67,0.21,5.85,Simbad,05 35 15.23,-05 13 37.82,1,2MASS J05351532-0513379,M3.5,1.0,H,3260.0,-0.616,0.26,0.09,0.1,2.1,1.4,0.9,1.54,0.29,0.75,opt,R09,3.0,,,Simbad,83.81386,-5.22721,1.4463945075559534,0.25783616196932596,0.05236065508113028
470,646,470,,,99.0,1.16,12.54,,2.63,15.17,,,late-K:(H)<=K5(P),,,,,,Simbad,05 35 15.24,-05 22 15.22,1,V1331 Ori,K3e,1.0,Sta,4550.0,0.854,1.65,0.49,0.58,0.6,0.2,0.5,4.3,0.65,10.7,opt,H00,,N,g,Simbad,83.81393,-5.37098,1.5716782721192026,0.0,0.0
471,655,477,,,99.0,4.0,14.25,,3.27,17.52,7.154999294395504,3.535,M2.5(H),2.28,-0.09,2.57,0.21,4.71,Simbad,05 35 15.37,-05 27 22.32,1,2MASS J05351547-0527227,M2.5,1.0,H,3425.0,-0.197,0.32,0.06,0.1,1.1,0.7,0.2,2.26,0.34,6.54,MIR,M11,3.0,N,,Simbad,83.81447,-5.45631,1.5852703002510595,0.4147539049944468,0.05236065508113028
472,658,483,,,99.0,11.82,14.79,,3.14,17.93,,,,,,,,,Simbad,05 35 15.40,-05 35 11.62,1,2MASS J05351548-0535118,M3.5,1.0,H13,3260.0,-0.622,0.25,0.08,0.1,2.1,1.3,1.0,1.53,0.29,5.76,MIR,M11,3.0,,,Simbad,83.81454,-5.58664,1.367433091844911,0.0,0.0
473,661,491,,,99.0,11.4,14.9,,3.75,18.65,9.354997294395504,3.494,M5(H),1.21,-0.43,2.11,0.15,4.67,Simbad,05 35 15.50,-05 34 46.32,1,2MASS J05351559-0534466,M5,1.0,H,2880.0,-0.589,0.17,0.09,0.06,0.5,0.44,1.6,2.04,0.46,2.57,opt,R09,3.0,N,,Simbad,83.81496,-5.57964,1.4031428274005489,0.1958572019532738,0.05236065508113028
474,662,480,,1871.0,99.0,0.7,12.44,,2.07,14.509999,,,<M0(Sam),,,,,,Simbad,05 35 15.52,-05 24 02.62,1,2MASS J05351561-0524030,K5,1.0,StE,4140.0,0.357,0.79,0.19,0.28,0.7,0.1,0.5,2.93,0.43,,,,,,f,Simbad,83.81507,-5.40085,1.5110349533371183,0.0,0.0
475,663,479,,1862.0,99.0,0.49,10.97,,1.8,12.77,2.294998294395505,3.719,G8-K1(H),2.39,1.16,4.63,2.62,5.75,Simbad,05 35 15.53,-05 22 56.12,1,V348 Ori,K3,1.0,StE,4550.0,0.964,1.76,0.59,0.63,0.5,0.2,0.4,4.88,0.73,8.71,opt,H00,2.0,N,,Simbad,83.81513,-5.38233,1.5348854258742373,0.0,0.0
476,665,482,,,99.0,2.18,13.26,,2.38,15.64,5.844998294395504,3.591,K8e(H)<M0(Sam),1.71,0.1,2.47,0.35,5.48,Simbad,05 35 15.58,-05 25 32.72,1,V2274 Ori,K8e,1.0,H,3940.0,0.003,0.62,0.07,0.07,1.2,0.3,0.5,2.16,0.26,,,,,A,f,Simbad,83.81532,-5.42589,1.524371870682031,0.6353814186790309,0.05236065508113028
477,666,486,,,99.0,4.88,15.43,,3.82,19.25,9.384998294395503,3.5,M4.5(H),1.78,-0.53,1.81,0.16,5.12,Simbad,05 35 15.59,-05 28 15.02,1,2MASS J05351569-0528155,M4.5,1.0,H,3020.0,-0.648,0.17,0.07,0.09,1.4,1.32,1.0,1.73,0.34,4.38,opt,P09,3.0,,,Simbad,83.81539,-5.47098,1.6281980648103644,0.19385447655467666,0.05236065508113028
478,669,485,,,99.0,3.1,14.26,,2.49,16.75,7.584998294395504,3.555,M1.5(H),1.08,-0.42,1.61,0.33,5.92,Simbad,05 35 15.62,-05 26 27.92,1,V1502 Ori,M3,1.0,H13,3360.0,-0.742,0.29,0.09,0.09,2.9,0.7,2.0,1.26,0.21,9.67,opt,H00,,,g,Simbad,83.81547,-5.44122,1.4639076286247026,0.3694653626501568,0.05236065508113028
479,672,498,,1873.0,99.0,9.61,13.81,,2.08,15.89,,,,,,,,,Simbad,05 35 15.67,-05 32 58.82,1,V1504 Ori,M1.5,1.0,H13,3560.0,-0.592,0.37,0.05,0.1,2.7,0.7,1.8,1.33,0.19,7.42,opt,H00,2.0,,,Simbad,83.81572,-5.54979,1.5922629597968438,0.0,0.0
480,677,501,,1874.0,99.0,9.82,13.25,,1.82,15.07,6.914998294395504,3.58,M0(H),0.07,-0.28,1.67,0.41,5.91,Simbad,05 35 15.70,-05 33 11.92,1,MN Ori,M1,1.0,H13,3630.0,-0.376,0.43,0.09,0.09,1.9,0.5,1.1,1.64,0.23,9.69,opt,P09,2.0,N,,Simbad,83.81582,-5.55343,1.5072304864549564,0.4491425988932652,0.05236065508113028
481,681,490,,,99.0,2.71,15.03,,4.1,19.13,8.934997294395503,3.494,M5(H),2.11,-0.26,2.55,0.15,4.26,Simbad,05 35 15.77,-05 20 40.22,1,2MASS J05351587-0520404,M5,1.0,H,2880.0,-0.423,0.13,0.04,0.1,0.09,0.07,1.21,2.47,0.56,1.18,opt,R09,3.0,A,e,Simbad,83.81614,-5.34457,1.564540956756866,0.2368744441259577,0.05236065508113028
482,683,502,,,99.0,5.5,13.48,,2.57,16.05,7.474997294395504,3.535,M2.5(H),0.49,-0.22,2.21,0.23,5.09,Simbad,05 35 15.79,-05 28 52.42,1,V2277 Ori,M2.5,1.0,H,3425.0,-0.325,0.36,0.1,0.05,1.4,0.5,0.3,1.95,0.29,4.25,opt,P09,2.0,,,Simbad,83.81622,-5.48129,1.5512076075196184,0.37908186470899746,0.05236065508113028
483,691,493,,,99.0,6.42,14.86,,3.74,18.6,,,,,,,,,Simbad,05 35 15.86,-05 16 57.42,1,2MASS J05351596-0516575,M3.5,1.0,H13,3260.0,-0.275,0.26,0.07,0.12,1.0,0.9,0.4,2.29,0.43,4.37,opt,R09,2.0,,,Simbad,83.8165,-5.28265,1.4984416962716856,0.0,0.0
484,692,503,,1870.0,99.0,0.52,12.33,,2.16,14.49,2.0749982943955043,3.806,F2-F7e(H),4.33,1.18,3.17,1.98,6.71,Simbad,05 35 15.89,-05 23 52.52,1,AC Ori,K3.5,3.0,LR,4450.5,0.605,1.3,0.69,0.76,0.8,0.4,2.6,3.38,0.88,,,,,A,f,Simbad,83.81662,-5.39803,1.5255920380265258,0.0,0.0
485,712,517,,,99.0,7.63,15.04,,3.22,18.26,9.934998294395504,3.5,M4.5(H),0.24,-0.75,1.4,0.15,5.67,Simbad,05 35 16.17,-05 31 00.32,1,V1505 Ori,M4.5,1.0,H,3020.0,-0.866,0.15,0.06,0.09,2.3,2.12,1.2,1.35,0.27,5.95,opt,P09,3.0,,,Simbad,83.81775,-5.51686,1.3953607434144868,0.1602865834860858,0.05236065508113028
486,719,9135,,,,2.23,15.02,,4.63,19.650002,7.705000294395504,3.5,M4.5(H),3.86,0.14,3.91,0.14,3.25,Simbad,05 35 16.22,-05 21 09.02,1,MAX 103,M4.5,1.0,H,3020.0,0.022,0.2,0.05,0.08,0.04,0.03,0.06,3.75,0.74,7.87,opt,R09,,,g,Simbad,83.8178,-5.35254,0.7864361625597096,0.3573276862585955,0.05236065508113028
487,721,513,,,99.0,0.57,14.15,,2.94,17.09,6.764998294395504,3.555,M1.5e(H),2.24,-0.09,2.34,0.26,5.1,Simbad,05 35 16.24,-05 22 48.52,1,[H97b] 20028,M3e,1.0,H13,3360.0,-0.417,0.3,0.08,0.08,1.5,0.7,0.5,1.83,0.3,,,,2.0,A,f,Simbad,83.81783,-5.38042,1.1518542515336478,0.46919677831504175,0.05236065508113028
488,738,3052,,,,3.05,16.3,,,,,,,,,,,,Simbad,05 35 16.63,-05 20 19.59,2,V2292 Ori,M0.5,1.0,H13,3700.0,,,,,,,,,,7.46,opt,R09,2.0,,c,Simbad,83.8197,-5.33886,1.4952686110937297,0.0,0.0
489,740,9151,,,,0.86,15.03,,3.07,18.1,9.604998294395505,3.509,M4(H),0.41,-0.76,1.34,0.17,6.03,Simbad,05 35 16.65,-05 22 31.09,1,2MASS J05351671-0522309,M4,1.0,H,3160.0,-0.835,0.21,0.09,0.11,2.8,2.3,1.7,1.27,0.27,0.86,opt,R09,,A,g,Simbad,83.8195,-5.37547,0.7504177823515387,0.17718149381985293,0.05236065508113028
490,741,523,,,99.0,6.49,15.82,,3.75,19.57,9.884998294395503,3.5,M4.5(H),1.6,-0.73,1.43,0.15,5.6,Simbad,05 35 16.68,-05 16 53.22,1,2MASS J05351678-0516533,M4.5,1.0,H,3020.0,-0.847,0.13,0.04,0.12,1.5,1.32,1.9,1.38,0.27,3.47,opt,R09,3.0,N,,Simbad,83.81995,-5.28148,1.6167336414012974,0.16235916583635,0.05236065508113028
491,742,3031,,,,6.1,16.39,,,,,,,,,,,,Simbad,05 35 16.68,-05 17 16.37,1,2MASS J05351676-0517167,M6.5,2.0,H13,2725.0,,,,,,,,,,0.49,opt,R09,,,c,Simbad,83.81983,-5.288,1.2586725297748096,0.0,0.0
492,749,535,,,99.0,2.4,14.47,,3.05,17.52,7.714998294395505,3.535,M2.5(H),1.72,-0.31,1.98,0.23,5.4,Simbad,05 35 16.84,-05 25 46.62,1,V2297 Ori,M4.5e,1.0,H13,3020.0,-0.744,0.15,0.06,0.1,1.6,1.41,1.2,1.55,0.31,18.17,opt,P09,,,"d,g",Simbad,83.82062,-5.42971,1.6590577551988093,0.3564107046288066,0.05236065508113028
493,752,532,,,99.0,0.58,15.53,,3.62,19.15,,,,,,,,,Simbad,05 35 16.87,-05 22 48.22,2,[H97b] 20033,M0:,1.0,H13,3770.0,-0.262,0.51,0.09,0.12,1.8,0.5,1.2,1.74,0.24,1.26,opt,R09,2.0,,,Simbad,83.82046,-5.38028,0.9924471736843378,0.0,0.0
