,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
219,104,43,,,99,10.95,15.8,,3.73,19.53,11.0549992943955,3.483,M5.5(H),0.39,-0.91,1.27,0.11,5.31,Simbad,05 34 39.70,-05 17 24.22,1,588,2MASS J05343976-0517243,M5.5,1,H,2840,-1.14,,,,,,,1.11,0.19,1.99,opt,R09,,N,b,Simbad,83.66571,-5.29008,1.05369863488601,0.116016523729215,0.0791312828659902
220,106,47,,1542,98,11.36,13.8,,,,,,,,,,,,Simbad,05 34 39.78,-05 30 06.22,1,523,IW Ori,M1.5,1,H13,3560,,,,,,,,,,8.26,opt,R09,2,,c,Simbad,83.6661,-5.50186,1.34148506223589,,0
221,112,52,,,99,10.11,14.58,,3.64,18.22,9.20499729439551,3.494,M5(H),0.93,-0.37,2.25,0.15,4.53,Simbad,05 34 40.75,-05 28 09.12,1,352,2MASS J05344083-0528095,M5,1,H,2880,-0.53,0.15,0.07,0.08,0.2,0.18,1.7,2.19,0.49,0.64,opt,R09,2,,e,Simbad,83.67014,-5.46931,1.30959794935176,0.209486952661519,0.0791312828659902
222,121,3060,,,,8.83,16.27,,2.33,18.6,,,,,,,,,Simbad,05 34 41.87,-05 21 31.71,1,420,2MASS J05344196-0521321,M4.7,1,D10,2964,-1.444,,,,,,,0.72,0.15,1.17,opt,R09,,,b,Simbad,83.67484,-5.35892,1.42583774873116,,0
223,124,3073,,,,8.52,16.6,,,,,,,,,,,,Simbad,05 34 42.40,-05 22 45.83,1,543,2MASS J05344248-0522462,M5,1,H13,2880,,,,,,,,,,2.68,opt,R09,,,c,Simbad,83.67702,-5.37953,1.35360518299584,,0
224,125,61,,,46,9.94,13.52,,2.86,16.380001,,,,,,,,,Simbad,05 34 42.65,-05 28 37.12,1,298,V2012 Ori,M4,1,H13,3160,-0.362,0.23,0.09,0.13,0.9,0.81,0.6,2.2,0.46,6.15,MIR,M11,2,,,Simbad,83.67807,-5.4771,1.36870761026034,,0
225,128,65,,,99,10.67,13.82,,2.25,16.07,6.8149982943955,3.58,M0(H),1.17,-0.24,1.75,0.39,5.85,Simbad,05 34 43.32,-05 30 06.52,1,88,V1313 Ori,M0,1,H,3770,-0.433,0.52,0.1,0.13,3.1,1.2,2.3,1.43,0.19,7.4,opt,P09,3,,,Simbad,83.68086,-5.50195,1.38353743744639,0.462926466111838,0.0791312828659902
226,129,3008,,,,11.98,16.56,,,,,,,,,,,,Simbad,05 34 43.38,-05 14 42.12,1,540,2MASS J05344346-0514426,M5.5,1,H13,2840,,,,,,,,,,2.01,opt,R09,,,c,Simbad,83.68109,-5.24518,1.32832215923078,,0
227,132,68,,,84,14.71,16.83,,,,,,,,,,,,Simbad,05 34 43.74,-05 35 36.72,1,498,2MASS J05344384-0535366,M4.5,1,H13,3020,,,,,,,,,,0.71,opt,R09,3,,c,Simbad,83.68271,-5.59353,1.64815849288111,,0
228,136,70,,,99,8.47,15.27,,3.89,19.16,9.5049982943955,3.494,M5(H),1.57,-0.49,1.96,0.14,4.82,Simbad,05 34 44.33,-05 26 05.72,1,364,2MASS J05344441-0526061,M5,1,H,2880,-0.65,0.14,0.06,0.1,0.3,0.23,2,1.9,0.43,1.5,opt,H02,3,,,Simbad,83.68505,-5.43504,1.29580228301115,0.184617472309059,0.0791312828659902
229,137,71,,,99,8.1,15.61,,2.99,18.6,10.3049992943955,3.509,M4(H),0.21,-1.04,0.97,0.16,6.26,Simbad,05 34 44.41,-05 24 38.12,1,333,2MASS J05344449-0524384,M4,1,H,3160,-1.117,0.18,0.09,0.11,4.5,2.2,4.7,0.92,0.19,14.4,opt,P09,2,,,Simbad,83.68538,-5.41068,1.25615194529365,0.145271969161629,0.0791312828659902
230,138,73,,,99,13.02,14.04,,1.85,15.89,7.80499829439551,3.562,M1e(H),0,-0.59,1.27,0.41,6.28,Simbad,05 34 44.65,-05 33 41.92,1,130,V1118 Ori,M1e,1,H,3630,-0.692,0.41,0.07,0.11,4.4,1.6,3.4,1.14,0.16,2.23,opt,P09,2,A,,Simbad,83.68644,-5.56172,1.45293658662716,0.348215432182755,0.0791312828659902
231,139,75,,1587,99,8.01,11.11,,1.61,12.719999,3.0649982943955,3.695,K2(WSH)K2(Sam),1.57,0.89,3.82,1.5,5.59,Simbad,05 34 45.10,-05 25 03.62,1,14,V1444 Ori,K3,1,StE,4550,0.79,1.63,0.51,0.49,0.7,0.3,0.6,4,0.6,3.45,opt,H00,3,,,Simbad,83.68828,-5.4178,1.38101866336782,,0
232,142,76,,,99,9.77,13.56,,2.97,16.53,8.28499829439551,3.509,M4(H),0.16,-0.23,2.45,0.16,4.48,Simbad,05 34 45.48,-05 29 20.52,1,282,V1445 Ori,M4,1,H13,3160,-0.309,0.24,0.09,0.09,0.8,0.72,0.6,2.33,0.49,6.33,opt,H02,,N,g,Simbad,83.68985,-5.48915,1.3226765573038,0.302364884051743,0.0791312828659902
233,143,77,,1595,99,7.8,13.61,,2.16,15.7699995,6.7449982943955,3.58,M0(H),0.94,-0.21,1.81,0.38,5.81,Simbad,05 34 45.83,-05 24 55.42,1,96,V1446 Ori,M0,1,H13,3770,-0.405,0.5,0.09,0.14,2.6,0.9,2,1.47,0.2,1.5,opt,H02,3,N,,Simbad,83.69129,-5.41551,1.25936249217934,0.472727877404111,0.0791312828659902
234,144,79,,,98,16.07,15.54,,3.18,18.72,10.4949982943955,3.5,M4.5(H),0.14,-0.98,1.08,0.14,6.13,Simbad,05 34 45.98,-05 37 31.72,1,367,2MASS J05344609-0537312,M4.5,1,H13,3020,-1.091,0.13,0.06,0.08,3.5,3.2,1.8,1.04,0.21,1.86,opt,R09,3,,,Simbad,83.69204,-5.62533,1.7204040589012,0.137811242030395,0.0791312828659902
235,148,83,,,99,7.48,14.72,,3.12,17.84,7.47499829439551,3.544,M2e(H),2.28,-0.29,1.95,0.26,5.64,Simbad,05 34 46.49,-05 23 25.32,1,167,V1449 Ori,M2e,1,H,3490,-0.42,0.36,0.06,0.08,1.7,0.3,0.6,1.69,0.23,7.4,opt,S99,2,A,,Simbad,83.69404,-5.39045,1.22599131921791,0.379316866994325,0.0791312828659902
236,150,84,,,99,7.7,15.68,,3.33,19.01,8.9149982943955,3.526,M3(H),2.01,-0.7,1.32,0.23,6.09,Simbad,05 34 46.62,-05 21 24.52,1,475,2MASS J05344669-0521247,M5,1,H13,2880,-1.164,,,,,,,1.05,0.24,2.43,opt,R09,3,,b,Simbad,83.69458,-5.35686,1.19583404183183,0.238778431059471,0.0791312828659902
237,154,87,,,99,10.21,15.78,,3.55,19.33,9.0949982943955,3.518,M3.5(H),2.15,-0.67,1.41,0.2,6.04,Simbad,05 34 46.88,-05 16 19.62,1,275,2MASS J05344694-0516196,M3.5,1,H,3260,-0.762,0.25,0.1,0.1,2.7,0.9,1.8,1.31,0.24,3.1,opt,R09,,,g,Simbad,83.69562,-5.27211,1.02791438074876,0.220585583523607,0.0791312828659902
238,157,3038,,,,8.99,16.34,,2.81,19.15,11.0649982943955,3.494,M5(H),0,-1.3,0.77,0.11,6.36,Simbad,05 34 47.12,-05 18 09.64,1,479,2MASS J05344720-0518099,M4.5,1,H13,3020,-1.492,,,,,,,0.66,0.13,6.54,opt,R09,3,,b,Simbad,83.69671,-5.30278,1.39944817421544,0.115662083156283,0.0791312828659902
239,159,91,,1604,99,10.29,13.49,,2.44,15.93,7.8449982943955,3.509,M4(H),0,-0.24,2.43,0.16,4.51,Simbad,05 34 47.80,-05 30 46.12,1,299,V2033 Ori,M4,1,H,3160,-0.4,0.23,0.1,0.12,1.1,1.01,0.6,2.1,0.44,16.67,opt,P09,2,N,d,Simbad,83.69956,-5.51294,1.48386207697078,0.344473766162452,0.0791312828659902
240,163,3130,,,,9.8,16.71,,3.48,20.189999,11.1949972943955,3.5,M4.5(H),0.91,-1.26,0.78,0.13,6.37,Simbad,05 34 48.14,-05 30 09.78,1,414,V2037 Ori,M4.5,1,H,3020,-1.372,0.1,0.03,0.09,4.8,1.8,5.7,0.75,0.15,3.46,opt,H02,2,,,Simbad,83.70098,-5.50284,1.48915021099261,0.110648034036984,0.0791312828659902
241,164,94,,,99,11.59,15.16,,4.05,19.21,6.8449962943955,3.535,M2.5(H),4.28,0.04,2.97,0.19,4.34,Simbad,05 34 48.19,-05 32 34.62,1,197,2MASS J05344828-0532351,M2.5,1,H,3425,-0.074,0.31,0.05,0.11,0.7,0.6,0.4,2.6,0.39,4.75,opt,H02,,,g,Simbad,83.70119,-5.54309,1.51366631993114,0.458469167355036,0.0791312828659902
242,166,96,,,99,10.44,16.07,,,,,,,,,,,,Simbad,05 34 48.37,-05 31 06.82,1,441,2MASS J05344845-0531072,M3.7,1,D10,3220,,,,,,,,,,15.78,opt,P09,,,"c,d",Simbad,83.7019,-5.51869,1.36528586932493,,0
243,167,98,,,99,8.13,14.62,,3.2,17.82,8.9849982943955,3.509,M4(H),0.75,-0.51,1.78,0.18,5.3,Simbad,05 34 48.69,-05 19 07.22,1,312,2MASS J05344877-0519073,M4,1,H,3160,-0.59,0.22,0.08,0.12,1.9,1.7,0.6,1.69,0.35,2.3,opt,R09,3,,,Simbad,83.70321,-5.31871,1.2084845251603,0.231939685635154,0.0791312828659902
244,168,97,,,99,8.91,14.99,,3.66,18.65,8.12499829439551,3.518,M3.5(H),2.44,-0.29,2.2,0.2,4.97,Simbad,05 34 48.71,-05 17 46.32,1,254,2MASS J05344878-0517464,M3.5,1,H,3260,-0.377,0.27,0.07,0.1,1.3,1.1,0.4,2.03,0.38,5.56,opt,R09,3,,,Simbad,83.70327,-5.29623,1.12241796341559,0.317522651024874,0.0791312828659902
245,169,100,,,99,12.3,15.21,,3.24,18.45,8.15500029439551,3.535,M2.5(H),2.21,-0.49,1.62,0.26,5.9,Simbad,05 34 48.72,-05 33 32.72,1,198,2MASS J05344881-0533330,M2.5,1,H,3425,-0.599,0.31,0.06,0.1,2.2,0.5,1.3,1.42,0.21,2.09,opt,H02,2,N,,Simbad,83.70342,-5.55918,1.54021879687291,0.314921047959045,0.0791312828659902
246,172,103,,,99,10.67,16.25,,3.28,19.53,9.1349992943955,3.535,M2.5(H),2.31,-0.88,1.03,0.26,6.33,Simbad,05 34 48.84,-05 31 31.12,1,223,2MASS J05344892-0531315,M2.5,1,H,3425,-0.99,0.29,0.07,0.08,6,2.1,4.5,0.91,0.14,0.77,opt,R09,,,g,Simbad,83.70387,-5.52543,1.39318304895231,0.216566200596452,0.0791312828659902
247,173,102,,,99,8.45,14.83,,3.15,17.98,8.76499829439551,3.518,M3.5(H),1.13,-0.54,1.64,0.21,5.88,Simbad,05 34 48.87,-05 28 16.52,1,256,V2042 Ori,M3.5,1,H,3260,-0.632,0.27,0.1,0.08,2.2,1.2,1,1.52,0.28,5.28,opt,P09,2,,,Simbad,83.704,-5.47136,1.39545958955505,0.253939494285956,0.0791312828659902
248,174,104,,,99,7.51,15.19,,2.6,17.789999,9.5749982943955,3.526,M3e(H),0.13,-0.96,0.98,0.21,6.33,Simbad,05 34 48.99,-05 26 26.22,1,270,V2044 Ori,M3e,1,H,3360,-1.045,0.26,0.08,0.1,6,2.4,5.5,0.89,0.15,1.78,opt,H02,2,A,,Simbad,83.70449,-5.44073,1.37023286136898,0.179442297283513,0.0791312828659902
249,175,105,,,99,8.35,15.89,,,,,3.471,M6(H),0,-0.94,1.29,0.09,4.97,Simbad,05 34 48.99,-05 28 08.42,1,606,2MASS J05344907-0528089,M6,1,H,2800,,,,,,,,,,0.72,opt,R09,,,c,Simbad,83.70446,-5.46915,1.30829060872347,,0
250,176,106,,,99,8.13,13.43,,2.42,15.85,7.7649982943955,3.526,M3(H),0,-0.29,2.12,0.21,5.13,Simbad,05 34 49.22,-05 18 55.32,1,200,2MASS J05344929-0518555,M3,1,H,3360,-0.416,0.31,0.09,0.09,1.5,0.7,0.5,1.83,0.3,1.7,opt,H02,3,N,,Simbad,83.7054,-5.31542,1.15122155553618,0.35186412955499,0.0791312828659902
251,177,107,,,99,8.8,14.2,,2.72,16.92,7.1649982943955,3.555,M1.5e(H),1.67,-0.25,1.95,0.29,5.72,Simbad,05 34 49.48,-05 29 02.82,1,141,V2045 Ori,M1.75,1,H13,3525,-0.442,0.38,0.07,0.07,1.9,0.5,0.9,1.61,0.22,14.73,MIR,M11,2,A,,Simbad,83.70653,-5.48427,1.41419278632403,0.413568645496768,0.0791312828659902
252,179,109,,,99,9.03,16.04,,3.13,19.170002,9.1650002943955,3.535,M2.5(H),1.92,-0.89,1.02,0.26,6.34,Simbad,05 34 50.02,-05 17 12.22,1,481,2MASS J05345009-0517121,M5.75,1,H13,2820,-1.212,,,,,,,1.04,0.15,1.26,opt,R09,2,,b,Simbad,83.70871,-5.28672,1.05188058689466,0.213709220864704,0.0791312828659902
253,181,3165,,,,13.92,16.59,,3.56,20.15,,,,,,,,,Simbad,05 34 50.13,-05 35 38.60,1,418,2MASS J05345021-0535389,M4.8,1,D10,2936,-1.335,,,,,,,0.83,0.18,0.77,opt,R09,3,,b,Simbad,83.70921,-5.59417,1.26899931379947,,0
254,183,112,,,99,9.47,16.12,,2.87,18.990002,9.64499929439551,3.535,M2.5(H),1.26,-1.09,0.81,0.25,6.58,Simbad,05 34 50.38,-05 16 29.72,1,242,2MASS J05345045-0516296,M2.5,1,H,3425,-1.194,0.28,0.07,0.08,10.5,4.6,9,0.72,0.11,3,opt,R09,,,g,Simbad,83.71022,-5.27492,1.08740484573764,0.174055843579208,0.0791312828659902
255,184,115,,,99,11.53,16.1,,3.92,20.02,11.0549992943955,3.483,M5.5(H),0.88,-0.91,1.27,0.11,5.31,Simbad,05 34 50.38,-05 32 53.52,1,562,2MASS J05345046-0532538,M5.5,1,H,2840,-1.141,,,,,,,1.11,0.19,0.86,opt,H02,3,,b,Simbad,83.71029,-5.5483,1.38529807364643,0.116016523729215,0.0791312828659902
256,185,114,,,99,6.5,15.34,,2.14,17.48,8.9749982943955,3.562,M1e(H),0.42,-1.01,0.78,0.41,6.96,Simbad,05 34 50.42,-05 23 35.02,1,149,V475 Ori,M1e,1,H,3630,-1.193,0.38,0.08,0.12,20,9,23,0.64,0.09,8.73,opt,H00,2,A,,Simbad,83.71044,-5.39316,1.32696194664599,0.232720792086564,0.0791312828659902
257,186,111,,1622,98,13.82,13.04,,1.83,14.87,6.4849982943955,3.591,K8(H),0.3,-0.15,1.84,0.42,5.82,Simbad,05 34 50.43,-05 11 10.52,1,67,Parenago 1622,K8,1,H,3940,-0.252,0.66,0.08,0.07,2.8,1,1.5,1.61,0.19,4.94,opt,H02,,N,g,Simbad,83.71041,-5.18627,1.02312195873562,0.511683478671463,0.0791312828659902
258,187,116,,1633,99,6.48,12.12,,1.44,13.559999,5.14499829439551,3.643,K5(H),0.33,0.2,2.17,0.69,5.8,Simbad,05 34 50.63,-05 24 01.02,1,40,V1454 Ori,K5,1,H,4140,0.092,0.82,0.18,0.3,1.5,0.6,1.5,2.16,0.32,2.34,opt,H02,,N,g,Simbad,83.7113,-5.40039,1.28333765037432,0.827741200741799,0.0791312828659902
259,188,117,,,99,7.39,13.15,,2.13,15.28,6.3349982943955,3.58,M0e(H),0.86,-0.05,2.19,0.33,5.59,Simbad,05 34 50.65,-05 27 00.62,1,71,2MASS J05345073-0527010,K8e,1,H13,3940,-0.109,0.64,0.06,0.06,1.7,0.5,0.8,1.9,0.23,9.01,opt,P09,,A,g,Simbad,83.71138,-5.4503,1.29681937926053,0.537654784688456,0.0791312828659902
260,189,120,,,99,8.8,14.35,,3.01,17.36,9.2749982943955,3.5,M4.5(H),0,-0.54,1.8,0.16,5.13,Simbad,05 34 50.77,-05 29 24.62,1,346,V1455 Ori,M4.5,1,H,3020,-0.696,0.16,0.06,0.09,1.5,1.4,1.1,1.64,0.32,0.43,opt,R09,3,,e,Simbad,83.71191,-5.49031,1.41003434422826,0.202510484849983,0.0791312828659902
261,190,118,,,99,8.38,14.82,,3.09,17.91,9.8249982943955,3.483,M5.5(H),0,-0.61,1.79,0.13,4.76,Simbad,05 34 50.92,-05 17 56.42,1,393,2MASS J05345099-0517565,M5.5,1,H,2840,-0.76,0.12,0.05,0.03,0.3,0.15,1.4,1.72,0.3,1.07,opt,H02,,,g,Simbad,83.71247,-5.29904,1.09438076097079,0.164853650616174,0.0791312828659902
262,192,121,,,99,9.04,14.9,,3.71,18.61,7.5449992943955,3.526,M3(H),2.98,-0.15,2.49,0.2,4.72,Simbad,05 34 51.13,-05 16 54.82,1,232,V2061 Ori,M3,1,H,3360,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,7.64,opt,R09,2,A,,Simbad,83.71337,-5.28192,1.18057117631552,0.373058529834373,0.0791312828659902
263,194,123,,1642,99,6.5,13.56,,2.19,15.75,4.60499929439551,3.695,K2(H),3.06,0.28,1.88,1.37,6.4,Simbad,05 34 51.48,-05 25 12.62,1,19,V401 Ori,K2,1,H,4760,0.228,1.51,0.13,0.11,5.5,2.6,3.7,1.91,0.28,6.63,opt,S99,2,,a,Simbad,83.71485,-5.42028,1.31300358296281,1.02242267749193,0.0791312828659902
264,196,125,,1641,99,6.19,14.66,,2.94,17.6,8.92499829439551,3.518,M3.5(H),0.59,-0.61,1.53,0.2,5.98,Simbad,05 34 51.93,-05 24 18.42,1,272,V2064 Ori,M3.5,1,H13,3260,-0.695,0.25,0.09,0.11,2.4,0.9,1.2,1.41,0.26,8.86,opt,P09,,,g,Simbad,83.71674,-5.40522,1.36002184586375,0.237997988378902,0.0791312828659902
265,200,126,,,99,12.84,14.43,,2.55,16.98,8.8849982943955,3.526,M3(H),0.01,-0.69,1.34,0.23,6.08,Simbad,05 34 52.19,-05 12 03.22,1,241,2MASS J05345226-0512032,M3,1,H,3360,-0.772,0.28,0.08,0.09,3,0.7,2.1,1.22,0.2,2.78,opt,H02,,,g,Simbad,83.71775,-5.20089,1.04579953798191,0.241830649560229,0.0791312828659902
266,202,130,,,99,6.25,15.89,,,,,,,,,,,,Simbad,05 34 52.27,-05 25 00.32,1,423,2MASS J05345236-0525006,M5.5,1,D10,2840,,,,,,,,,,1.21,opt,R09,3,,c,Simbad,83.71818,-5.41685,1.43268541633316,,0
267,203,133,,,99,6.01,13.21,,2.08,15.29,7.1749982943955,3.555,M1.5(H),0.03,-0.25,1.94,0.29,5.73,Simbad,05 34 52.51,-05 24 03.42,1,154,KL Ori,M1.5,1,H,3560,-0.352,0.37,0.05,0.1,1.5,0.2,0.8,1.76,0.24,2.03,opt,H02,3,N,,Simbad,83.71914,-5.40105,1.29930137607776,0.41175813335224,0.0791312828659902
268,205,135,,,99,8.73,14.45,,2.93,17.38,8.3149982943955,3.526,M3e(H),0.98,-0.46,1.75,0.23,5.77,Simbad,05 34 52.56,-05 29 44.82,1,194,V1460 Ori,M3e,1,H,3360,-0.543,0.32,0.09,0.06,2,0.5,0.8,1.58,0.26,3.69,opt,H02,2,A,,Simbad,83.71941,-5.4959,1.52806834588641,0.299357470014321,0.0791312828659902
269,206,134,,,99,6.27,16.12,,,,,,,,,,,,Simbad,05 34 52.60,-05 21 25.12,1,541,2MASS J05345267-0521252,M4.5,1,H13,3020,,,,,,,,,,2.4,opt,H02,,,c,Simbad,83.7195,-5.357,1.19743416521039,,0
270,207,136,,,99,7.47,13.83,,2.81,16.64,,,,,,,,,Simbad,05 34 52.68,-05 27 54.52,1,108,V551 Ori,M0.5,1,H13,3700,-0.129,0.44,0.07,0.13,1.1,0.2,0.5,2.1,0.29,8.9,opt,P09,2,,,Simbad,83.71983,-5.46516,1.18392486839942,,0
271,209,139,,,99,11.99,15.05,,3.13,18.18,9.01499829439551,3.518,M3.5(H),1.08,-0.65,1.46,0.2,6.02,Simbad,05 34 52.75,-05 33 48.02,1,361,2MASS J05345284-0533483,M4.5,1,H13,3020,-0.926,0.14,0.06,0.09,2.4,2.1,1.5,1.26,0.25,1.36,opt,H02,3,,,Simbad,83.72018,-5.56342,1.42172401873433,0.228662074554517,0.0791312828659902
272,210,138,,,99,8.13,14.69,,2.5,17.189999,9.1049972943955,3.518,M3.5e(H),0,-0.76,1.28,0.2,6.11,Simbad,05 34 52.84,-05 28 58.62,1,292,V1461 Ori,M3.5e,1,H,3260,-0.9,0.24,0.1,0.1,3.6,1.4,2.6,1.11,0.21,4.44,opt,S99,2,A,,Simbad,83.72051,-5.48309,1.32957294519694,0.219798400679291,0.0791312828659902
273,211,140,,,99,14.14,13.87,,3.1,16.97,7.8849972943955,3.518,M3.5(H),1,-0.19,2.47,0.17,4.57,Simbad,05 34 53.35,-05 10 27.92,1,253,2MASS J05345343-0510279,M3.5,1,H,3260,-0.279,0.27,0.09,0.11,1.1,1.01,0.3,2.28,0.43,4.58,opt,H02,3,N,,Simbad,83.72263,-5.17442,1.21306273867503,0.340352329162267,0.0791312828659902
274,213,143,,,99,5.75,16.14,,,,,3.483,M5.5(H),0,-1.14,0.97,0.1,6.02,Simbad,05 34 53.80,-05 22 20.42,1,607,2MASS J05345389-0522206,M5.5,1,H,2840,,,,,,,,,,2.35,opt,R09,,A,c,Simbad,83.72454,-5.37242,1.36958576477484,,0
275,214,144,,,99,7.18,15.79,,3.7,19.49,8.4449972943955,3.526,M3(H),2.96,-0.51,1.64,0.23,5.88,Simbad,05 34 53.85,-05 27 48.72,1,496,V1462 Ori,M5.25,1,H13,2860,-1.065,,,,,,,1.2,0.24,3.96,opt,P09,,,b,Simbad,83.72475,-5.46365,1.40796946846447,0.286451980228549,0.0791312828659902
276,215,145,,,99,5.67,15.88,,3.18,19.06,10.9749982943955,3.483,M5.3(P),0,-1.04,1.1,0.1,5.58,Simbad,05 34 54.03,-05 22 26.22,1,618,V1273 Ori,M5.3,1,P,2856,-1.212,,,,,,,1.01,0.19,12.1,opt,G95,3,,b,Simbad,83.72547,-5.37404,1.278283753394,0.119259891045578,0.0791312828659902
277,216,148,,,99,7.85,15.36,,3.73,19.09,6.0349992943955,3.58,M0(H),4.97,0.07,2.51,0.3,5.12,Simbad,05 34 54.10,-05 28 53.82,1,80,V1463 Ori,K8,1,H13,3940,0.006,0.62,0.05,0.07,1.2,0.3,0.6,2.17,0.26,1.37,opt,H00,3,N,,Simbad,83.72578,-5.48176,1.40053827710725,0.590041235497744,0.0791312828659902
278,218,147,,,99,8.17,14.8,,3.27,18.07,9.9849982943955,3.494,M5(H),0,-0.68,1.57,0.14,5.23,Simbad,05 34 54.32,-05 17 21.12,1,378,2MASS J05345439-0517211,M5,1,H,2880,-0.824,0.13,0.06,0.07,1,0.9,1.8,1.56,0.35,3.45,opt,R09,,,g,Simbad,83.72666,-5.28921,1.171545936526,0.158196084216115,0.0791312828659902
279,219,149,,,99,7.35,15.55,,3.25,18.8,8.9149982943955,3.526,M3e(H),1.8,-0.7,1.33,0.23,6.09,Simbad,05 34 54.56,-05 28 17.72,1,247,V1464 Ori,M3e,1,H,3360,-0.784,0.28,0.08,0.1,3.1,0.7,2.2,1.2,0.2,2.81,opt,P09,2,A,,Simbad,83.7277,-5.47173,1.40876599662511,0.238778431059471,0.0791312828659902
280,220,151,,,99,5.72,15.44,,3.19,18.63,8.89499829439551,3.526,M3e(H),1.65,-0.69,1.34,0.23,6.08,Simbad,05 34 54.75,-05 25 12.22,1,239,2MASS J05345483-0525125,M3e,1,H,3360,-0.777,0.28,0.08,0.1,3.1,0.7,2.1,1.21,0.2,3.75,MIR,M11,,A,g,Simbad,83.72847,-5.42015,1.27718473980382,0.241038129025332,0.0791312828659902
281,223,152,,,99,5.76,14.12,,2.78,16.9,8.21499829439551,3.526,M3(H),0.6,-0.42,1.83,0.22,5.61,Simbad,05 34 54.97,-05 25 29.02,1,230,2MASS J05345506-0525294,M3,1,H,3360,-0.505,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,4.52,opt,P09,3,N,,Simbad,83.72942,-5.42486,1.43702479979187,0.309217306876104,0.0791312828659902
282,229,159,,,99,9.36,13.87,,2.46,16.33,7.6549982943955,3.544,M2(H),0.59,-0.37,1.79,0.28,5.79,Simbad,05 34 55.88,-05 31 12.52,1,207,V1466 Ori,M3,1,H13,3360,-0.592,0.3,0.08,0.09,2.1,0.5,1.1,1.5,0.25,1.12,opt,H00,3,,,Simbad,83.73324,-5.52029,1.54856005411316,0.362182498878112,0.0791312828659902
283,230,157,,1659,99,5.13,10.15,,1.56,11.709999,2.41499729439551,3.679,K2(WSH)K2-K4(P)K0(vA)K0(vA)K1(CK)K4III(Ham),1.21,1.19,5.76,1.34,5.15,Simbad,05 34 55.89,-05 23 12.62,1,11,KM Ori,K3,1,StE,4550,1.143,2.08,0.85,0.57,0.4,0.2,0.2,6,0.9,17.4,opt,H00,3,,d,Simbad,83.73322,-5.38695,1.29960321302074,,0
284,231,158,,,99,7.94,13.26,,2.15,15.41,7.1149982943955,3.555,M1.5(H),0.21,-0.23,1.99,0.28,5.69,Simbad,05 34 55.89,-05 29 25.92,1,147,V478 Ori,M1.5,1,H,3560,-0.372,0.38,0.07,0.09,1.6,0.3,0.8,1.72,0.24,1.92,opt,S99,3,N,,Simbad,83.73323,-5.49067,1.36396299908877,0.420232620144799,0.0791312828659902
285,232,162,,,99,11.46,15.32,,2.88,18.2,10.1149982943955,3.471,M5-M6(H),0,-0.71,1.68,0.11,4.71,Simbad,05 34 56.27,-05 33 40.12,1,469,2MASS J05345636-0533404,M5.5,2,H13,2840,-0.96,,,,,,,1.37,0.43,0.74,opt,R09,3,N,b,Simbad,83.73485,-5.56124,1.44491007704108,0.152662858881225,0.0791312828659902
286,233,166,,,99,15.55,14.25,,2.81,17.06,8.9749982943955,3.494,M5(H),0,-0.46,2.02,0.14,4.76,Simbad,05 34 56.30,-05 38 05.72,1,370,2MASS J05345640-0538052,M5,1,H,2880,-0.604,0.13,0.07,0.1,0.2,0.16,1.9,2.01,0.45,0.67,opt,H02,3,,e,Simbad,83.735,-5.63478,1.57811656856474,0.232720792086564,0.0791312828659902
287,235,164,,,99,6.7,14.01,,2.38,16.39,7.91499729439551,3.544,M2e(H),0.39,-0.47,1.58,0.3,5.93,Simbad,05 34 56.43,-05 27 50.52,1,166,V2080 Ori,M2e,1,H,3490,-0.598,0.36,0.07,0.06,2.7,0.9,1.1,1.37,0.19,6.52,opt,H02,2,,,Simbad,83.73547,-5.46419,1.35892352465159,0.337678214093108,0.0791312828659902
288,237,168,,,99,5.9,15,,3.16,18.16,10.0749982943955,3.483,M5.5(H),0,-0.68,1.64,0.12,4.89,Simbad,05 34 56.67,-05 26 36.82,1,400,2MASS J05345675-0526372,M5,1,H13,2880,-0.904,0.11,0.05,0.09,0.5,0.4,2.5,1.42,0.32,0.92,opt,H02,3,,,Simbad,83.7365,-5.44368,1.41041916688894,0.154295338275395,0.0791312828659902
289,240,167,,,99,5.22,14.91,,3.08,17.99,6.0749982943955,3.602,K7(H),3.83,-0.03,2.01,0.44,5.73,Simbad,05 34 56.76,-05 21 36.22,1,65,V1315 Ori,K7,1,H,3970,-0.15,0.67,0.06,0.06,2.1,0.6,1.1,1.78,0.21,3.4,opt,R09,,N,g,Simbad,83.73682,-5.36011,1.16038755304341,0.58358358982922,0.0791312828659902
290,241,169,,,99,5.05,15.95,,,,,,,,,,,,Simbad,05 34 56.85,-05 22 06.02,1,516,V1469 Ori,M3,1,H13,3360,,,,,,,,,,3.85,opt,H00,2,,c,Simbad,83.73722,-5.36841,1.26277375614518,,0
