recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
144,79,,,98,16.07,15.54,,3.18,18.72,18.58,3.5,M4.5(H),0.14,-0.98,1.08,0.14,6.13,Simbad,05 34 45.98,-05 37 31.72,1,367,2MASS J05344609-0537312,M4.5,1.0,H13,3020.0,-1.091,0.13,0.06,0.08,3.5,3.2,1.8,1.04,0.21,1.86,opt,R09,3,,,Simbad,83.69204,-5.62533,1.7204040589011973
148,83,,,99,7.48,14.72,,3.12,17.84,15.56,3.544,M2e(H),2.28,-0.29,1.95,0.26,5.64,Simbad,05 34 46.49,-05 23 25.32,1,167,V1449 Ori,M2e,1.0,H,3490.0,-0.42,0.36,0.06,0.08,1.7,0.3,0.6,1.69,0.23,7.4,opt,S99,2,A,,Simbad,83.69404,-5.39045,1.2259913192179106
150,84,,,99,7.7,15.68,,3.33,19.01,17.0,3.526,M3(H),2.01,-0.7,1.32,0.23,6.09,Simbad,05 34 46.62,-05 21 24.52,1,475,2MASS J05344669-0521247,M5,1.0,H13,2880.0,-1.164,,,,,,,1.05,0.24,2.43,opt,R09,3,,b,Simbad,83.69458,-5.35686,1.1958340418318283
154,87,,,99,10.21,15.78,,3.55,19.33,17.18,3.518,M3.5(H),2.15,-0.67,1.41,0.2,6.04,Simbad,05 34 46.88,-05 16 19.62,1,275,2MASS J05344694-0516196,M3.5,1.0,H,3260.0,-0.762,0.25,0.1,0.1,2.7,0.9,1.8,1.31,0.24,3.1,opt,R09,,,g,Simbad,83.69562,-5.27211,1.0279143807487612
157,3038,,,,8.99,16.34,,2.81,19.15,19.15,3.494,M5(H),0.0,-1.3,0.77,0.11,6.36,Simbad,05 34 47.12,-05 18 09.64,1,479,2MASS J05344720-0518099,M4.5,1.0,H13,3020.0,-1.492,,,,,,,0.66,0.13,6.54,opt,R09,3,,b,Simbad,83.69671,-5.30278,1.3994481742154385
159,91,,1604,99,10.29,13.49,,2.44,15.93,15.93,3.509,M4(H),0.0,-0.24,2.43,0.16,4.51,Simbad,05 34 47.80,-05 30 46.12,1,299,V2033 Ori,M4,1.0,H,3160.0,-0.4,0.23,0.1,0.12,1.1,1.01,0.6,2.1,0.44,16.67,opt,P09,2,N,d,Simbad,83.69956,-5.51294,1.4838620769707764
163,3130,,,,9.8,16.71,,3.48,20.189999,19.279999,3.5,M4.5(H),0.91,-1.26,0.78,0.13,6.37,Simbad,05 34 48.14,-05 30 09.78,1,414,V2037 Ori,M4.5,1.0,H,3020.0,-1.372,0.1,0.03,0.09,4.8,1.8,5.7,0.75,0.15,3.46,opt,H02,2,,,Simbad,83.70098,-5.50284,1.4891502109926125
164,94,,,99,11.59,15.16,,4.05,19.21,14.929998,3.535,M2.5(H),4.28,0.04,2.97,0.19,4.34,Simbad,05 34 48.19,-05 32 34.62,1,197,2MASS J05344828-0532351,M2.5,1.0,H,3425.0,-0.074,0.31,0.05,0.11,0.7,0.6,0.4,2.6,0.39,4.75,opt,H02,,,g,Simbad,83.70119,-5.54309,1.5136663199311446
166,96,,,99,10.44,16.07,,,,,,,,,,,,Simbad,05 34 48.37,-05 31 06.82,1,441,2MASS J05344845-0531072,M3.7,1.0,D10,3220.0,,,,,,,,,,15.78,opt,P09,,,"c,d",Simbad,83.7019,-5.51869,1.3652858693249277
167,98,,,99,8.13,14.62,,3.2,17.82,17.07,3.509,M4(H),0.75,-0.51,1.78,0.18,5.3,Simbad,05 34 48.69,-05 19 07.22,1,312,2MASS J05344877-0519073,M4,1.0,H,3160.0,-0.59,0.22,0.08,0.12,1.9,1.7,0.6,1.69,0.35,2.3,opt,R09,3,,,Simbad,83.70321,-5.31871,1.208484525160295
168,97,,,99,8.91,14.99,,3.66,18.65,16.21,3.518,M3.5(H),2.44,-0.29,2.2,0.2,4.97,Simbad,05 34 48.71,-05 17 46.32,1,254,2MASS J05344878-0517464,M3.5,1.0,H,3260.0,-0.377,0.27,0.07,0.1,1.3,1.1,0.4,2.03,0.38,5.56,opt,R09,3,,,Simbad,83.70327,-5.29623,1.1224179634155946
169,100,,,99,12.3,15.21,,3.24,18.45,16.240002,3.535,M2.5(H),2.21,-0.49,1.62,0.26,5.9,Simbad,05 34 48.72,-05 33 32.72,1,198,2MASS J05344881-0533330,M2.5,1.0,H,3425.0,-0.599,0.31,0.06,0.1,2.2,0.5,1.3,1.42,0.21,2.09,opt,H02,2,N,,Simbad,83.70342,-5.55918,1.5402187968729082
172,103,,,99,10.67,16.25,,3.28,19.53,17.220001,3.535,M2.5(H),2.31,-0.88,1.03,0.26,6.33,Simbad,05 34 48.84,-05 31 31.12,1,223,2MASS J05344892-0531315,M2.5,1.0,H,3425.0,-0.99,0.29,0.07,0.08,6.0,2.1,4.5,0.91,0.14,0.77,opt,R09,,,g,Simbad,83.70387,-5.52543,1.3931830489523138
173,102,,,99,8.45,14.83,,3.15,17.98,16.85,3.518,M3.5(H),1.13,-0.54,1.64,0.21,5.88,Simbad,05 34 48.87,-05 28 16.52,1,256,V2042 Ori,M3.5,1.0,H,3260.0,-0.632,0.27,0.1,0.08,2.2,1.2,1.0,1.52,0.28,5.28,opt,P09,2,,,Simbad,83.704,-5.47136,1.3954595895550503
174,104,,,99,7.51,15.19,,2.6,17.789999,17.66,3.526,M3e(H),0.13,-0.96,0.98,0.21,6.33,Simbad,05 34 48.99,-05 26 26.22,1,270,V2044 Ori,M3e,1.0,H,3360.0,-1.045,0.26,0.08,0.1,6.0,2.4,5.5,0.89,0.15,1.78,opt,H02,2,A,,Simbad,83.70449,-5.44073,1.370232861368984
175,105,,,99,8.35,15.89,,,,,3.471,M6(H),0.0,-0.94,1.29,0.09,4.97,Simbad,05 34 48.99,-05 28 08.42,1,606,2MASS J05344907-0528089,M6,1.0,H,2800.0,,,,,,,,,,0.72,opt,R09,,,c,Simbad,83.70446,-5.46915,1.3082906087234736
176,106,,,99,8.13,13.43,,2.42,15.85,15.85,3.526,M3(H),0.0,-0.29,2.12,0.21,5.13,Simbad,05 34 49.22,-05 18 55.32,1,200,2MASS J05344929-0518555,M3,1.0,H,3360.0,-0.416,0.31,0.09,0.09,1.5,0.7,0.5,1.83,0.3,1.7,opt,H02,3,N,,Simbad,83.7054,-5.31542,1.1512215555361747
177,107,,,99,8.8,14.2,,2.72,16.92,15.25,3.555,M1.5e(H),1.67,-0.25,1.95,0.29,5.72,Simbad,05 34 49.48,-05 29 02.82,1,141,V2045 Ori,M1.75,1.0,H13,3525.0,-0.442,0.38,0.07,0.07,1.9,0.5,0.9,1.61,0.22,14.73,MIR,M11,2,A,,Simbad,83.70653,-5.48427,1.4141927863240282
179,109,,,99,9.03,16.04,,3.13,19.170002,17.250002,3.535,M2.5(H),1.92,-0.89,1.02,0.26,6.34,Simbad,05 34 50.02,-05 17 12.22,1,481,2MASS J05345009-0517121,M5.75,1.0,H13,2820.0,-1.212,,,,,,,1.04,0.15,1.26,opt,R09,2,,b,Simbad,83.70871,-5.28672,1.0518805868946635
181,3165,,,,13.92,16.59,,3.56,20.15,,,,,,,,,Simbad,05 34 50.13,-05 35 38.60,1,418,2MASS J05345021-0535389,M4.8,1.0,D10,2936.0,-1.335,,,,,,,0.83,0.18,0.77,opt,R09,3,,b,Simbad,83.70921,-5.59417,1.2689993137994706
183,112,,,99,9.47,16.12,,2.87,18.990002,17.730001,3.535,M2.5(H),1.26,-1.09,0.81,0.25,6.58,Simbad,05 34 50.38,-05 16 29.72,1,242,2MASS J05345045-0516296,M2.5,1.0,H,3425.0,-1.194,0.28,0.07,0.08,10.5,4.6,9.0,0.72,0.11,3.0,opt,R09,,,g,Simbad,83.71022,-5.27492,1.0874048457376395
184,115,,,99,11.53,16.1,,3.92,20.02,19.140001,3.483,M5.5(H),0.88,-0.91,1.27,0.11,5.31,Simbad,05 34 50.38,-05 32 53.52,1,562,2MASS J05345046-0532538,M5.5,1.0,H,2840.0,-1.141,,,,,,,1.11,0.19,0.86,opt,H02,3,,b,Simbad,83.71029,-5.5483,1.3852980736464264
185,114,,,99,6.5,15.34,,2.14,17.48,17.06,3.562,M1e(H),0.42,-1.01,0.78,0.41,6.96,Simbad,05 34 50.42,-05 23 35.02,1,149,V475 Ori,M1e,1.0,H,3630.0,-1.193,0.38,0.08,0.12,20.0,9.0,23.0,0.64,0.09,8.73,opt,H00,2,A,,Simbad,83.71044,-5.39316,1.3269619466459868
186,111,,1622,98,13.82,13.04,,1.83,14.87,14.57,3.591,K8(H),0.3,-0.15,1.84,0.42,5.82,Simbad,05 34 50.43,-05 11 10.52,1,67,Parenago 1622,K8,1.0,H,3940.0,-0.252,0.66,0.08,0.07,2.8,1.0,1.5,1.61,0.19,4.94,opt,H02,,N,g,Simbad,83.71041,-5.18627,1.0231219587356177
187,116,,1633,99,6.48,12.12,,1.44,13.559999,13.23,3.643,K5(H),0.33,0.2,2.17,0.69,5.8,Simbad,05 34 50.63,-05 24 01.02,1,40,V1454 Ori,K5,1.0,H,4140.0,0.092,0.82,0.18,0.3,1.5,0.6,1.5,2.16,0.32,2.34,opt,H02,,N,g,Simbad,83.7113,-5.40039,1.283337650374315
188,117,,,99,7.39,13.15,,2.13,15.28,14.42,3.58,M0e(H),0.86,-0.05,2.19,0.33,5.59,Simbad,05 34 50.65,-05 27 00.62,1,71,2MASS J05345073-0527010,K8e,1.0,H13,3940.0,-0.109,0.64,0.06,0.06,1.7,0.5,0.8,1.9,0.23,9.01,opt,P09,,A,g,Simbad,83.71138,-5.4503,1.2968193792605316
189,120,,,99,8.8,14.35,,3.01,17.36,17.36,3.5,M4.5(H),0.0,-0.54,1.8,0.16,5.13,Simbad,05 34 50.77,-05 29 24.62,1,346,V1455 Ori,M4.5,1.0,H,3020.0,-0.696,0.16,0.06,0.09,1.5,1.4,1.1,1.64,0.32,0.43,opt,R09,3,,e,Simbad,83.71191,-5.49031,1.4100343442282628
190,118,,,99,8.38,14.82,,3.09,17.91,17.91,3.483,M5.5(H),0.0,-0.61,1.79,0.13,4.76,Simbad,05 34 50.92,-05 17 56.42,1,393,2MASS J05345099-0517565,M5.5,1.0,H,2840.0,-0.76,0.12,0.05,0.03,0.3,0.15,1.4,1.72,0.3,1.07,opt,H02,,,g,Simbad,83.71247,-5.29904,1.0943807609707858
192,121,,,99,9.04,14.9,,3.71,18.61,15.630001,3.526,M3(H),2.98,-0.15,2.49,0.2,4.72,Simbad,05 34 51.13,-05 16 54.82,1,232,V2061 Ori,M3,1.0,H,3360.0,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,7.64,opt,R09,2,A,,Simbad,83.71337,-5.28192,1.1805711763155244
194,123,,1642,99,6.5,13.56,,2.19,15.75,12.690001,3.695,K2(H),3.06,0.28,1.88,1.37,6.4,Simbad,05 34 51.48,-05 25 12.62,1,19,V401 Ori,K2,1.0,H,4760.0,0.228,1.51,0.13,0.11,5.5,2.6,3.7,1.91,0.28,6.63,opt,S99,2,,a,Simbad,83.71485,-5.42028,1.3130035829628084
196,125,,1641,99,6.19,14.66,,2.94,17.6,17.01,3.518,M3.5(H),0.59,-0.61,1.53,0.2,5.98,Simbad,05 34 51.93,-05 24 18.42,1,272,V2064 Ori,M3.5,1.0,H13,3260.0,-0.695,0.25,0.09,0.11,2.4,0.9,1.2,1.41,0.26,8.86,opt,P09,,,g,Simbad,83.71674,-5.40522,1.3600218458637465
200,126,,,99,12.84,14.43,,2.55,16.98,16.97,3.526,M3(H),0.01,-0.69,1.34,0.23,6.08,Simbad,05 34 52.19,-05 12 03.22,1,241,2MASS J05345226-0512032,M3,1.0,H,3360.0,-0.772,0.28,0.08,0.09,3.0,0.7,2.1,1.22,0.2,2.78,opt,H02,,,g,Simbad,83.71775,-5.20089,1.045799537981913
202,130,,,99,6.25,15.89,,,,,,,,,,,,Simbad,05 34 52.27,-05 25 00.32,1,423,2MASS J05345236-0525006,M5.5,1.0,D10,2840.0,,,,,,,,,,1.21,opt,R09,3,,c,Simbad,83.71818,-5.41685,1.4326854163331606
203,133,,,99,6.01,13.21,,2.08,15.29,15.26,3.555,M1.5(H),0.03,-0.25,1.94,0.29,5.73,Simbad,05 34 52.51,-05 24 03.42,1,154,KL Ori,M1.5,1.0,H,3560.0,-0.352,0.37,0.05,0.1,1.5,0.2,0.8,1.76,0.24,2.03,opt,H02,3,N,,Simbad,83.71914,-5.40105,1.299301376077763
205,135,,,99,8.73,14.45,,2.93,17.38,16.4,3.526,M3e(H),0.98,-0.46,1.75,0.23,5.77,Simbad,05 34 52.56,-05 29 44.82,1,194,V1460 Ori,M3e,1.0,H,3360.0,-0.543,0.32,0.09,0.06,2.0,0.5,0.8,1.58,0.26,3.69,opt,H02,2,A,,Simbad,83.71941,-5.4959,1.5280683458864126
206,134,,,99,6.27,16.12,,,,,,,,,,,,Simbad,05 34 52.60,-05 21 25.12,1,541,2MASS J05345267-0521252,M4.5,1.0,H13,3020.0,,,,,,,,,,2.4,opt,H02,,,c,Simbad,83.7195,-5.357,1.1974341652103921
207,136,,,99,7.47,13.83,,2.81,16.64,,,,,,,,,Simbad,05 34 52.68,-05 27 54.52,1,108,V551 Ori,M0.5,1.0,H13,3700.0,-0.129,0.44,0.07,0.13,1.1,0.2,0.5,2.1,0.29,8.9,opt,P09,2,,,Simbad,83.71983,-5.46516,1.1839248683994203
209,139,,,99,11.99,15.05,,3.13,18.18,17.1,3.518,M3.5(H),1.08,-0.65,1.46,0.2,6.02,Simbad,05 34 52.75,-05 33 48.02,1,361,2MASS J05345284-0533483,M4.5,1.0,H13,3020.0,-0.926,0.14,0.06,0.09,2.4,2.1,1.5,1.26,0.25,1.36,opt,H02,3,,,Simbad,83.72018,-5.56342,1.4217240187343296
210,138,,,99,8.13,14.69,,2.5,17.189999,17.189999,3.518,M3.5e(H),0.0,-0.76,1.28,0.2,6.11,Simbad,05 34 52.84,-05 28 58.62,1,292,V1461 Ori,M3.5e,1.0,H,3260.0,-0.9,0.24,0.1,0.1,3.6,1.4,2.6,1.11,0.21,4.44,opt,S99,2,A,,Simbad,83.72051,-5.48309,1.3295729451969358
211,140,,,99,14.14,13.87,,3.1,16.97,15.969999,3.518,M3.5(H),1.0,-0.19,2.47,0.17,4.57,Simbad,05 34 53.35,-05 10 27.92,1,253,2MASS J05345343-0510279,M3.5,1.0,H,3260.0,-0.279,0.27,0.09,0.11,1.1,1.01,0.3,2.28,0.43,4.58,opt,H02,3,N,,Simbad,83.72263,-5.17442,1.213062738675032
213,143,,,99,5.75,16.14,,,,,3.483,M5.5(H),0.0,-1.14,0.97,0.1,6.02,Simbad,05 34 53.80,-05 22 20.42,1,607,2MASS J05345389-0522206,M5.5,1.0,H,2840.0,,,,,,,,,,2.35,opt,R09,,A,c,Simbad,83.72454,-5.37242,1.3695857647748413
214,144,,,99,7.18,15.79,,3.7,19.49,16.529999,3.526,M3(H),2.96,-0.51,1.64,0.23,5.88,Simbad,05 34 53.85,-05 27 48.72,1,496,V1462 Ori,M5.25,1.0,H13,2860.0,-1.065,,,,,,,1.2,0.24,3.96,opt,P09,,,b,Simbad,83.72475,-5.46365,1.407969468464469
215,145,,,99,5.67,15.88,,3.18,19.06,19.06,3.483,M5.3(P),0.0,-1.04,1.1,0.1,5.58,Simbad,05 34 54.03,-05 22 26.22,1,618,V1273 Ori,M5.3,1.0,P,2856.0,-1.212,,,,,,,1.01,0.19,12.1,opt,G95,3,,b,Simbad,83.72547,-5.37404,1.278283753394002
216,148,,,99,7.85,15.36,,3.73,19.09,14.120001,3.58,M0(H),4.97,0.07,2.51,0.3,5.12,Simbad,05 34 54.10,-05 28 53.82,1,80,V1463 Ori,K8,1.0,H13,3940.0,0.006,0.62,0.05,0.07,1.2,0.3,0.6,2.17,0.26,1.37,opt,H00,3,N,,Simbad,83.72578,-5.48176,1.4005382771072532
218,147,,,99,8.17,14.8,,3.27,18.07,18.07,3.494,M5(H),0.0,-0.68,1.57,0.14,5.23,Simbad,05 34 54.32,-05 17 21.12,1,378,2MASS J05345439-0517211,M5,1.0,H,2880.0,-0.824,0.13,0.06,0.07,1.0,0.9,1.8,1.56,0.35,3.45,opt,R09,,,g,Simbad,83.72666,-5.28921,1.1715459365260015
219,149,,,99,7.35,15.55,,3.25,18.8,17.0,3.526,M3e(H),1.8,-0.7,1.33,0.23,6.09,Simbad,05 34 54.56,-05 28 17.72,1,247,V1464 Ori,M3e,1.0,H,3360.0,-0.784,0.28,0.08,0.1,3.1,0.7,2.2,1.2,0.2,2.81,opt,P09,2,A,,Simbad,83.7277,-5.47173,1.4087659966251118
220,151,,,99,5.72,15.44,,3.19,18.63,16.98,3.526,M3e(H),1.65,-0.69,1.34,0.23,6.08,Simbad,05 34 54.75,-05 25 12.22,1,239,2MASS J05345483-0525125,M3e,1.0,H,3360.0,-0.777,0.28,0.08,0.1,3.1,0.7,2.1,1.21,0.2,3.75,MIR,M11,,A,g,Simbad,83.72847,-5.42015,1.277184739803815
223,152,,,99,5.76,14.12,,2.78,16.9,16.3,3.526,M3(H),0.6,-0.42,1.83,0.22,5.61,Simbad,05 34 54.97,-05 25 29.02,1,230,2MASS J05345506-0525294,M3,1.0,H,3360.0,-0.505,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,4.52,opt,P09,3,N,,Simbad,83.72942,-5.42486,1.4370247997918686
229,159,,,99,9.36,13.87,,2.46,16.33,15.74,3.544,M2(H),0.59,-0.37,1.79,0.28,5.79,Simbad,05 34 55.88,-05 31 12.52,1,207,V1466 Ori,M3,1.0,H13,3360.0,-0.592,0.3,0.08,0.09,2.1,0.5,1.1,1.5,0.25,1.12,opt,H00,3,,,Simbad,83.73324,-5.52029,1.5485600541131603
230,157,,1659,99,5.13,10.15,,1.56,11.709999,10.499999,3.679,K2(WSH)K2-K4(P)K0(vA)K0(vA)K1(CK)K4III(Ham),1.21,1.19,5.76,1.34,5.15,Simbad,05 34 55.89,-05 23 12.62,1,11,KM Ori,K3,1.0,StE,4550.0,1.143,2.08,0.85,0.57,0.4,0.2,0.2,6.0,0.9,17.4,opt,H00,3,,d,Simbad,83.73322,-5.38695,1.299603213020736
231,158,,,99,7.94,13.26,,2.15,15.41,15.2,3.555,M1.5(H),0.21,-0.23,1.99,0.28,5.69,Simbad,05 34 55.89,-05 29 25.92,1,147,V478 Ori,M1.5,1.0,H,3560.0,-0.372,0.38,0.07,0.09,1.6,0.3,0.8,1.72,0.24,1.92,opt,S99,3,N,,Simbad,83.73323,-5.49067,1.3639629990887727
232,162,,,99,11.46,15.32,,2.88,18.2,18.2,3.471,M5-M6(H),0.0,-0.71,1.68,0.11,4.71,Simbad,05 34 56.27,-05 33 40.12,1,469,2MASS J05345636-0533404,M5.5,2.0,H13,2840.0,-0.96,,,,,,,1.37,0.43,0.74,opt,R09,3,N,b,Simbad,83.73485,-5.56124,1.4449100770410845
233,166,,,99,15.55,14.25,,2.81,17.06,17.06,3.494,M5(H),0.0,-0.46,2.02,0.14,4.76,Simbad,05 34 56.30,-05 38 05.72,1,370,2MASS J05345640-0538052,M5,1.0,H,2880.0,-0.604,0.13,0.07,0.1,0.2,0.16,1.9,2.01,0.45,0.67,opt,H02,3,,e,Simbad,83.735,-5.63478,1.578116568564736
235,164,,,99,6.7,14.01,,2.38,16.39,15.999999,3.544,M2e(H),0.39,-0.47,1.58,0.3,5.93,Simbad,05 34 56.43,-05 27 50.52,1,166,V2080 Ori,M2e,1.0,H,3490.0,-0.598,0.36,0.07,0.06,2.7,0.9,1.1,1.37,0.19,6.52,opt,H02,2,,,Simbad,83.73547,-5.46419,1.358923524651591
237,168,,,99,5.9,15.0,,3.16,18.16,18.16,3.483,M5.5(H),0.0,-0.68,1.64,0.12,4.89,Simbad,05 34 56.67,-05 26 36.82,1,400,2MASS J05345675-0526372,M5,1.0,H13,2880.0,-0.904,0.11,0.05,0.09,0.5,0.4,2.5,1.42,0.32,0.92,opt,H02,3,,,Simbad,83.7365,-5.44368,1.4104191668889434
240,167,,,99,5.22,14.91,,3.08,17.99,14.16,3.602,K7(H),3.83,-0.03,2.01,0.44,5.73,Simbad,05 34 56.76,-05 21 36.22,1,65,V1315 Ori,K7,1.0,H,3970.0,-0.15,0.67,0.06,0.06,2.1,0.6,1.1,1.78,0.21,3.4,opt,R09,,N,g,Simbad,83.73682,-5.36011,1.1603875530434116
241,169,,,99,5.05,15.95,,,,,,,,,,,,Simbad,05 34 56.85,-05 22 06.02,1,516,V1469 Ori,M3,1.0,H13,3360.0,,,,,,,,,,3.85,opt,H00,2,,c,Simbad,83.73722,-5.36841,1.2627737561451822
242,171,,,99,4.89,14.94,,2.96,17.9,17.77,3.509,M4(H),0.13,-0.79,1.29,0.17,6.06,Simbad,05 34 56.93,-05 22 59.82,1,325,V1470 Ori,M4,1.0,H,3160.0,-0.868,0.2,0.09,0.11,2.9,2.5,1.8,1.23,0.26,1.18,opt,R09,3,,,Simbad,83.73755,-5.38334,1.241450617411778
243,173,,,99,11.21,15.08,,3.65,18.73,16.83,3.509,M4(H),1.9,-0.41,1.99,0.18,5.07,Simbad,05 34 57.06,-05 33 29.12,1,337,2MASS J05345714-0533294,M4.5,1.0,H13,3020.0,-0.614,0.17,0.07,0.09,0.8,0.71,1.5,1.8,0.36,0.83,opt,R09,2,,e,Simbad,83.7381,-5.55819,1.3058340877920571
245,172,,,99,10.03,16.16,,3.45,19.61,18.78,3.5,M4.5(H),0.83,-1.06,0.99,0.14,6.2,Simbad,05 34 57.29,-05 14 33.42,1,405,2MASS J05345737-0514334,M4.5,1.0,H,3020.0,-1.17,0.11,0.05,0.09,3.8,1.8,2.8,0.95,0.19,0.59,opt,R09,,,g,Simbad,83.73906,-5.24264,1.2634992695188736
248,175,,,99,4.71,14.07,,2.41,16.48,16.48,3.526,M3(H),0.0,-0.55,1.58,0.23,5.93,Simbad,05 34 57.69,-05 22 50.92,1,285,V402 Ori,M3.5,1.0,H13,3260.0,-0.652,0.24,0.08,0.12,2.2,0.8,1.0,1.48,0.28,9.19,opt,H00,2,,,Simbad,83.74077,-5.38087,1.43151882525909
250,181,,,99,7.89,15.16,,3.28,18.44,16.560001,3.526,M3(H),1.88,-0.52,1.62,0.23,5.9,Simbad,05 34 57.83,-05 29 45.42,1,243,V1473 Ori,M3,1.0,H,3360.0,-0.609,0.28,0.06,0.11,2.1,0.4,1.3,1.47,0.24,1.36,opt,H02,3,,,Simbad,83.74135,-5.49612,1.5311455659491373
251,177,,,99,7.37,14.53,,2.9,17.43,14.59,3.58,M0(H),2.84,-0.12,2.02,0.35,5.71,Simbad,05 34 57.95,-05 17 37.62,1,137,V2089 Ori,M1.5,1.0,H13,3560.0,-0.443,0.38,0.06,0.09,1.9,0.4,1.1,1.58,0.22,8.85,opt,R09,,,g,Simbad,83.74179,-5.2938,1.1904202657851626
254,180,,,99,12.36,14.45,,2.94,17.39,17.39,3.494,M5(H),0.0,-0.54,1.84,0.14,4.96,Simbad,05 34 58.11,-05 11 53.72,1,365,2MASS J05345819-0511536,M5,1.0,H13,2880.0,-0.684,0.13,0.07,0.1,0.3,0.24,2.1,1.83,0.41,0.73,opt,R09,,,"e,g",Simbad,83.74247,-5.19824,1.2381589097149188
255,183,,,99,5.05,14.49,,3.45,17.94,17.5,3.494,M5(H),0.44,-0.45,2.05,0.15,4.73,Simbad,05 34 58.18,-05 25 32.92,1,403,2MASS J05345827-0525332,M6,1.0,H13,2800.0,-0.556,0.11,0.02,0.07,0.1,0.06,0.4,2.24,0.35,1.51,opt,H02,3,,,Simbad,83.74282,-5.42591,1.4886871190471787
256,184,,,99,4.99,15.73,,,,,3.555,M1.5(H),0.0,-1.27,0.6,0.35,7.18,Simbad,05 34 58.29,-05 21 16.52,1,502,2MASS J05345837-0521166,M3,1.0,H13,3360.0,,,,,,,,,,1.5,opt,R09,3,N,c,Simbad,83.74324,-5.35462,1.313051365769912
257,186,,,99,10.46,16.13,,4.29,20.419998,15.519999,3.535,M2.5(H),4.9,-0.2,2.26,0.23,5.04,Simbad,05 34 58.44,-05 32 49.52,1,193,V1474 Ori,M2.5,1.0,H,3425.0,-0.312,0.32,0.07,0.09,1.3,0.3,0.4,1.98,0.3,5.85,opt,P09,2,,,Simbad,83.74387,-5.54718,1.3657340797846145
258,185,,,99,11.81,16.05,,3.33,19.38,19.38,3.483,M5.5(H),0.0,-1.1,1.01,0.1,5.89,Simbad,05 34 58.61,-05 12 26.12,1,564,2MASS J05345869-0512261,M5.5,1.0,H,2840.0,-1.252,,,,,,,0.98,0.17,1.8,opt,H02,3,,b,Simbad,83.74455,-5.20727,1.2260269150206864
259,187,,,99,4.89,14.27,,2.85,17.12,13.170001,3.643,K5(H),3.95,0.22,2.23,0.68,5.77,Simbad,05 34 58.71,-05 21 17.52,1,61,V2094 Ori,K6,1.0,H13,4020.0,0.031,0.68,0.08,0.15,1.3,0.4,0.8,2.14,0.28,14.41,opt,H02,,N,g,Simbad,83.74497,-5.3549,1.2423884825923324
260,188,,,99,6.42,14.32,,2.38,16.7,16.7,3.526,M3(H),0.0,-0.65,1.41,0.23,6.04,Simbad,05 34 58.81,-05 28 02.92,1,245,V1475 Ori,M3,1.0,H,3360.0,-0.772,0.28,0.08,0.09,3.0,0.7,2.1,1.22,0.2,6.58,opt,R09,3,,,Simbad,83.74543,-5.46759,1.4490951456899397
262,189,,,99,4.34,15.24,,3.43,18.67,18.28,3.494,M4.5IV-M5V(H),0.39,-0.76,1.43,0.14,5.39,Simbad,05 34 59.10,-05 23 07.52,1,377,2MASS J05345918-0523078,M4.75,1.0,H,2950.0,-0.867,0.13,0.06,0.09,1.8,1.65,1.5,1.41,0.3,2.89,opt,R09,,,g,Simbad,83.74662,-5.38551,1.3632501706291065
264,191,,,99,4.28,14.18,,2.78,16.960001,15.930001,3.535,M4(Eetal)M2.5(H),1.03,-0.37,1.87,0.24,5.67,Simbad,05 34 59.47,-05 23 59.92,1,182,V1318 Ori,M2.5,1.0,H,3425.0,-0.474,0.34,0.08,0.06,1.8,0.4,0.6,1.64,0.25,8.63,opt,H02,,,g,Simbad,83.74816,-5.40006,1.3528931740050474
265,192,,1686,99,4.8,13.73,,2.3,16.029999,15.849998,3.544,M2(H),0.18,-0.41,1.7,0.29,5.86,Simbad,05 34 59.54,-05 25 39.52,1,110,V1477 Ori,M1,1.0,H13,3630.0,-0.449,0.43,0.07,0.1,2.3,0.7,1.3,1.51,0.21,8.93,opt,P09,2,,,Simbad,83.74844,-5.42777,1.355805706691356
269,5106,,,,4.14,17.32,,1.9,19.22,,,>M2(H),,,,,,Simbad,05 35 00.13,-05 24 08.89,1,487,V2099 Ori,M5.5,2.0,H13,2840.0,-1.76,,,,,,,0.55,0.17,7.29,MIR,M11,2,,b,Simbad,83.75091,-5.40253,1.3379886664992846
270,5038,,,,8.45,17.07,,,,,3.633,K5-K6:(H),0.0,-1.86,0.21,,,Simbad,05 35 00.14,-05 15 58.38,1,597,2MASS J05350023-0515590,K5.5,1.0,H,4080.0,,,,,,,,,,1.25,opt,R09,2,,c,Simbad,83.751,-5.26639,1.6187714228156704
273,198,,,99,4.42,13.8,,1.63,15.43,14.950001,3.623,K6e(H),0.48,-0.43,1.16,0.82,6.77,Simbad,05 35 00.37,-05 25 13.92,1,41,V2102 Ori,K6e,1.0,H,4020.0,-0.543,0.79,0.15,0.07,11.0,5.0,8.0,1.1,0.14,,,,2,,"a,f",Simbad,83.75195,-5.42064,1.5129681090064566
