recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
933,646,,,99,11.61,15.67,,3.35,19.02,16.960001,3.526,M3(H),2.06,-0.68,1.35,0.23,6.08,Simbad,05 35 20.07,-05 34 57.02,1,246,2MASS J05352016-0534572,M3,1.0,H,3360.0,-0.769,0.28,0.07,0.1,3.0,0.7,2.1,1.22,0.2,1.94,opt,H02,2,,,Simbad,83.83401,-5.58256,1.39328139304997
934,3075,,,,0.95,,,,,,,,,,,,,Simbad,05 35 20.08,-05 23 08.23,1,620,2MASS J05352017-0523085,M2,1.0,SHC-ir,3490.0,,,,,,,,,,9.02,MIR,M11,,,c,Simbad,83.83408,-5.38569,1.5030483863750779
937,9261,,,,1.29,16.85,,4.96,21.810001,,,,,,,,,Simbad,05 35 20.12,-05 22 28.82,1,221,2MASS J05352012-0522281,M3,1.0,H13,3360.0,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,3.51,opt,R09,2,,,Simbad,83.83408,-5.37453,1.0216504819049539
938,635,,,99,9.44,15.88,,4.1,19.98,17.48,3.5,M4.5(H),2.5,-0.54,1.8,0.16,5.13,Simbad,05 35 20.14,-05 13 59.22,1,350,2MASS J05352024-0513593,M4.5,1.0,H,3020.0,-0.653,0.16,0.06,0.11,0.7,0.61,1.7,1.72,0.34,4.12,opt,H02,2,,,Simbad,83.83436,-5.23316,1.5969851932880232
940,649,,,98,8.95,15.69,,3.84,19.529999,19.529999,3.471,M6(H),0.0,-0.86,1.41,0.1,4.88,Simbad,05 35 20.18,-05 32 16.52,1,575,V1518 Ori,M6,1.0,H,2800.0,-1.036,,,,,,,1.29,0.2,1.81,opt,H02,2,,b,Simbad,83.83449,-5.53801,1.491036851842688
941,647,,1963,99,7.34,13.65,,2.31,15.959999,15.959999,3.494,M5e(H),0.0,-0.22,2.66,0.15,4.17,Simbad,05 35 20.20,-05 30 39.02,1,106,MY Ori,M0.5e,1.0,H13,3700.0,-0.369,0.45,0.07,0.12,2.0,0.6,1.5,1.59,0.22,8.2,opt,P09,2,A,,Simbad,83.83456,-5.51098,1.49820820302643
944,5119,,,,3.06,16.62,,1.37,17.990002,17.990002,3.483,M5.5(H),0.0,-1.33,0.78,0.09,6.32,Simbad,05 35 20.26,-05 26 17.04,1,565,2MASS J05352035-0526173,M5.5,1.0,H,2840.0,-1.48,,,,,,,0.75,0.13,2.14,opt,H02,3,A,b,Simbad,83.8348,-5.43816,1.414281342394556
946,643,,,99,6.22,15.06,,3.7,18.76,14.34,3.562,M1(H),4.42,0.08,2.74,0.25,4.73,Simbad,05 35 20.31,-05 17 14.22,1,129,V2367 Ori,M1,1.0,H,3630.0,-0.108,0.41,0.08,0.1,1.0,0.2,0.3,2.23,0.31,5.81,opt,R09,2,,,Simbad,83.83508,-5.28733,1.639659906026141
950,650,,,98,2.7,15.5,,,,,,,,,,,,Simbad,05 35 20.42,-05 20 52.02,1,526,2MASS J05352052-0520522,M3.5,1.0,H13,3260.0,,,,,,,,,,,,,3,,"c,f",Simbad,83.83554,-5.34777,1.6375478490191022
954,651,,,99,2.84,15.37,,,,,,,,,,,,Simbad,05 35 20.46,-05 20 43.12,1,454,V1521 Ori,M3,1.0,D10,3360.0,,,,,,,,,,3.32,opt,S99,,,c,Simbad,83.83571,-5.34533,1.6502002269028961
957,658,,,99,1.73,13.58,,,,,3.544,M2e(H),0.0,-0.4,1.73,0.29,5.83,Simbad,05 35 20.52,-05 24 46.02,1,598,2MASS J05352062-0524464,M2e,1.0,H,3490.0,,,,,,,,,,3.2,opt,P09,2,A,c,Simbad,83.83595,-5.41289,1.657860978869717
958,657,,,,1.21,16.12,,3.68,19.800001,15.430001,3.562,M1(H),4.37,-0.36,1.66,0.35,5.9,Simbad,05 35 20.54,-05 22 44.92,2,360,2MASS J05352063-0522455,M4.5,1.0,H13,3020.0,-1.011,0.14,0.07,0.08,3.0,2.6,1.6,1.14,0.23,5.41,opt,R09,,N,g,Simbad,83.83598,-5.37931,1.5415831124785446
965,667,,,99,14.56,15.81,,3.24,19.050001,18.76,3.5,M4.5(H),0.29,-1.05,1.0,0.14,6.2,Simbad,05 35 20.67,-05 37 53.92,1,394,2MASS J05352074-0537536,M4.5,1.0,H,3020.0,-1.161,0.12,0.06,0.09,3.9,2.4,2.5,0.96,0.19,3.38,opt,R09,2,,,Simbad,83.83644,-5.63158,1.1521268978189163
967,663,,,99,2.17,14.57,,2.36,16.93,16.93,3.5,M4.5(H),0.0,-0.62,1.63,0.15,5.31,Simbad,05 35 20.73,-05 21 29.82,1,362,2MASS J05352083-0521300,M4.5,1.0,H,3020.0,-0.784,0.14,0.05,0.11,1.4,1.21,1.6,1.48,0.29,4.23,opt,R09,,N,g,Simbad,83.83681,-5.35836,1.5833969848728766
970,664,,,99,6.84,14.05,,2.88,16.93,13.24,3.623,<=K7(H)K5.5(P)K7:(Eetal),3.69,0.26,2.55,0.51,5.55,Simbad,05 35 20.89,-05 16 37.42,1,48,V493 Ori,K5.5,1.0,P,4080.0,0.175,0.74,0.13,0.22,1.0,0.3,0.8,2.44,0.33,7.2,opt,E93,,N,g,Simbad,83.83747,-5.27711,1.5455182617768086
971,673,,1976,99,8.06,13.07,,1.83,14.9,13.57,3.643,K5(H),1.33,0.06,1.86,0.75,6.04,Simbad,05 35 20.90,-05 31 21.22,1,35,MZ Ori,K5,1.0,H13,4140.0,-0.045,0.83,0.2,0.29,2.3,1.0,2.6,1.85,0.27,1.44,opt,H02,2,N,,Simbad,83.83745,-5.52269,1.3933980220986455
974,672,,,98,4.9,14.0,,2.38,16.380001,14.670001,3.591,K8(H),1.71,-0.19,1.76,0.44,5.87,Simbad,05 35 20.93,-05 28 08.62,1,70,V1522 Ori,K8,1.0,H,3940.0,-0.293,0.65,0.08,0.07,3.1,1.0,1.7,1.54,0.18,7.01,opt,H02,,N,g,Simbad,83.83762,-5.46921,1.5696078481698363
979,674,,,99,2.82,15.02,,,,,3.571,M0.5(H),0.0,-1.0,0.76,0.49,7.11,Simbad,05 35 21.05,-05 25 56.52,1,555,V1339 Ori,M0,1.0,H13,3770.0,,,,,,,,,,6.11,opt,P09,,,c,Simbad,83.83817,-5.43249,1.7130740542107592
982,682,,,99,9.98,16.24,,3.58,19.82,16.36,3.544,M2(H),3.46,-0.61,1.34,0.3,6.1,Simbad,05 35 21.12,-05 33 17.22,1,183,2MASS J05352121-0533175,M2,1.0,H,3490.0,-0.741,0.34,0.05,0.08,3.7,1.2,2.0,1.16,0.16,3.16,opt,R09,2,,,Simbad,83.83837,-5.55487,1.361963182465125
984,680,,,99,4.42,15.85,,,,,,,,,,,,Simbad,05 35 21.16,-05 27 38.32,1,503,2MASS J05352126-0527386,M5,1.0,H13,2880.0,,,,,,,,,,1.67,opt,R09,3,,c,Simbad,83.8386,-5.46073,1.5831694292575471
986,9280,,,99,1.25,15.32,,3.72,19.039999,16.029999,3.526,M3(H),3.01,-0.31,2.07,0.21,5.19,Simbad,05 35 21.16,-05 22 59.22,1,189,V2375 Ori,M3,1.0,H,3360.0,-0.398,0.32,0.09,0.06,1.5,0.7,0.4,1.87,0.31,7.92,opt,H02,,A,g,Simbad,83.8385,-5.38319,1.2235285186337517
987,678,,1974,99,1.97,12.33,,1.84,14.17,12.01,3.695,K1-K2(Sam),2.16,0.55,2.57,1.38,6.0,Simbad,05 35 21.18,-05 24 56.92,1,29,V377 Ori,K4,1.0,StE,4330.0,0.36,1.11,0.32,0.36,1.2,0.5,1.1,2.7,0.41,13.0,opt,H02,3,,,Simbad,83.83871,-5.41591,1.6866067685058206
994,683,,1975,99,3.57,11.76,,1.85,13.610001,12.56,3.623,K6(H),1.05,0.53,3.48,0.47,4.92,Simbad,05 35 21.29,-05 26 43.62,1,46,V1523 Ori,K6,1.0,H,4020.0,0.411,0.76,0.2,0.11,0.6,0.1,0.1,3.31,0.43,11.5,opt,H02,,N,g,Simbad,83.83912,-5.44555,1.5185994696576928
1000,689,,,99,4.07,16.87,,,,,3.483,M5.5(H),0.0,-1.43,0.69,0.08,6.38,Simbad,05 35 21.52,-05 27 14.12,2,608,V2379 Ori,M5.5,1.0,H,2840.0,,,,,,,,,,2.67,NIR,C01,,,c,Simbad,83.84011,-5.45405,1.6540268891799232
1001,686,,,99,6.19,16.4,,,,,,,,,,,,Simbad,05 35 21.53,-05 17 19.02,1,430,[H97b] 20399,M3.5,1.0,D10,3260.0,,,,,,,,,,6.87,opt,R09,3,,c,Simbad,83.84008,-5.28858,1.3388272924725686
1008,695,,,98,3.6,14.62,,2.63,17.25,16.61,3.535,M2.8(P)M2(H),0.64,-0.64,1.37,0.27,6.07,Simbad,05 35 21.62,-05 26 44.02,1,172,V1282 Ori,M2,1.0,H,3490.0,-0.686,0.35,0.06,0.06,3.3,1.1,1.7,1.24,0.17,2.95,opt,R09,,,g,Simbad,83.84053,-5.44565,1.6324145097734954
1011,694,,,99,1.35,14.74,,2.99,17.73,13.759999,3.623,K5-K7(H),3.97,0.05,2.01,0.57,5.81,Simbad,05 35 21.68,-05 23 38.82,1,52,V2383 Ori,K6,2.0,H,4020.0,-0.07,0.72,0.26,0.39,1.9,0.9,3.2,1.9,0.36,7.46,NIR,C01,,A,g,Simbad,83.84071,-5.39422,1.4003108636166335
1013,697,,,99,1.82,14.9,,3.03,17.93,,,,,,,,,Simbad,05 35 21.74,-05 22 08.02,1,161,2MASS J05352184-0522082,M2,1.0,H,3490.0,-0.548,0.36,0.07,0.07,2.3,0.6,1.0,1.45,0.2,0.79,opt,R09,,,g,Simbad,83.84104,-5.36897,1.6592339761479398
1014,9292,,,,1.45,14.95,,2.97,17.92,15.38,3.562,M1(H),2.54,-0.34,1.7,0.34,5.87,Simbad,05 35 21.78,-05 23 55.12,1,21,V494 Ori,K3,1.0,H,4550.0,0.396,1.46,0.4,0.27,1.9,0.9,1.9,2.54,0.38,,,,2,,"a,f",Simbad,83.84088,-5.39832,1.2575012240375083
1016,696,a,,99,6.46,14.06,,3.28,17.34,,,,,,,,,Simbad,05 35 21.79,-05 17 03.20,1,447,[H97b] 20416,M4.2,1.0,D10,3104.0,,,,,,,,,,0.47,opt,R09,,,c,Simbad,83.84112,-5.28425,1.181217121913599
1019,691,,,98,8.47,15.64,,4.35,19.99,16.3,3.509,M4(H),3.69,-0.2,2.54,0.16,4.37,Simbad,05 35 21.80,-05 15 01.02,1,293,V1281 Ori,M4,1.0,H,3160.0,-0.28,0.24,0.09,0.12,0.5,0.43,0.9,2.41,0.51,6.29,opt,S99,2,,,Simbad,83.84128,-5.25031,1.6041287257354249
1020,692,,,99,9.02,13.24,,2.49,15.73,15.45,3.535,M2-3(H),0.28,-0.17,2.33,0.22,4.95,Simbad,05 35 21.82,-05 14 27.52,2,164,2MASS J05352193-0514276,M2.5,1.0,H,3425.0,-0.279,0.36,0.1,0.06,1.3,0.5,0.2,2.06,0.31,1.26,opt,H02,3,N,,Simbad,83.84138,-5.24101,1.6650721696164763
1021,702,,,99,5.25,15.07,,4.09,19.16,15.62,3.518,M3.5(H),3.54,-0.05,2.9,0.14,4.0,Simbad,05 35 21.83,-05 28 26.82,1,266,2MASS J05352192-0528273,M3.5,1.0,H,3260.0,-0.141,0.26,0.07,0.1,0.2,0.14,0.9,2.67,0.5,1.59,opt,R09,3,N,,Simbad,83.84137,-5.47425,1.5513658704531585
1024,704,,,99,5.06,14.7,,2.41,17.11,,,,,,,,,Simbad,05 35 21.96,-05 28 14.82,1,60,V1525 Ori,K8,1.0,H13,3940.0,-0.554,0.68,0.08,0.08,8.2,3.1,5.3,1.14,0.14,1.38,opt,R09,,,a,Simbad,83.84193,-5.47091,1.607002991835867
1026,3121,,,,5.72,16.53,,3.11,19.640001,,,,,,,,,Simbad,05 35 21.98,-05 28 55.27,1,343,2MASS J05352207-0528556,M3.8,1.0,D10,3200.0,-1.381,0.16,0.07,0.12,7.7,3.2,12.3,0.66,0.13,1.34,opt,R09,3,,,Simbad,83.84196,-5.48211,1.3886073127398728
1032,711,,,99,5.42,16.37,,,,,3.471,M6(H),0.0,-1.13,1.03,0.08,5.23,Simbad,05 35 22.13,-05 28 36.12,1,594,2MASS J05352223-0528364,M6,1.0,H,2800.0,,,,,,,,,,1.62,opt,R09,3,,c,Simbad,83.84263,-5.4768,1.5533620267681894
1034,3034,,,,5.43,15.67,,3.91,19.58,,,,,,,,,Simbad,05 35 22.16,-05 18 08.27,1,383,2MASS J05352225-0518087,M5,1.0,H13,2880.0,-0.798,0.12,0.05,0.1,0.4,0.25,2.3,1.61,0.36,2.7,opt,R09,,,g,Simbad,83.84271,-5.30243,1.432311889814702
1035,715,,,99,8.03,15.29,,3.46,18.75,18.75,3.471,M6(H)M5(Eetal),0.0,-0.7,1.7,0.11,4.7,Simbad,05 35 22.18,-05 31 16.52,1,576,V2386 Ori,M6,1.0,H,2800.0,-0.876,,,,,,,1.55,0.24,4.46,opt,E93,2,,b,Simbad,83.84284,-5.52135,1.5545657856249495
1036,719,,,99,12.15,14.49,,3.06,17.55,17.55,3.494,M4-M6(H),0.0,-0.56,1.81,0.14,5.0,Simbad,05 35 22.19,-05 35 26.52,1,297,V1526 Ori,M4,1.0,H13,3160.0,-0.625,0.23,0.11,0.1,2.1,1.9,0.5,1.62,0.34,6.85,opt,S99,3,,,Simbad,83.84283,-5.59075,1.3437458034710312
1038,710,,,99,1.68,12.65,,1.17,13.82,13.82,3.562,M0.5-M1.5(H)M0.1(P),0.0,-0.04,2.4,0.27,5.07,Simbad,05 35 22.21,-05 24 13.72,1,97,V1231 Ori,M0.1,1.0,P,3756.0,-0.152,0.5,0.09,0.11,1.3,0.3,0.7,1.98,0.27,7.81,opt,P09,,A,g,Simbad,83.843,-5.40394,1.7069417099223494
1041,716,,,99,4.34,14.44,,2.88,17.32,17.32,3.5,M4.5e(H),0.0,-0.57,1.73,0.15,5.2,Simbad,05 35 22.27,-05 27 27.92,1,358,V1340 Ori,M4.5e,1.0,H,3020.0,-0.732,0.15,0.06,0.11,1.4,1.38,1.4,1.57,0.31,3.95,opt,H02,2,A,,Simbad,83.84324,-5.45788,1.6679730211375416
