recno,[IHA2007],RAJ2000,DEJ2000,Per,Vmag,Icmag,Kmag,SNR,RV,l_vsini,vsini,Mm,logL,amp,tc,logR,W(Ca)1,W(Ca)2,logR'1,I07,single,Mass,s_Mass,Lum,s_Lum,Gmag,Teff,Mass_calc,Mass_e
276,2-3-3015,08 00 42.32,-60 36 56.30,1.392,20.31,17.38,15.06,6,0.85,,18.8,,-1.93,0.023,116,-1.92,0.34,0.34,-4.64,1,1,0.257,0.036,0.0079,0.00315,18.925228,3238.7,0.19030434782608688,0.009349559060936414
277,2-3-3402,08 00 57.82,-60 33 33.00,3.168,17.3,15.09,12.91,30,0.33,,9.4,,-1.08,0.013,44,-1.14,0.41,0.46,-4.51,1,1,0.41,0.039,0.02622,0.0087,16.529463,,,0.009349559060936414
278,2-3-3475,08 01 00.97,-60 34 20.60,0.713,20.12,17.06,14.64,8,0.07,,27.9,,-1.78,0.015,98,-2.14,0.24,0.33,-4.82,1,1,0.289,0.04,0.0083,0.00344,18.687263,3243.7,0.19247826086956515,0.009349559060936414
279,2-3-3537,08 01 04.02,-60 35 22.40,6.364,17.77,15.58,13.54,14,0.86,<,8.0,,-1.28,0.015,55,-0.94,0.44,0.57,-4.48,1,1,0.531,0.023,0.04442,0.01103,16.933632,3498.3,0.3737168141592922,0.009349559060936414
280,2-3-3611,08 01 07.20,-60 35 46.63,,18.66,16.15,14.08,10,1.54,,30.0,,-1.49,,70,,0.51,0.5,-4.43,0,1,0.44,0.026,0.02482,0.00684,17.554583,3583.1,0.434223602484472,0.009349559060936414
281,2-3-415,07 59 08.61,-60 32 59.74,,18.0,15.7,13.72,12,1.34,<,8.0,,-1.32,,58,,0.51,0.53,-4.42,0,1,0.489,0.023,0.03795,0.00943,17.05174,3658.0,0.48074534161490684,0.009349559060936414
282,2-3-851,07 59 25.70,-60 35 00.08,,19.73,17.05,14.77,8,0.03,,18.8,,-1.83,,104,,0.2,0.27,-4.84,0,1,,,,,18.596424,,,0.009349559060936414
283,2-3-933,07 59 29.02,-60 39 41.70,0.332,17.47,15.35,13.33,9,1.63,,67.5,,-1.2,0.017,50,-2.18,0.15,0.69,-4.96,1,1,0.557,0.022,0.05403,0.01306,16.659004,,,0.009349559060936414
284,2-4-1242,07 59 34.86,-60 30 09.00,3.345,19.09,16.4,14.1,15,20.47,,9.8,*,-1.57,0.017,77,-1.36,0.23,0.23,-4.79,1,1,0.346,0.026,0.01544,0.00438,17.927916,3376.9,0.2752597402597403,0.009349559060936414
285,2-4-1691,07 59 48.19,-60 30 03.49,,18.74,16.31,14.08,19,25.47,<,8.0,*,-1.56,,75,,-0.01,-0.03,,0,1,,,,,17.8201,,,0.009349559060936414
286,2-4-1867,07 59 52.01,-60 29 13.44,,17.75,15.38,13.11,35,0.54,,55.8,,-1.19,,50,,0.48,0.65,-4.45,0,2,0.611,0.022,0.05272,0.01333,16.80704,3621.7,0.45819875776397506,0.009349559060936414
287,2-4-1870,07 59 53.99,-60 29 16.88,,19.15,16.54,14.38,13,1.98,,17.4,,-1.64,,83,,0.39,0.36,-4.55,0,1,0.399,0.031,0.02078,0.00636,18.025585,,,0.009349559060936414
288,2-4-1973,07 59 58.37,-60 24 17.18,,15.88,14.52,12.47,22,0.42,,63.8,,-0.89,,35,,0.51,0.73,-4.41,0,1,0.64,,0.1463,,15.541375,4728.9,0.7785483870967741,0.009349559060936414
289,2-4-2028,07 59 50.36,-60 31 47.51,,16.45,14.29,12.61,71,61.66,,20.5,*,-0.77,,31,,0.02,-0.01,-5.87,0,1,1.07,,5.33196,,14.325419,5690.2,1.0362576687116565,0.009349559060936414
290,2-4-2110,08 00 02.13,-60 30 30.90,1.159,18.64,16.31,14.13,22,0.65,,20.8,,-1.56,0.012,76,-1.82,0.51,0.6,-4.42,1,1,0.436,0.026,0.02624,0.00715,17.728079,3523.1,0.39566371681415924,0.009349559060936414
291,2-4-2259,08 00 07.40,-60 31 17.29,,20.99,17.92,15.53,7,13.78,<,8.0,*,-2.12,,145,,0.21,0.13,-4.87,0,1,,,,,19.523344,,,0.009349559060936414
292,2-4-2314,08 00 09.16,-60 28 16.10,4.292,19.99,17.2,14.95,10,0.29,,8.1,,-1.88,0.01,109,-1.4,0.05,0.17,-5.47,1,1,0.312,0.037,0.01216,0.00448,18.731728,3309.6,0.23155844155844152,0.009349559060936414
293,2-4-2408,08 00 11.82,-60 25 05.40,5.656,18.55,16.07,13.88,11,1.69,,8.6,,-1.46,0.014,67,-1.08,0.56,0.6,-4.39,1,1,0.483,0.025,0.03204,0.00843,17.37992,3661.8,0.48310559006211196,0.009349559060936414
294,2-4-2573,08 00 17.40,-60 31 32.29,,20.84,17.8,15.23,8,0.32,,21.7,,-2.08,,138,,0.29,0.14,-4.72,0,1,,,,,19.42272,,,0.009349559060936414
295,2-4-2908,08 00 27.65,-60 24 49.62,,19.72,16.79,14.23,7,0.29,,17.6,,-1.69,,88,,0.29,0.26,-4.71,0,1,0.414,0.03,0.01723,0.00535,18.333454,3410.7,0.2972077922077921,0.009349559060936414
296,2-4-3227,08 00 38.32,-60 30 47.45,,20.41,17.62,15.46,7,0.34,<,8.0,,-2.04,,132,,0.09,-0.15,-5.23,0,1,,,,,19.156424,,,0.009349559060936414
297,2-4-3516,08 00 34.92,-60 31 27.38,,16.77,14.86,13.12,45,219.34,<,8.0,*,-1.02,,41,,0.15,0.0,-4.94,0,1,,,,,15.861231,4934.3,0.8290180878552973,0.009349559060936414
298,2-4-3615,08 00 51.72,-60 31 44.05,,19.9,17.24,14.82,9,38.81,<,8.0,*,-1.91,,113,,-0.02,-0.09,,0,1,0.324,0.037,0.01339,0.00487,18.735657,3367.4,0.26909090909090916,0.009349559060936414
299,2-4-4035,08 01 04.82,-60 29 18.11,,19.33,16.62,14.45,9,1.45,,8.9,,-1.66,,85,,0.35,0.29,-4.61,0,1,0.371,0.032,0.01745,0.00553,18.112701,3396.2,0.28779220779220765,0.009349559060936414
300,2-4-818,07 59 21.50,-60 27 52.97,,18.06,15.74,13.6,12,38.63,<,8.0,*,-1.34,,59,,0.03,0.02,-5.61,0,1,0.631,0.025,0.06063,0.01609,17.104654,3722.1,0.5117375886524822,0.009349559060936414
301,2-5-107,08 01 22.88,-60 53 05.67,,16.64,14.8,12.97,45,0.51,<,8.0,,-1.01,,40,,0.31,0.39,-4.6,0,1,0.65,,0.10422,,15.881578,4374.4,0.9,0.009349559060936414
302,2-5-1074,08 01 47.18,-60 57 54.50,0.864,19.17,16.55,14.28,15,0.41,,23.3,,-1.64,0.008,83,-1.98,0.28,0.42,-4.69,1,1,0.448,0.035,0.02463,0.00794,18.039629,3383.2,0.27935064935064924,0.009349559060936414
303,2-5-1173,08 01 58.69,-60 50 49.05,,16.49,14.78,13.99,45,19.73,<,8.0,*,-1.02,,41,,-0.02,-0.01,,0,1,1.12,,1.77029,,15.490098,5895.1,1.0991104294478529,0.009349559060936414
304,2-5-1251,08 01 55.47,-60 52 13.20,,21.17,17.85,14.11,8,2.12,,25.9,,-2.06,,135,,0.34,0.22,-4.69,0,1,,,,,19.60535,,,0.009349559060936414
305,2-5-1285,08 02 01.24,-60 55 11.98,,21.01,17.98,15.62,5,3.23,,26.0,,-2.15,,150,,0.19,0.18,-4.9,0,1,,,,,19.592402,,,0.009349559060936414
306,2-5-1321,08 02 01.92,-60 58 50.27,,15.59,14.1,12.01,50,14.46,<,8.0,*,-0.74,,29,,0.5,0.55,-4.4,0,1,0.622,0.021,0.06668,0.01562,15.3918,,,0.009349559060936414
