recno,RAJ2000,DEJ2000,i'mag,Per,Power,l_FAP,FAP,Amp,Mass,bin,Vmag,Icmag,Jmag,Hmag,Kmag,Mmb,XH,PSS,single,Mass_calc,Mass_e
459,02 18 36.22,+57 16 11.3,19.99,0.341,133.5,,0.003,0.048,0.48,1,22.25,19.38,17.53,16.68,4.561360819912036,1.0,,0.999996,1,0.500325811921982,0.012947409840164022
460,02 19 49.57,+57 10 20.1,19.71,2.63,133.3,,0.003,0.03,0.56,1,21.93,19.1,17.42,16.52,4.421360819912035,1.0,X,0.999993,1,0.5530206017718451,0.012947409840164022
461,02 19 08.24,+57 02 34.5,18.83,10.5,133.3,,0.003,0.024,0.84,1,20.5,18.31,16.82,16.05,3.9913608199120354,1.0,,0.999981,1,0.7220326775726258,0.012947409840164022
462,02 18 44.17,+57 12 47.5,17.59,3.82,133.2,,0.003,0.007,1.16,1,18.81,17.17,15.94,15.29,3.251360819912035,1.0,X,0.999997,1,1.0464052059321876,0.012947409840164022
463,02 18 28.13,+57 00 06.6,15.83,10.0,133.1,,0.003,0.002,1.43,2,16.74,15.46,14.56,14.0,2.0413608199120343,3.0,,0.999982,1,,0.0
464,02 18 57.26,+57 11 15.8,17.55,0.479,132.2,,0.004,0.013,1.17,2,,,15.66,14.93,2.891360819912034,,X,0.999991,1,1.179729827465339,0.012947409840164022
465,02 19 22.16,+57 12 52.9,19.23,5.41,131.4,,0.005,0.029,0.7,2,21.35,18.69,16.86,16.05,3.9113608199120353,1.0,,0.999993,1,0.756236686877803,0.012947409840164022
466,02 17 56.78,+57 06 31.1,18.94,7.46,131.3,,0.005,0.022,0.81,1,,,16.96,16.15,4.131360819912034,,,0.999998,1,0.6651593488006824,0.012947409840164022
467,02 18 18.99,+57 10 19.9,16.14,3.57,130.4,,0.005,0.004,1.38,1,16.96,15.77,14.86,14.39,2.4113608199120353,3.0,,0.999998,1,,0.0
468,02 19 31.00,+57 14 31.7,17.76,1.5,130.1,,0.005,0.009,1.13,2,19.29,17.27,15.84,15.06,3.011360819912035,3.0,X,0.999982,1,1.1385104716673613,0.012947409840164022
469,02 18 34.50,+57 11 10.8,19.03,6.99,129.9,,0.005,0.02,0.77,1,20.87,18.48,17.0,16.23,4.161360819912035,1.0,,0.99999,1,0.6533333965558867,0.012947409840164022
470,02 18 36.22,+57 13 47.4,20.01,0.421,129.9,,0.005,0.038,0.48,1,,,17.48,16.67,4.581360819912035,,,0.999996,1,0.4939370798169803,0.012947409840164022
471,02 18 14.88,+57 13 22.6,17.3,0.256,129.7,,0.005,0.007,1.22,2,18.59,16.79,15.43,14.68,2.631360819912034,1.0,,0.999985,1,1.2495029944974694,0.012947409840164022
473,02 19 36.74,+56 59 59.2,15.79,0.873,128.9,,0.006,0.003,1.44,1,16.41,15.42,14.77,14.41,2.471360819912034,3.0,,0.999998,1,1.2910684843261488,0.012947409840164022
474,02 18 02.78,+57 10 22.7,19.1,6.1,128.8,,0.006,0.022,0.75,1,21.06,18.53,16.82,16.01,3.9113608199120353,1.0,,0.999993,1,0.756236686877803,0.012947409840164022
475,02 19 34.14,+57 10 44.4,17.87,6.25,128.6,,0.006,0.017,1.11,1,19.15,17.39,16.09,15.4,3.381360819912034,1.0,,0.999995,1,0.991515850932051,0.012947409840164022
476,02 18 09.14,+57 10 13.3,18.65,5.1,128.1,,0.006,0.016,0.9,1,,,16.72,15.93,3.8613608199120346,,,0.999995,1,0.7767836041120367,0.012947409840164022
477,02 18 02.91,+57 10 37.0,16.03,1.56,128.0,,0.006,0.002,1.39,1,16.88,15.68,14.82,14.41,2.4613608199120343,3.0,,0.999998,1,1.2937949388625944,0.012947409840164022
478,02 19 36.21,+57 14 55.0,19.6,0.473,127.3,,0.006,0.023,0.59,1,21.77,19.0,17.21,16.39,4.2813608199120345,1.0,,0.999997,1,0.6054383197857767,0.012947409840164022
479,02 18 51.36,+57 04 13.1,18.91,7.63,127.3,,0.006,0.043,0.82,1,,,16.84,16.06,4.0313608199120345,,X,0.999998,1,0.7042783392641232,0.012947409840164022
480,02 19 12.08,+57 06 01.8,20.28,5.56,127.2,,0.006,0.075,0.4,1,,,17.8,17.03,4.951360819912036,,,0.999425,1,0.38215029218293917,0.012947409840164022
481,02 18 33.83,+57 15 01.0,16.19,6.52,126.9,,0.006,0.004,1.38,2,,,14.77,14.25,2.301360819912034,,,0.999992,1,,0.0
484,02 19 44.07,+57 03 11.9,16.04,0.149,126.8,,0.006,0.003,1.39,1,16.85,15.64,14.76,14.35,2.4113608199120353,3.0,,0.999998,1,,0.0
485,02 19 00.50,+57 06 46.6,18.76,2.64,126.0,,0.006,0.059,0.87,1,,,16.79,16.06,4.0313608199120345,,,0.999983,1,0.7042783392641232,0.012947409840164022
486,02 19 55.09,+57 09 33.2,17.65,7.35,125.9,,0.006,0.007,1.15,1,18.85,17.18,16.03,15.39,3.341360819912035,1.0,,0.999994,1,1.0091219298496459,0.012947409840164022
487,02 19 18.34,+57 04 56.4,19.15,4.12,125.8,,0.006,0.035,0.73,1,20.99,18.64,17.01,16.21,4.181360819912035,1.0,X,0.999992,1,0.64523658239924,0.012947409840164022
488,02 19 21.39,+57 13 44.3,19.52,0.537,125.7,,0.006,0.02,0.61,2,21.89,18.86,16.9,16.1,3.971360819912034,1.0,,,2,0.7299987562560432,0.012947409840164022
489,02 19 43.54,+57 16 41.9,18.15,4.52,125.6,,0.006,0.017,1.04,1,19.73,17.62,16.29,15.47,3.3713608199120344,1.0,,0.999986,1,0.9962757614853459,0.012947409840164022
490,02 19 36.10,+57 09 11.6,19.77,0.55,124.3,,0.007,0.038,0.54,1,21.98,19.15,17.37,16.59,4.421360819912035,1.0,,0.99999,1,0.5530206017718451,0.012947409840164022
491,02 19 57.75,+57 04 03.0,19.27,1.3,123.9,,0.007,0.023,0.69,2,21.54,18.62,16.79,15.96,3.891360819912034,1.0,,0.999997,1,0.7644896500173062,0.012947409840164022
492,02 19 58.20,+57 10 32.2,17.33,6.14,123.5,,0.007,0.006,1.21,2,18.72,16.89,15.61,14.88,2.811360819912034,3.0,,0.999992,1,1.2047556529319503,0.012947409840164022
493,02 19 23.73,+57 03 01.3,19.12,6.03,123.2,,0.007,0.03,0.74,1,20.9,18.57,17.06,16.2,4.161360819912035,1.0,X,0.999961,1,0.6533333965558867,0.012947409840164022
494,02 20 03.18,+57 11 45.0,18.5,0.231,123.0,,0.007,0.016,0.95,2,20.46,17.93,16.32,15.43,3.311360819912034,1.0,,0.999923,1,1.0220558732510514,0.012947409840164022
495,02 18 02.60,+57 09 46.4,18.24,2.93,122.6,,0.008,0.012,1.02,1,,,16.3,15.55,3.4913608199120354,,,0.999988,1,0.9414164252085837,0.012947409840164022
496,02 18 45.57,+57 13 02.8,18.86,10.8,121.9,,0.009,0.017,0.83,2,20.9,18.3,16.63,15.79,3.681360819912035,1.0,,0.999976,1,0.856014950015867,0.012947409840164022
497,02 17 56.75,+57 10 54.7,19.98,8.47,121.7,,0.009,0.049,0.48,1,22.21,19.38,17.58,16.72,4.611360819912036,1.0,,0.999997,1,0.4842115807408895,0.012947409840164022
498,02 18 29.49,+57 10 42.1,19.82,0.336,121.1,,0.009,0.053,0.47,1,,,17.46,16.65,4.501360819912033,,,0.999549,1,0.5226861553749079,0.012947409840164022
499,02 19 17.65,+57 13 16.4,18.71,4.88,120.6,,0.009,0.02,0.88,1,20.26,18.18,16.69,15.91,3.841360819912035,1.0,,0.999995,1,0.7861282380602761,0.012947409840164022
500,02 18 01.61,+57 10 55.5,19.54,0.468,120.3,,0.009,0.033,0.61,1,21.64,18.98,17.13,16.34,4.261360819912035,1.0,,0.999997,1,0.6133033729937276,0.012947409840164022
501,02 18 14.67,+57 04 00.5,19.69,0.543,120.3,,0.009,0.039,0.56,2,21.75,19.05,17.08,16.29,4.181360819912035,1.0,X,0.999459,1,0.64523658239924,0.012947409840164022
502,02 18 33.95,+57 10 39.7,20.29,1.34,120.1,,0.009,0.049,0.41,1,,,17.82,17.02,4.9113608199120335,,,0.999307,1,0.3920622530145465,0.012947409840164022
503,02 19 21.82,+57 07 07.2,18.64,0.842,118.4,,0.009,0.021,0.91,1,20.22,18.15,16.65,15.87,3.8613608199120346,1.0,X,0.999996,1,0.7767836041120367,0.012947409840164022
504,02 18 03.08,+57 15 34.0,19.56,0.645,118.2,,0.009,0.037,0.6,2,21.86,18.9,16.91,16.11,4.001360819912035,1.0,,0.999995,1,0.7170792220901626,0.012947409840164022
505,02 18 25.64,+57 09 05.4,20.12,3.79,118.0,,0.009,0.045,0.45,1,,,17.62,16.9,4.731360819912034,,X,0.998148,1,0.44682491604877717,0.012947409840164022
506,02 19 37.14,+57 12 25.1,18.45,3.33,117.4,,0.009,0.009,0.97,2,20.36,17.93,16.22,15.4,3.311360819912034,1.0,,0.999973,1,1.0220558732510514,0.012947409840164022
507,02 18 36.80,+57 14 30.3,19.57,1.17,116.4,,0.01,0.041,0.6,1,,,17.34,16.52,4.461360819912034,,,0.999988,1,0.5376879052330541,0.012947409840164022
508,02 18 03.27,+57 08 23.3,19.95,10.9,115.2,,0.01,0.034,0.5,1,22.29,19.37,17.6,16.81,4.711360819912034,1.0,,0.999995,1,0.45280238909326853,0.012947409840164022
509,02 18 17.30,+57 06 59.6,16.99,3.4,115.2,,0.01,0.015,1.26,2,18.08,16.55,15.36,14.66,2.6613608199120353,3.0,X,0.999993,1,1.2424896507923657,0.012947409840164022
511,02 19 23.74,+57 14 01.8,18.86,0.792,114.7,,0.01,0.016,0.83,1,20.49,18.27,16.75,15.94,3.8713608199120344,1.0,,0.999992,1,0.7725891562033238,0.012947409840164022
512,02 19 01.95,+57 00 43.1,19.79,0.45,113.9,,0.01,0.049,0.52,1,22.14,19.2,17.33,16.58,4.481360819912034,1.0,,0.999994,1,0.5305782396746698,0.012947409840164022
514,02 19 35.98,+57 08 56.1,19.86,5.41,113.0,,0.01,0.037,0.51,1,22.05,19.27,17.54,16.69,4.581360819912035,1.0,,0.999994,1,0.4939370798169803,0.012947409840164022
515,02 19 11.00,+57 09 29.5,17.65,0.357,111.7,,0.011,0.029,1.15,1,18.95,17.26,15.87,15.22,3.1513608199120355,1.0,X,0.999998,1,1.089191263906934,0.012947409840164022
517,02 18 11.00,+57 02 46.1,18.35,4.18,111.2,,0.011,0.013,0.99,1,19.73,17.88,16.55,15.79,3.7713608199120348,1.0,,0.999994,1,0.815764131148197,0.012947409840164022
518,02 19 33.64,+57 14 08.6,20.03,7.75,111.0,,0.011,0.037,0.47,1,22.24,19.36,17.66,16.83,4.711360819912034,1.0,,0.999997,1,0.45280238909326853,0.012947409840164022
519,02 18 33.63,+57 14 37.1,19.89,1.26,110.9,,0.011,0.035,0.51,1,22.19,19.25,17.51,16.67,4.581360819912035,1.0,,0.999997,1,0.4939370798169803,0.012947409840164022
520,02 19 39.05,+57 10 57.4,19.65,0.463,110.8,,0.011,0.023,0.58,2,21.97,19.0,17.02,16.24,4.121360819912034,1.0,,0.999993,1,0.6688684404404166,0.012947409840164022
521,02 19 15.60,+57 02 46.3,19.85,0.814,110.8,,0.011,0.054,0.51,1,22.06,19.22,17.39,16.62,4.521360819912033,1.0,,0.999992,1,0.5149960197623078,0.012947409840164022
522,02 19 20.87,+57 10 42.8,19.85,7.75,110.1,,0.011,0.065,0.52,1,22.37,19.4,17.48,16.64,4.5313608199120345,1.0,,0.999999,1,0.5117845976691608,0.012947409840164022
523,02 18 34.62,+57 13 29.8,17.57,8.03,109.9,,0.011,0.006,1.17,2,,,15.77,15.02,2.9913608199120354,,,0.999961,1,1.1446459245224938,0.012947409840164022
524,02 18 04.19,+57 15 38.3,16.65,7.32,109.8,,0.011,0.007,1.32,1,17.64,16.22,15.23,14.65,2.681360819912035,1.0,,0.999994,1,1.2368620948259375,0.012947409840164022
525,02 18 08.28,+57 13 42.2,19.63,12.5,109.5,,0.011,0.02,0.58,1,,,17.22,16.42,4.321360819912034,,,0.999993,1,0.5901419556096824,0.012947409840164022
526,02 19 06.22,+57 04 41.6,18.73,6.25,109.5,,0.011,0.036,0.88,1,20.31,18.21,16.74,15.97,3.921360819912035,1.0,X,0.999996,1,0.7511776825804246,0.012947409840164022
527,02 18 32.05,+57 11 57.8,17.8,0.259,109.4,,0.011,0.01,1.13,1,19.02,17.32,16.08,15.37,3.341360819912035,0.0,,0.999996,1,1.0091219298496459,0.012947409840164022
528,02 18 05.73,+57 09 01.3,19.7,1.23,108.6,,0.011,0.027,0.56,1,21.8,19.08,17.39,16.64,4.501360819912033,1.0,,0.999998,1,0.5226861553749079,0.012947409840164022
529,02 19 16.04,+57 04 59.5,18.84,0.285,108.1,,0.011,0.022,0.85,1,,,16.72,15.9,3.8613608199120346,,,0.999998,1,0.7767836041120367,0.012947409840164022
530,02 18 36.67,+57 08 29.9,18.28,1.68,107.8,,0.011,0.012,1.01,1,,,16.49,15.75,3.6913608199120347,,X,0.999996,1,0.8516265334381407,0.012947409840164022
531,02 18 25.19,+57 12 05.3,16.25,3.26,107.4,,0.011,0.004,1.37,1,17.14,15.86,14.93,14.48,2.5213608199120348,3.0,,0.999994,1,1.2780879163362007,0.012947409840164022
532,02 19 38.21,+57 00 29.7,19.05,6.45,107.3,,0.011,0.02,0.76,1,20.88,18.49,16.97,16.17,4.101360819912035,1.0,,0.999997,1,0.6762573244966202,0.012947409840164022
533,02 19 51.82,+57 01 54.1,20.13,3.76,107.1,,0.011,0.036,0.44,1,22.37,19.48,17.64,16.84,4.771360819912033,1.0,,0.994072,1,0.4343203568507768,0.012947409840164022
534,02 19 06.94,+57 05 36.5,19.22,3.91,106.6,,0.012,0.021,0.7,1,21.07,18.66,17.04,16.23,4.161360819912035,1.0,,0.999993,1,0.6533333965558867,0.012947409840164022
535,02 18 36.21,+57 13 05.3,19.78,2.23,105.8,,0.012,0.046,0.54,1,22.15,19.23,17.4,16.58,4.481360819912034,1.0,,0.999998,1,0.5305782396746698,0.012947409840164022
536,02 19 31.99,+57 08 49.3,19.76,4.0,105.2,,0.012,0.055,0.55,1,,,17.39,16.53,4.391360819912034,,,0.999997,1,0.5643990778166258,0.012947409840164022
537,02 18 31.12,+57 12 19.3,18.12,6.08,104.7,,0.012,0.027,1.05,2,,,16.09,15.35,3.251360819912035,,,0.999998,1,1.0464052059321876,0.012947409840164022
538,02 18 32.96,+56 59 32.8,18.94,3.77,103.5,,0.014,0.02,0.81,1,,,16.94,16.14,4.061360819912034,,,0.999999,1,0.6920036448577614,0.012947409840164022
539,02 18 24.39,+57 05 50.1,19.82,6.76,103.3,,0.014,0.022,0.53,2,22.34,19.2,17.21,16.45,4.341360819912033,1.0,,0.999989,1,0.5826261994309702,0.012947409840164022
540,02 19 33.86,+57 14 59.6,20.09,4.55,103.0,,0.014,0.036,0.45,1,,,17.7,16.9,4.7813608199120345,,,0.999997,1,0.43104894353225887,0.012947409840164022
541,02 19 21.43,+57 05 36.9,18.81,8.13,102.6,,0.014,0.017,0.85,2,20.83,18.25,16.52,15.69,3.6213608199120344,1.0,,0.999985,1,0.8827785934378296,0.012947409840164022
543,02 19 37.25,+57 10 55.5,19.25,0.271,101.4,,0.015,0.018,0.69,1,21.16,18.79,17.0,16.2,4.091360819912035,1.0,,0.999995,1,0.6808594350427077,0.012947409840164022
544,02 19 09.21,+57 04 36.4,18.19,0.272,101.0,,0.015,0.015,1.04,1,19.66,17.7,16.25,15.48,3.431360819912035,1.0,X,0.999992,1,0.9686576751532654,0.012947409840164022
546,02 19 52.62,+57 08 38.0,19.24,7.81,100.8,,0.015,0.017,0.69,1,21.46,18.67,16.96,16.1,3.981360819912034,1.0,,0.999572,1,0.7261363991574287,0.012947409840164022
547,02 18 23.88,+57 03 28.4,18.58,0.461,100.0,,0.015,0.014,0.93,2,20.37,18.05,16.31,15.52,3.4513608199120345,1.0,X,0.999994,1,0.9604350550727874,0.012947409840164022
548,02 19 34.87,+57 01 25.4,19.49,5.24,99.8,,0.015,0.026,0.63,1,21.44,18.84,17.27,16.44,4.331360819912035,1.0,,0.999996,1,0.586731118402439,0.012947409840164022
549,02 19 25.89,+57 10 43.0,19.22,6.72,98.7,,0.015,0.022,0.71,1,21.05,18.66,17.04,16.25,4.1513608199120355,1.0,,0.999987,1,0.656962133700282,0.012947409840164022
550,02 18 07.95,+57 03 59.3,15.81,0.314,98.1,,0.015,0.002,1.43,1,16.5,15.47,14.73,14.4,2.481360819912034,3.0,,0.999997,1,1.2879947972719312,0.012947409840164022
552,02 18 33.58,+57 07 38.6,18.96,6.94,96.3,,0.016,0.016,0.8,1,,,16.89,16.08,4.041360819912034,,X,0.999993,1,0.7004986432134263,0.012947409840164022
553,02 18 04.70,+57 04 20.5,20.08,5.88,95.2,,0.016,0.033,0.46,1,22.39,19.41,17.63,16.84,4.761360819912035,1.0,,0.999433,1,0.4375358562933247,0.012947409840164022
554,02 18 05.61,+57 03 29.8,20.03,3.79,94.6,,0.016,0.03,0.47,1,,,17.47,16.71,4.601360819912035,,,0.999995,1,0.4876326829016735,0.012947409840164022
555,02 19 38.65,+57 09 02.3,19.78,2.93,94.5,,0.016,0.039,0.54,2,22.25,19.13,17.2,16.43,4.271360819912033,1.0,,0.999982,1,0.6097787864669437,0.012947409840164022
556,02 18 19.73,+57 06 57.3,19.35,3.45,94.1,,0.016,0.021,0.66,1,21.18,18.86,17.23,16.39,4.341360819912033,1.0,,0.999998,1,0.5826261994309702,0.012947409840164022
557,02 18 25.96,+57 04 13.1,19.73,7.25,93.2,,0.017,0.039,0.55,1,,,17.34,16.51,4.4113608199120335,,,0.999329,1,0.5569368144460576,0.012947409840164022
558,02 19 52.04,+57 02 19.1,16.65,6.83,92.9,,0.018,0.004,1.31,1,17.67,16.25,15.21,14.68,2.731360819912034,3.0,,0.999994,1,1.2242400953902,0.012947409840164022
559,02 18 28.61,+57 07 26.0,19.59,5.05,91.3,,0.019,0.024,0.59,1,21.84,18.98,17.19,16.42,4.341360819912033,1.0,,0.999992,1,0.5826261994309702,0.012947409840164022
560,02 19 12.01,+57 13 25.5,19.83,0.631,91.2,,0.019,0.022,0.52,1,21.98,19.18,17.4,16.55,4.451360819912036,1.0,,0.999994,1,0.5417566057859952,0.012947409840164022
561,02 19 50.23,+57 10 56.8,20.14,11.4,88.8,,0.024,0.028,0.44,1,22.35,19.45,17.69,16.87,4.741360819912035,1.0,,0.999576,1,0.4434558656441745,0.012947409840164022
562,02 19 43.02,+57 13 10.9,16.53,6.85,88.7,,0.024,0.003,1.33,2,17.73,16.05,14.94,14.26,2.2813608199120345,3.0,,0.999967,1,,0.0
564,02 19 18.72,+57 05 33.4,16.15,2.82,86.9,,0.025,0.003,1.38,2,17.21,15.74,14.65,14.11,2.1513608199120355,3.0,,0.999998,1,,0.0
565,02 19 45.17,+57 05 07.4,20.06,0.686,84.7,,0.027,0.031,0.46,1,22.47,19.43,17.5,16.68,4.591360819912033,1.0,,0.999817,1,0.49049631254691983,0.012947409840164022
566,02 18 37.46,+57 07 40.0,16.92,10.4,84.6,,0.027,0.004,1.28,1,18.04,16.54,15.41,14.78,2.8213608199120355,3.0,,0.999987,1,1.2017583199228898,0.012947409840164022
568,02 19 51.85,+57 03 41.4,19.73,0.32,83.5,,0.029,0.02,0.55,2,22.26,19.01,17.01,16.22,4.091360819912035,1.0,X,0.999995,1,0.6808594350427077,0.012947409840164022
570,02 18 08.83,+57 05 22.4,19.93,6.58,82.5,,0.03,0.041,0.49,1,22.06,19.29,17.56,16.73,4.631360819912036,1.0,,0.999998,1,0.4779385394858426,0.012947409840164022
571,02 19 23.18,+57 02 10.8,19.53,6.04,81.5,,0.031,0.044,0.61,1,21.58,18.92,17.31,16.48,4.4013608199120355,1.0,,0.999987,1,0.5602481543243778,0.012947409840164022
574,02 18 48.55,+57 10 30.4,19.8,3.26,78.8,,0.035,0.024,0.53,1,21.99,19.17,17.49,16.68,4.561360819912036,1.0,,0.999996,1,0.500325811921982,0.012947409840164022
575,02 19 42.62,+57 09 05.4,18.75,5.18,78.4,,0.036,0.01,0.87,1,20.4,18.27,16.76,15.98,3.881360819912034,1.0,,0.999995,1,0.7684791800795461,0.012947409840164022
576,02 19 41.12,+57 07 53.4,18.86,0.369,77.9,,0.036,0.017,0.84,2,20.9,18.24,16.53,15.67,3.5713608199120355,1.0,X,0.999994,1,0.9053533960216762,0.012947409840164022
577,02 18 48.88,+57 07 41.7,19.93,3.31,77.8,,0.036,0.033,0.48,1,22.03,19.35,17.59,16.73,4.641360819912034,1.0,X,0.999991,1,0.47520306267342394,0.012947409840164022
578,02 18 18.44,+57 07 22.1,19.52,0.269,77.6,,0.036,0.023,0.61,1,,,17.19,16.37,4.271360819912033,,X,0.999998,1,0.6097787864669437,0.012947409840164022
580,02 18 42.78,+57 14 13.4,16.36,2.89,77.4,,0.036,0.002,1.35,1,17.27,15.98,15.01,14.51,2.5413608199120343,3.0,X,0.999998,1,1.2722121585759838,0.012947409840164022
583,02 19 36.57,+57 02 53.1,16.26,0.216,75.7,,0.044,0.002,1.37,1,17.17,15.83,14.86,14.4,2.431360819912035,3.0,X,0.999998,1,1.3002888374378447,0.012947409840164022
584,02 19 33.01,+57 06 48.4,20.03,4.48,74.7,,0.045,0.034,0.46,1,22.37,19.42,17.45,16.68,4.581360819912035,1.0,,0.999993,1,0.4939370798169803,0.012947409840164022
586,02 19 58.23,+57 07 22.7,18.94,3.16,72.5,,0.049,0.016,0.81,1,20.73,18.41,16.83,15.98,3.9613608199120343,1.0,,0.999992,1,0.7340744230431856,0.012947409840164022
