recno,RAJ2000,DEJ2000,i'mag,Per,Power,l_FAP,FAP,Amp,bin,Vmag,Icmag,Jmag,Hmag,Kmag,Mmb,XH,PSS,single,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
509,02 18 17.30,+57 06 59.6,16.99,3.4,115.2,,0.01,0.015,2,18.08,16.55,15.36,14.66,14.47,3,X,0.999993,1,,,,,,
511,02 19 23.74,+57 14 01.8,18.86,0.792,114.7,,0.01,0.016,1,20.49,18.27,16.75,15.94,15.68,1,,0.999992,1,,,,,,
512,02 19 01.95,+57 00 43.1,19.79,0.45,113.9,,0.01,0.049,1,22.14,19.2,17.33,16.58,16.29,1,,0.999994,1,,,,,,
514,02 19 35.98,+57 08 56.1,19.86,5.41,113.0,,0.01,0.037,1,22.05,19.27,17.54,16.69,16.39,1,,0.999994,1,,,,,,
515,02 19 11.00,+57 09 29.5,17.65,0.357,111.7,,0.011,0.029,1,18.95,17.26,15.87,15.22,14.96,1,X,0.999998,1,,,,,,
517,02 18 11.00,+57 02 46.1,18.35,4.18,111.2,,0.011,0.013,1,19.73,17.88,16.55,15.79,15.58,1,,0.999994,1,,,,,,
518,02 19 33.64,+57 14 08.6,20.03,7.75,111.0,,0.011,0.037,1,22.24,19.36,17.66,16.83,16.52,1,,0.999997,1,,,,,,
519,02 18 33.63,+57 14 37.1,19.89,1.26,110.9,,0.011,0.035,1,22.19,19.25,17.51,16.67,16.39,1,,0.999997,1,,,,,,
520,02 19 39.05,+57 10 57.4,19.65,0.463,110.8,,0.011,0.023,2,21.97,19.0,17.02,16.24,15.93,1,,0.999993,1,,,,,,
521,02 19 15.60,+57 02 46.3,19.85,0.814,110.8,,0.011,0.054,1,22.06,19.22,17.39,16.62,16.33,1,,0.999992,1,,,,,,
522,02 19 20.87,+57 10 42.8,19.85,7.75,110.1,,0.011,0.065,1,22.37,19.4,17.48,16.64,16.34,1,,0.999999,1,,,,,,
523,02 18 34.62,+57 13 29.8,17.57,8.03,109.9,,0.011,0.006,2,,,15.77,15.02,14.8,,,0.999961,1,4041.0,164.0,0.545,0.064,0.03045,-1.13864483980674
524,02 18 04.19,+57 15 38.3,16.65,7.32,109.8,,0.011,0.007,1,17.64,16.22,15.23,14.65,14.49,1,,0.999994,1,5063.0,127.0,0.85,,,-0.4290253152290334
525,02 18 08.28,+57 13 42.2,19.63,12.5,109.5,,0.011,0.02,1,,,17.22,16.42,16.13,,,0.999993,1,,,,,,
526,02 19 06.22,+57 04 41.6,18.73,6.25,109.5,,0.011,0.036,1,20.31,18.21,16.74,15.97,15.73,1,X,0.999996,1,,,,,,
527,02 18 32.05,+57 11 57.8,17.8,0.259,109.4,,0.011,0.01,1,19.02,17.32,16.08,15.37,15.15,0,,0.999996,1,,,,,,
528,02 18 05.73,+57 09 01.3,19.7,1.23,108.6,,0.011,0.027,1,21.8,19.08,17.39,16.64,16.31,1,,0.999998,1,,,,,,
529,02 19 16.04,+57 04 59.5,18.84,0.285,108.1,,0.011,0.022,1,,,16.72,15.9,15.67,,,0.999998,1,,,,,,
530,02 18 36.67,+57 08 29.9,18.28,1.68,107.8,,0.011,0.012,1,,,16.49,15.75,15.5,,X,0.999996,1,,,,,,
531,02 18 25.19,+57 12 05.3,16.25,3.26,107.4,,0.011,0.004,1,17.14,15.86,14.93,14.48,14.33,3,,0.999994,1,5611.0,140.0,0.99,,,0.48333334944406287
532,02 19 38.21,+57 00 29.7,19.05,6.45,107.3,,0.011,0.02,1,20.88,18.49,16.97,16.17,15.91,1,,0.999997,1,4044.0,193.0,0.63,,,-1.3617104645857432
533,02 19 51.82,+57 01 54.1,20.13,3.76,107.1,,0.011,0.036,1,22.37,19.48,17.64,16.84,16.58,1,,0.994072,1,,,,,,
534,02 19 06.94,+57 05 36.5,19.22,3.91,106.6,,0.012,0.021,1,21.07,18.66,17.04,16.23,15.97,1,,0.999993,1,,,,,,
535,02 18 36.21,+57 13 05.3,19.78,2.23,105.8,,0.012,0.046,1,22.15,19.23,17.4,16.58,16.29,1,,0.999998,1,,,,,,
536,02 19 31.99,+57 08 49.3,19.76,4.0,105.2,,0.012,0.055,1,,,17.39,16.53,16.2,,,0.999997,1,,,,,,
537,02 18 31.12,+57 12 19.3,18.12,6.08,104.7,,0.012,0.027,2,,,16.09,15.35,15.06,,,0.999998,1,,,,,,
538,02 18 32.96,+56 59 32.8,18.94,3.77,103.5,,0.014,0.02,1,,,16.94,16.14,15.87,,,0.999999,1,,,,,,
539,02 18 24.39,+57 05 50.1,19.82,6.76,103.3,,0.014,0.022,2,22.34,19.2,17.21,16.45,16.15,1,,0.999989,1,,,,,,
540,02 19 33.86,+57 14 59.6,20.09,4.55,103.0,,0.014,0.036,1,,,17.7,16.9,16.59,,,0.999997,1,,,,,,
541,02 19 21.43,+57 05 36.9,18.81,8.13,102.6,,0.014,0.017,2,20.83,18.25,16.52,15.69,15.43,1,,0.999985,1,,,,,,
543,02 19 37.25,+57 10 55.5,19.25,0.271,101.4,,0.015,0.018,1,21.16,18.79,17.0,16.2,15.9,1,,0.999995,1,,,,,,
544,02 19 09.21,+57 04 36.4,18.19,0.272,101.0,,0.015,0.015,1,19.66,17.7,16.25,15.48,15.24,1,X,0.999992,1,,,,,,
546,02 19 52.62,+57 08 38.0,19.24,7.81,100.8,,0.015,0.017,1,21.46,18.67,16.96,16.1,15.79,1,,0.999572,1,,,,,,
547,02 18 23.88,+57 03 28.4,18.58,0.461,100.0,,0.015,0.014,2,20.37,18.05,16.31,15.52,15.26,1,X,0.999994,1,,,,,,
548,02 19 34.87,+57 01 25.4,19.49,5.24,99.8,,0.015,0.026,1,21.44,18.84,17.27,16.44,16.14,1,,0.999996,1,,,,,,
549,02 19 25.89,+57 10 43.0,19.22,6.72,98.7,,0.015,0.022,1,21.05,18.66,17.04,16.25,15.96,1,,0.999987,1,,,,,,
550,02 18 07.95,+57 03 59.3,15.81,0.314,98.1,,0.015,0.002,1,16.5,15.47,14.73,14.4,14.29,3,,0.999997,1,6373.0,123.0,1.27,,,1.0208355152174062
552,02 18 33.58,+57 07 38.6,18.96,6.94,96.3,,0.016,0.016,1,,,16.89,16.08,15.85,,X,0.999993,1,,,,,,
554,02 18 05.61,+57 03 29.8,20.03,3.79,94.6,,0.016,0.03,1,,,17.47,16.71,16.41,,,0.999995,1,,,,,,
555,02 19 38.65,+57 09 02.3,19.78,2.93,94.5,,0.016,0.039,2,22.25,19.13,17.2,16.43,16.08,1,,0.999982,1,,,,,,
556,02 18 19.73,+57 06 57.3,19.35,3.45,94.1,,0.016,0.021,1,21.18,18.86,17.23,16.39,16.15,1,,0.999998,1,,,,,,
557,02 18 25.96,+57 04 13.1,19.73,7.25,93.2,,0.017,0.039,1,,,17.34,16.51,16.22,,,0.999329,1,,,,,,
558,02 19 52.04,+57 02 19.1,16.65,6.83,92.9,,0.018,0.004,1,17.67,16.25,15.21,14.68,14.54,3,,0.999994,1,5050.0,128.0,0.84,,,-0.26175868171143685
559,02 18 28.61,+57 07 26.0,19.59,5.05,91.3,,0.019,0.024,1,21.84,18.98,17.19,16.42,16.15,1,,0.999992,1,,,,,,
560,02 19 12.01,+57 13 25.5,19.83,0.631,91.2,,0.019,0.022,1,21.98,19.18,17.4,16.55,16.26,1,,0.999994,1,,,,,,
561,02 19 50.23,+57 10 56.8,20.14,11.4,88.8,,0.024,0.028,1,22.35,19.45,17.69,16.87,16.55,1,,0.999576,1,,,,,,
562,02 19 43.02,+57 13 10.9,16.53,6.85,88.7,,0.024,0.003,2,17.73,16.05,14.94,14.26,14.09,3,,0.999967,1,3998.0,157.0,0.625,0.034,0.02767,-1.0161032086736943
564,02 19 18.72,+57 05 33.4,16.15,2.82,86.9,,0.025,0.003,2,17.21,15.74,14.65,14.11,13.96,3,,0.999998,1,5236.0,128.0,,,,
565,02 19 45.17,+57 05 07.4,20.06,0.686,84.7,,0.027,0.031,1,22.47,19.43,17.5,16.68,16.4,1,,0.999817,1,,,,,,
566,02 18 37.46,+57 07 40.0,16.92,10.4,84.6,,0.027,0.004,1,18.04,16.54,15.41,14.78,14.63,3,,0.999987,1,4909.0,129.0,0.8,,,-0.16855897528888536
568,02 19 51.85,+57 03 41.4,19.73,0.32,83.5,,0.029,0.02,2,22.26,19.01,17.01,16.22,15.9,1,X,0.999995,1,,,,,,
570,02 18 08.83,+57 05 22.4,19.93,6.58,82.5,,0.03,0.041,1,22.06,19.29,17.56,16.73,16.44,1,,0.999998,1,,,,,,
571,02 19 23.18,+57 02 10.8,19.53,6.04,81.5,,0.031,0.044,1,21.58,18.92,17.31,16.48,16.21,1,,0.999987,1,,,,,,
574,02 18 48.55,+57 10 30.4,19.8,3.26,78.8,,0.035,0.024,1,21.99,19.17,17.49,16.68,16.37,1,,0.999996,1,,,,,,
575,02 19 42.62,+57 09 05.4,18.75,5.18,78.4,,0.036,0.01,1,20.4,18.27,16.76,15.98,15.69,1,,0.999995,1,,,,,,
576,02 19 41.12,+57 07 53.4,18.86,0.369,77.9,,0.036,0.017,2,20.9,18.24,16.53,15.67,15.38,1,X,0.999994,1,,,,,,
577,02 18 48.88,+57 07 41.7,19.93,3.31,77.8,,0.036,0.033,1,22.03,19.35,17.59,16.73,16.45,1,X,0.999991,1,,,,,,
578,02 18 18.44,+57 07 22.1,19.52,0.269,77.6,,0.036,0.023,1,,,17.19,16.37,16.08,,X,0.999998,1,,,,,,
580,02 18 42.78,+57 14 13.4,16.36,2.89,77.4,,0.036,0.002,1,17.27,15.98,15.01,14.51,14.35,3,X,0.999998,1,5830.0,134.0,1.05,,,0.35544194140416885
583,02 19 36.57,+57 02 53.1,16.26,0.216,75.7,,0.044,0.002,1,17.17,15.83,14.86,14.4,14.24,3,X,0.999998,1,5362.0,125.0,0.93,,,0.17049054003152023
584,02 19 33.01,+57 06 48.4,20.03,4.48,74.7,,0.045,0.034,1,22.37,19.42,17.45,16.68,16.39,1,,0.999993,1,,,,,,
586,02 19 58.23,+57 07 22.7,18.94,3.16,72.5,,0.049,0.016,1,20.73,18.41,16.83,15.98,15.77,1,,0.999992,1,,,,,,
