,recno,Name,SpT,e_SpT,ref1,AV,Imag,VmI,Vmag,l_V-I,Teff,logL*,Mass,e_M*,E_M*,Age,e_Age,E_Age,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad,_RA,_DE,Separation,Mass_calc,Mass_e
456,603,V1345 Ori,M0,1.0,H,1.97,13.38,2.56,5.884998294395505,,3770.0,,,,,,,,,,11.1,opt,H00,2.0,,c,Simbad,83.86445,-5.2861,1.794967738250297,0.6240552123386317,0.05568971782550209
457,212,V1287 Ori,M3,1.0,H,0.37,13.77,2.69,8.004998294395504,,3360.0,-0.421,0.3,0.08,0.08,1.5,0.5,0.6,1.82,0.3,6.42,opt,H00,,,g,Simbad,83.86457,-5.4572,1.6441389331370837,0.3291220469643065,0.05568971782550209
458,83,V1539 Ori,K8V,1.0,D,0.27,12.13,1.82,5.594997294395505,,3940.0,0.106,0.6,0.05,0.1,0.9,0.2,0.4,2.43,0.29,4.62,opt,S99,3.0,,,Simbad,83.86462,-5.58875,1.1790985022964813,0.6987532505129153,0.05568971782550209
459,342,V1540 Ori,M4.5,1.0,P,0.0,13.75,3.04,8.704998294395503,,3020.0,-0.456,0.17,0.06,0.1,0.2,0.13,1.4,2.16,0.43,2.23,opt,H00,3.0,,,Simbad,83.86479,-5.47525,1.5133127427294495,0.25983138689757995,0.05568971782550209
460,509,2MASS J05352769-0528514,M7,1.0,H13,,16.83,,,,2650.0,,,,,,,,,,4.16,opt,H02,3.0,,c,Simbad,83.86541,-5.48096,1.3620320587807102,0.0,0.0
461,119,V1541 Ori,M1,1.0,H,3.8,15.23,3.46,6.8049962943955045,,3630.0,-0.326,0.42,0.07,0.11,1.6,0.3,0.8,1.74,0.24,3.53,opt,R09,3.0,N,,Simbad,83.86557,-5.30129,1.7489075014090172,0.4643990364117562,0.05568971782550209
462,380,V1542 Ori,M5,1.0,H,0.0,13.88,3.28,9.074998294395504,,2880.0,-0.456,0.13,0.04,0.1,0.1,0.07,1.3,2.38,0.54,9.0,opt,E93,,,g,Simbad,83.86621,-5.46722,1.6707562993936176,0.22270806229229168,0.05568971782550209
463,255,V1347 Ori,M3.5,1.0,H,0.36,13.16,2.85,7.564999294395504,,3260.0,-0.151,0.27,0.08,0.1,0.3,0.23,0.9,2.64,0.49,5.76,opt,H02,3.0,N,,Simbad,83.86638,-5.28257,1.6770405142795093,0.3713689462020635,0.05568971782550209
464,300,2MASS J05352804-0517202,M4,1.0,H,0.64,14.16,3.16,8.594998294395504,,3160.0,-0.431,0.23,0.1,0.12,1.2,1.11,0.5,2.03,0.42,,,,,,f,Simbad,83.86685,-5.28896,1.718996937441299,0.27143283655987616,0.05568971782550209
465,615,V2471 Ori,M3e,1.0,H,0.0,15.75,,,,3360.0,,,,,,,,,,9.35,opt,R09,,A,c,Simbad,83.86721,-5.38511,1.6580586311106096,0.0,0.0
466,173,V1543 Ori,M2,1.0,H,3.82,15.74,3.72,7.554997294395504,,3490.0,-0.453,0.35,0.05,0.08,1.8,0.4,0.9,1.62,0.23,6.4,opt,H02,,,g,Simbad,83.86736,-5.19377,1.6093000786382872,0.37232441273861444,0.05568971782550209
467,572,2MASS J05352835-0517544,M1,1.0,H,0.57,16.34,2.2,9.884999294395504,,3630.0,-1.556,,,,,,,0.42,0.06,6.76,opt,H02,3.0,,b,Simbad,83.86813,-5.29847,1.682998265382753,0.16235916583635,0.05568971782550209
468,302,V1545 Ori,M4,1.0,H,0.0,13.9,2.87,8.684998294395504,,3160.0,-0.508,0.23,0.11,0.1,1.5,1.4,0.6,1.86,0.39,1.14,opt,H02,3.0,,,Simbad,83.86814,-5.30641,1.7159014959522585,0.2618420515627735,0.05568971782550209
469,133,V1288 Ori,M1.5,1.0,H,0.75,13.0,2.36,6.524998294395504,,3560.0,-0.168,0.4,0.1,0.08,1.1,0.2,0.3,2.17,0.3,9.23,opt,H00,,N,g,Simbad,83.86825,-5.41761,1.813089863832393,0.5041978643251775,0.05568971782550209
470,196,2MASS J05352841-0519021,M3,1.0,H,3.01,15.52,3.72,8.144998294395505,,3360.0,-0.478,0.31,0.09,0.09,1.7,0.4,0.7,1.7,0.28,3.23,opt,R09,,,g,Simbad,83.8684,-5.31725,1.7418380609306194,0.3158654536601959,0.05568971782550209
471,72,V497 Ori,K8e,1.0,H13,,12.99,2.24,,,3940.0,0.024,0.64,0.08,0.07,1.2,0.3,0.5,2.21,0.26,7.01,opt,H02,2.0,,,Simbad,83.87055,-5.2718,1.6929777173332348,0.0,0.0
472,233,V1548 Ori,M3,1.0,H,0.0,14.06,2.52,8.494998294395502,,3360.0,-0.643,0.29,0.08,0.09,2.3,0.5,1.3,1.41,0.23,8.85,opt,H02,2.0,,,Simbad,83.87042,-5.58522,1.21844725705141,0.2813749140873865,0.05568971782550209
473,85,V1550 Ori,M0,1.0,H,1.04,13.43,2.2,6.504998294395504,,3770.0,-0.308,0.53,0.12,0.09,2.2,0.8,1.4,1.65,0.23,12.2,opt,H00,2.0,,,Simbad,83.87122,-5.4862,1.5639790147443189,0.5080995208654797,0.05568971782550209
474,301,2MASS J05352934-0525462,M4,1.0,H,0.08,13.54,2.94,8.314998294395503,,3160.0,-0.32,0.23,0.09,0.13,0.4,0.33,1.0,2.3,0.48,7.75,opt,H02,,,g,Simbad,83.87226,-5.42952,1.6972477893912217,0.2992730738142913,0.05568971782550209
475,115,V1289 Ori,M1,1.0,H,1.07,13.3,2.21,6.354999294395505,,3630.0,-0.334,0.43,0.08,0.09,1.7,0.4,0.9,1.72,0.24,10.6,opt,H02,3.0,N,,Simbad,83.87274,-5.27595,1.767876126971407,0.5348935275403243,0.05568971782550209
476,545,2MASS J05352948-0525372,M6,1.0,H13,,16.05,,,,2800.0,,,,,,,,,,2.86,opt,R09,,,c,Simbad,83.87283,-5.427,1.230577058271752,0.0,0.0
477,124,V1290 Ori,M1,1.0,H,4.42,13.5,3.7,4.694999294395505,,3630.0,0.516,0.41,0.06,0.1,0.04,0.03,0.16,4.58,0.64,7.52,opt,H02,3.0,N,,Simbad,83.87326,-5.4158,1.698491726428891,0.9859574562714498,0.05568971782550209
478,171,V1552 Ori,M2,1.0,H,0.57,13.77,2.45,7.565000294395505,,3490.0,-0.458,0.35,0.06,0.08,1.8,0.4,0.9,1.61,0.22,0.84,opt,H02,,,g,Simbad,83.87358,-5.5201,1.4025970204902714,0.3713689462020635,0.05568971782550209
479,237,2MASS J05352980-0516064,M3.5,1.0,H13,,13.89,3.4,,,3260.0,-0.1,0.28,0.09,0.1,0.2,0.15,0.9,2.8,0.52,13.87,opt,H02,3.0,,,Simbad,83.8742,-5.26846,1.2585446344640758,0.0,0.0
480,169,2MASS J05352986-0523484,M2e,1.0,H13,0.23,14.12,2.32,8.124999294395503,,3490.0,-0.679,0.35,0.07,0.07,3.2,1.0,1.7,1.25,0.17,5.13,opt,R09,,A,g,Simbad,83.87442,-5.39678,1.6795100397293123,0.31749287626319767,0.05568971782550209
481,294,V2485 Ori,M4e,1.0,H,0.87,14.41,3.25,8.704997294395506,,3160.0,-0.475,0.24,0.12,0.11,1.4,1.31,0.5,1.93,0.4,4.69,opt,H02,2.0,A,,Simbad,83.87495,-5.20763,1.7688963694273447,0.25983138689757995,0.05568971782550209
482,617,V1291 Ori,M5.6,1.0,P,1.29,15.71,4.08,10.414998294395504,,2832.0,-0.913,,,,,,,1.45,0.24,2.87,opt,R09,3.0,,b,Simbad,83.87542,-5.15263,1.673758910867293,0.1409615863436173,0.05568971782550209
483,347,V2486 Ori,M4.5,1.0,H,2.58,16.08,4.13,9.544998294395503,,3020.0,-0.714,0.16,0.07,0.1,1.7,1.68,1.0,1.61,0.32,5.46,opt,H02,,,g,Simbad,83.87562,-5.2385,1.7836628200722957,0.1817932013636544,0.05568971782550209
484,276,V1554 Ori,M3.5,1.0,H,0.05,13.8,2.73,8.394999294395506,,3260.0,-0.482,0.25,0.06,0.1,1.5,1.1,0.7,1.8,0.34,4.94,opt,H02,,N,g,Simbad,83.87617,-5.431,1.6780643750088378,0.29168115133416955,0.05568971782550209
485,74,V1348 Ori,K8e,1.0,H,1.1,13.41,2.14,6.3649982943955035,,3940.0,-0.206,0.64,0.06,0.07,2.3,0.8,1.1,1.7,0.2,7.78,opt,E93,2.0,A,,Simbad,83.87676,-5.42739,1.7022990350111735,0.5321517406153261,0.05568971782550209
486,397,V2488 Ori,M4.5,1.0,H13,1.08,16.04,3.13,10.005000294395503,,3020.0,-1.322,0.11,0.05,0.09,4.7,1.7,4.3,0.8,0.16,3.9,opt,H02,,,g,Simbad,83.87688,-5.46978,1.6710143141714071,0.15742934078935197,0.05568971782550209
487,199,V1292 Ori,M2.5,1.0,H,0.28,14.05,2.34,8.024997294395503,,3425.0,-0.672,0.31,0.06,0.09,2.6,0.6,1.7,1.31,0.2,7.08,opt,H02,2.0,,,Simbad,83.87704,-5.47517,1.5379792470731632,0.32743501491281596,0.05568971782550209
488,542,2MASS J05353063-0515162,M5.5,1.0,H13,,15.69,,,,2840.0,,,,,,,,,,2.59,opt,R09,,,c,Simbad,83.87765,-5.25451,1.73656672381678,0.0,0.0
489,251,V1293 Ori,M3.5,1.0,H,0.51,13.93,2.91,8.244998294395502,,3260.0,-0.421,0.27,0.09,0.09,1.4,1.2,0.5,1.93,0.36,6.33,opt,H02,,N,g,Simbad,83.87776,-5.45465,1.5621708470593292,0.3062746097006688,0.05568971782550209
490,501,2MASS J05353071-0524312,M3,1.0,H13,0.0,14.98,,,,3360.0,,,,,,,,,,1.38,opt,R09,3.0,A,c,Simbad,83.87797,-5.40867,1.5626587834166157,0.0,0.0
491,332,V1555 Ori,M4.5,1.0,H13,0.0,14.04,2.62,8.574998294395504,,3020.0,-0.572,0.18,0.08,0.08,0.7,0.62,1.5,1.89,0.37,7.91,opt,H00,2.0,,,Simbad,83.87833,-5.51006,1.5331490892197726,0.27353327723396353,0.05568971782550209
492,280,2MASS J05353092-0525236,M3.5,1.0,H13,,14.27,1.97,,,3260.0,-0.732,0.24,0.09,0.11,2.5,1.1,1.6,1.35,0.25,0.65,opt,R09,,,g,Simbad,83.87885,-5.42323,1.4704372404686803,0.0,0.0
493,375,JW 865,M5,1.0,H,0.83,14.34,3.6,9.024998294395504,,2880.0,-0.459,0.13,0.04,0.1,0.1,0.07,1.3,2.37,0.53,1.58,opt,R09,,N,g,Simbad,83.87901,-5.42888,1.6966602590373008,0.22791834890595686,0.05568971782550209
494,568,V2495 Ori,M6e,1.0,H,0.0,15.46,3.8,11.174998294395506,,2800.0,-0.944,,,,,,,1.43,0.22,3.49,opt,H02,3.0,A,b,Simbad,83.87927,-5.31258,1.7354214710523468,0.11128468851227456,0.05568971782550209
495,244,V1557 Ori,M3,1.0,H,0.0,14.45,2.46,8.824998294395504,,3360.0,-0.824,0.28,0.08,0.09,3.5,1.0,2.6,1.14,0.19,3.7,opt,H02,3.0,,,Simbad,83.88,-5.20779,1.6583865841365102,0.24808751548161567,0.05568971782550209
496,16,V1294 Ori,K3,1.0,StE,3.09,11.82,2.13,2.7749982943955036,,4550.0,0.83,1.6,0.41,0.57,0.6,0.2,0.6,4.18,0.63,6.76,opt,H00,3.0,,,Simbad,83.8804,-5.25919,1.740419181064899,0.0,0.0
497,486,V1559 Ori,M5.5,1.0,H13,0.0,15.18,3.24,10.334998294395506,,2840.0,-0.904,,,,,,,1.46,0.25,4.19,opt,H00,2.0,,b,Simbad,83.88088,-5.47121,1.6770890615115106,0.14388920115685183,0.05568971782550209
498,314,2MASS J05353156-0516369,M3.5e,1.0,H13,,15.18,2.47,,,3260.0,-1.096,0.21,0.09,0.12,5.1,1.8,5.4,0.89,0.17,3.83,opt,R09,2.0,,,Simbad,83.88151,-5.27693,1.8776496466183776,0.0,0.0
499,404,V1561 Ori,M6.5,1.0,H13,0.0,14.44,3.74,10.094998294395504,,2725.0,-0.48,0.11,0.02,0.02,0.07,0.04,0.03,2.59,0.37,5.54,opt,H02,2.0,,,Simbad,83.88202,-5.50114,1.590323752159234,0.15343569266011503,0.05568971782550209
500,553,2MASS J05353175-0516399,M5.5e,1.0,H13,,15.88,,,,2840.0,,,,,,,,,,5.18,opt,R09,,,c,Simbad,83.8823,-5.27775,1.674789438818344,0.0,0.0
501,315,V1562 Ori,M4,1.0,H13,0.0,14.17,2.74,8.824998294395504,,3160.0,-0.672,0.21,0.09,0.13,2.2,2.0,0.9,1.54,0.32,1.58,opt,H02,3.0,,,Simbad,83.88245,-5.4928,1.506884610599157,0.24808751548161567,0.05568971782550209
502,519,V2508 Ori,M8,1.0,H13,,17.02,,,,2570.0,,,,,,,,,,4.36,opt,H02,2.0,,c,Simbad,83.88307,-5.52994,1.5241331812766308,0.0,0.0
503,158,2MASS J05353242-0514247,M2.25,1.0,H13,,14.91,3.44,,,3457.5,-0.323,0.36,0.09,0.06,1.4,0.3,0.3,1.92,0.28,2.7,opt,R09,,,g,Simbad,83.88509,-5.24022,1.8366296669527,0.0,0.0
504,488,V2516 Ori,M0.5,1.0,H13,,16.33,1.54,,,3700.0,-1.616,,,,,,,0.38,0.05,9.1,opt,R09,2.0,,b,Simbad,83.88518,-5.25192,1.8815298606796251,0.0,0.0
505,162,2MASS J05353280-0517384,M1.5,2.0,H,2.67,15.84,3.11,8.194998294395505,,3560.0,-0.836,0.36,0.12,0.26,5.5,2.5,12.5,1.01,0.21,1.04,opt,H02,3.0,,,Simbad,83.8867,-5.29402,1.7803745517855114,0.31103306663070596,0.05568971782550209
506,59,2MASS J05353291-0516052,K7,3.0,H,2.0,13.99,2.22,6.124997294395504,,3970.0,-0.319,0.69,0.27,0.34,3.8,2.3,8.7,1.46,0.31,8.56,opt,E93,3.0,,,Simbad,83.88715,-5.26812,1.7455717622486548,0.5747954519118786,0.05568971782550209
507,386,2MASS J05353311-0517340,M5,1.0,H13,,14.65,3.3,,,2880.0,-0.764,0.12,0.05,0.09,0.3,0.15,2.4,1.67,0.38,8.66,opt,H02,,,g,Simbad,83.88796,-5.29278,1.6596220206408925,0.0,0.0
508,69,V2524 Ori,K8.5,2.0,H,4.89,17.13,3.62,7.774999294395505,,3910.0,-0.806,0.65,0.19,0.09,18.5,10.8,26.5,0.86,0.13,6.99,opt,R09,,,a,Simbad,83.8885,-5.33271,1.3763626342677502,0.3509580207526128,0.05568971782550209
509,461,V2527 Ori,M1.8,1.0,D10,,15.72,,,,3518.0,,,,,,,,,,6.29,NIR,C01,,,c,Simbad,83.88997,-5.25645,1.836977613744224,0.0,0.0
510,277,V804 Ori,M3.5,1.0,H,0.18,14.62,2.78,9.134998294395503,,3260.0,-0.778,0.25,0.1,0.09,2.8,0.9,1.9,1.28,0.24,5.32,opt,H02,3.0,,,Simbad,83.89104,-5.63908,1.0366016044631328,0.21650141180075821,0.05568971782550209
511,128,V2532 Ori,M1,1.0,H,4.57,16.77,3.76,7.874999294395504,,3630.0,-0.754,0.41,0.07,0.11,5.4,2.1,4.3,1.06,0.15,3.01,opt,R09,2.0,,,Simbad,83.89287,-5.556,1.354988170009368,0.34117717245466045,0.05568971782550209
512,548,2MASS J05353437-0526596,M7,1.0,H13,,15.32,,,,2650.0,,,,,,,,,,3.21,opt,R09,,,c,Simbad,83.89324,-5.44992,1.7992475871753475,0.0,0.0
513,470,2MASS J05353449-0513077,M6,1.0,H13,,15.87,3.32,,,2800.0,-1.108,,,,,,,1.19,0.19,1.41,opt,H02,3.0,,b,Simbad,83.89375,-5.21881,1.3493989010803409,0.0,0.0
514,444,2MASS J05353461-0515528,M4.3,1.0,D10,,15.59,,,,3076.0,,,,,,,,,,,,,,,"c,f",Simbad,83.89425,-5.26467,1.802660766739942,0.0,0.0
515,421,2MASS J05353464-0527151,M4.7,1.0,D10,,16.33,,,,2964.0,,,,,,,,,,0.43,opt,R09,3.0,,c,Simbad,83.89437,-5.45421,1.658992944754672,0.0,0.0
516,234,V2539 Ori,M3,1.0,H,0.0,14.17,2.45,8.534998294395505,,3360.0,-0.712,0.29,0.09,0.09,2.7,0.6,1.8,1.3,0.22,10.66,opt,H02,2.0,N,,Simbad,83.89452,-5.57725,1.1195504974213275,0.27707019361383173,0.05568971782550209
517,160,2MASS J05353512-0527548,M2,1.0,H13,2.92,15.89,3.52,8.404998294395503,,3490.0,-0.638,0.36,0.07,0.06,3.0,1.0,1.3,1.31,0.18,1.37,opt,R09,3.0,N,,Simbad,83.89633,-5.46524,1.6899238526569105,0.29018603590311565,0.05568971782550209
518,581,V2542 Ori,K3,2.0,H,1.28,16.96,1.59,9.184997294395503,,4550.0,-1.563,,,,,,,0.27,0.06,9.56,opt,H02,2.0,A,b,Simbad,83.89642,-5.56367,1.3691133587694544,0.2115521200339485,0.05568971782550209
519,146,V425 Ori,M1.5,1.0,H,0.06,13.18,2.09,7.124998294395505,,3560.0,-0.34,0.38,0.06,0.08,1.5,0.3,0.7,1.78,0.25,7.71,opt,E93,,,g,Simbad,83.89836,-5.26201,1.7425073122015406,0.41903875925452083,0.05568971782550209
520,259,V2547 Ori,M3,1.0,H13,,15.1,2.41,,,3360.0,-1.084,0.26,0.08,0.1,6.8,2.9,5.7,0.85,0.14,0.76,opt,R09,2.0,,,Simbad,83.89834,-5.65227,1.145586513764942,0.0,0.0
521,116,V568 Ori,M1,1.0,H,0.37,13.16,2.12,6.824998294395504,,3630.0,-0.334,0.43,0.08,0.09,1.7,0.4,0.9,1.72,0.24,1.15,opt,H02,2.0,,,Simbad,83.90184,-5.56976,1.2237315850254604,0.46083295247875117,0.05568971782550209
522,559,2MASS J05353650-0520094,M3.5,1.0,H13,,16.49,,,,3260.0,,,,,,,,,,9.87,MIR,M11,,,c,Simbad,83.90209,-5.33596,1.42989709103272,0.0,0.0
523,309,2MASS J05353679-0537464,M4,1.0,H,0.0,13.96,2.29,8.164998294395504,,3160.0,-0.588,0.22,0.08,0.11,1.9,1.7,0.7,1.69,0.35,1.99,opt,R09,,,g,Simbad,83.90329,-5.62958,0.989024175595116,0.31343994750929544,0.05568971782550209
524,248,V1569 Ori,M3,1.0,Sta,,13.92,2.45,,,3360.0,-0.612,0.28,0.06,0.1,2.1,0.4,1.2,1.46,0.24,4.71,opt,S99,,,g,Simbad,83.90484,-5.17487,1.6806019649683523,0.0,0.0
525,284,V1350 Ori,M3.5,1.0,H13,2.87,14.08,2.56,5.684997794395505,,3260.0,-0.656,0.24,0.08,0.12,2.2,1.4,1.2,1.47,0.28,2.88,opt,H00,3.0,N,,Simbad,83.90658,-5.45458,1.6715935800375006,0.6757978081638902,0.05568971782550209
526,561,2MASS J05353761-0519441,M5.5,1.0,H,0.62,15.86,3.82,10.974998294395503,,2840.0,-1.107,,,,,,,1.16,0.2,0.81,opt,H02,3.0,,b,Simbad,83.90672,-5.32894,1.8413566393842,0.11927940581045728,0.05568971782550209
527,305,V1571 Ori,M4,1.0,H,0.0,13.65,2.48,8.044998294395503,,3160.0,-0.464,0.23,0.09,0.11,1.3,1.2,0.6,1.95,0.41,5.98,opt,H00,2.0,,,Simbad,83.90847,-5.47265,1.591394793459375,0.3249206670045905,0.05568971782550209
528,278,2MASS J05353812-0528336,M3e,1.0,H,0.67,15.76,2.81,9.814998294395503,,3360.0,-1.142,0.25,0.08,0.1,7.6,3.2,6.9,0.79,0.13,2.51,opt,R09,2.0,A,,Simbad,83.90885,-5.476,1.5986989932975002,0.16530588173128863,0.05568971782550209
529,291,2MASS J05353834-0528346,M3.5,1.0,H,0.69,14.81,2.98,9.014998294395506,,3260.0,-0.73,0.24,0.09,0.11,2.5,1.1,1.6,1.35,0.25,9.98,opt,R09,2.0,,,Simbad,83.90979,-5.47629,1.6682616463638804,0.2285047424579021,0.05568971782550209
