,Name,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,Per,SpT,r_SpT,Mi,SimbadName,RAJ2000,DEJ2000,recno,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,Jmag,H,K,u,g,r_xa,i,z,angDist,Mass_calc,Mass_e
47,R01- 1186,10.78,0.003,11.05,0.005,10.73,0.011,10.68,0.043,2.26,,,,[R2001]  1186,05 34 25.3,-04 54 39.8,49,V* V1678 Ori,83.605276694,-4.9110354413,0.0,0.0,90.0,14,05 34 25.26641,-04 54 39.7276,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Opt|Or*|TT*|V*|Y*O,20.4,1.1,6.8e-05,3.7e-06,M4.9,,2.6558,0.0306,0.505,2.845,0.028,0.023,90.0,,,,,16.78,,3.9019982943955043,11.208,10.995,,,,,,0.507247,0.3761709246745875,0.055689584892635896
48,HBJM 10135,11.68,0.005,11.76,0.009,11.67,0.02,11.66,0.048,15.0,,,,[H97b] 10135,05 34 26.1,-05 07 33.3,50,V* V1429 Ori,83.6086418565,-5.1258706908,0.0,0.0,90.0,16,05 34 26.07405,-05 07 33.1345,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|TT*|TT?|V*|Y*O,28.9,0.5,9.64e-05,1.7e-06,M4.9,,2.2645,0.0761,0.649,0.074,0.068,0.054,90.0,,,,,17.6,,4.749998294395505,12.25,11.945,,,,,,0.421607,0.1602865834860858,0.055689584892635896
49,R01- 1200,11.68,0.005,11.76,0.009,11.67,0.02,11.66,0.048,15.0,,,,[R2001]  1200,05 34 26.1,-05 07 33.3,51,V* V1429 Ori,83.6086418565,-5.1258706908,0.0,0.0,90.0,16,05 34 26.07405,-05 07 33.1345,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|TT*|TT?|V*|Y*O,28.9,0.5,9.64e-05,1.7e-06,M4.9,,2.2645,0.0761,0.649,0.074,0.068,0.054,90.0,,,,,17.6,,4.749998294395505,12.25,11.945,,,,,,0.421607,0.1602865834860858,0.055689584892635896
50,Par 1458,11.06,0.004,10.99,0.005,11.06,0.012,10.92,0.022,6.73,,,,Parenago 1458,05 34 26.5,-05 01 00.9,52,V* V1219 Ori,83.6105125015,-5.0168352403,0.002,0.002,90.0,10,05 34 26.52300,-05 01 00.6069,C,2018yCat.1345....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT*|V*|Y*O,,,,,M2.0,,,,0.3,3.4,3.1,3.6,90.0,,,,16.55,15.9,15.14,4.0169982943955045,11.38,11.183,,,,,,0.451715,0.33768848691293857,0.055689584892635896
51,H97: 3122,11.48,0.005,11.21,0.006,11.43,0.034,11.01,0.116,17.08,,,,[H97b] 3122,05 34 26.8,-05 28 32.2,53,Parenago  1465,83.6116577445,-5.4755978957,0.0,0.0,90.0,35,05 34 26.79786,-05 28 32.1524,A,2020yCat.1350....0G,YSO,*|Em*|G|Ir*|MIR|NIR|Rad|TT?|X|Y*O,25.262,0.029,8.43e-05,1e-07,M1.5,,2.4555,0.0421,0.129,0.907,0.039,0.03,90.0,,,,17.34,16.298,,4.365998294395505,11.61,11.421,,,,,,0.057321,0.2344522995185676,0.055689584892635896
52,H97: 3145,10.24,0.003,10.21,0.003,10.17,0.016,10.16,0.077,1.66,M3,H97,L,[H97b] 3145,05 34 27.1,-05 32 29.1,54,V* V1116 Ori B,83.6129261364,-5.5413785178,0.001,0.001,90.0,0,05 34 27.10227,-05 32 28.9627,C,2018yCat.1345....0G,Star,*|V*,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141466,0.0,0.0
53,Par 1469,8.49,0.002,8.61,0.003,8.57,0.005,8.61,0.027,5.03,G9IV-V,H97,H,Parenago 1469,05 34 27.3,-05 24 22.3,55,V* V1961 Ori,83.6139415704,-5.4061905367,0.0,0.0,90.0,48,05 34 27.34598,-05 24 22.2859,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|Rad|V*|X|Y*O,32.022,0.023,0.0001068,1e-07,G9IV-V,,2.5727,0.0172,-7.291,-0.9,0.016,0.013,90.0,,,,13.367,12.44,,1.5459982943955044,8.96,8.723,,,,,,0.68673,0.0,0.0
54,H97: 3120,11.1,0.005,11.09,0.006,10.93,0.025,10.43,0.084,1.57,,,,[H97b] 3120,05 34 27.5,-05 28 28.5,56,2MASS J05342753-0528284,83.614742189,-5.4745695432,0.0,0.0,90.0,31,05 34 27.53813,-05 28 28.4504,A,2020yCat.1350....0G,TTau*,*|Em*|G|NIR|TT*|TT?|Y*O,26.577,0.058,8.87e-05,2e-07,M4.2e,,2.396,0.116,1.526,0.796,0.106,0.078,90.0,,,,18.327,17.134,,4.176998294395505,11.52,11.277,,,,,,0.571432,0.28721875699467886,0.055689584892635896
55,R01- 1227,8.42,0.002,7.21,0.002,6.68,0.002,5.91,0.001,9.35,,,,[R2001]  1227,05 34 27.7,-05 37 19.2,57,V* V1962 Ori,83.6152960023,-5.6220298344,0.0,0.0,90.0,27,05 34 27.67104,-05 37 19.3074,A,2020yCat.1350....0G,TTau*,*|Em*|G|IR|Ir*|MIR|NIR|Or*|SB*|TT*|V*|Y*O|cor,31.07,2.334,0.0001036,7.8e-06,M2.7,,2.4703,0.1608,1.291,-1.171,0.181,0.129,90.0,0.266667,0.266667,0.0,,20.3,,5.0699982943955035,11.415,10.182,,,,,,0.445444,0.13598086151825553,0.055689584892635896
56,HBJM 10141,8.42,0.002,7.21,0.002,6.68,0.002,5.91,0.001,8.87,,,,[H97b] 10141,05 34 27.7,-05 37 19.2,58,V* V1962 Ori,83.6152960023,-5.6220298344,0.0,0.0,90.0,27,05 34 27.67104,-05 37 19.3074,A,2020yCat.1350....0G,TTau*,*|Em*|G|IR|Ir*|MIR|NIR|Or*|SB*|TT*|V*|Y*O|cor,31.07,2.334,0.0001036,7.8e-06,M2.7,,2.4703,0.1608,1.291,-1.171,0.181,0.129,90.0,0.266667,0.266667,0.0,,20.3,,5.0699982943955035,11.415,10.182,,,,,,0.445444,0.13598086151825553,0.055689584892635896
57,R01- 1228,11.91,0.008,11.85,0.01,11.81,0.056,11.18,0.165,17.55,,,,[R2001]  1228,05 34 27.8,-05 42 10.1,59,V* V1430 Ori,83.6158680998,-5.7028354769,0.0,0.0,90.0,26,05 34 27.80834,-05 42 10.2077,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|TT*|V*|X|Y*O,25.627,0.045,8.55e-05,1e-07,M1.3e,,2.7161,0.0351,1.151,0.372,0.032,0.026,90.0,,,,18.024,16.877,,4.854998294395504,12.218,12.029,,,,,,0.16466,0.15264920347244804,0.055689584892635896
58,Par 1486,10.61,0.003,10.75,0.004,10.63,0.008,10.55,0.021,3.88,K5,R01,H,Parenago 1486,05 34 28.0,-05 59 52.5,60,V* V751 Ori,83.6167157607,-5.9979058006,0.0,0.0,90.0,32,05 34 28.01178,-05 59 52.4609,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,27.394,0.041,9.14e-05,1e-07,K3.5e,,2.6034,0.0138,1.513,0.774,0.013,0.011,90.0,,,,14.3,,,3.4719982943955046,10.92,10.782,,,,,,0.180071,0.5362697138677195,0.055689584892635896
59,R01- 1234,11.13,0.004,11.41,0.007,11.2,0.011,11.08,0.019,7.0,K8,R01,H,[R2001]  1234,05 34 28.1,-06 16 13.2,61,V* V1680 Ori,83.6169934056,-6.2703131265,0.0,0.0,90.0,29,05 34 28.07842,-06 16 13.1273,A,2020yCat.1350....0G,TTau*,*|Em*|G|NIR|Or*|TT*|V*|X|Y*?|Y*O,27.092,0.029,9.04e-05,1e-07,M0.3,,2.5943,0.0228,1.241,0.497,0.021,0.017,90.0,,,,,15.371,,4.167998294395504,11.48,11.362,,,,,,0.329923,0.289441354552139,0.055689584892635896
60,Par 1485,10.28,0.002,10.32,0.003,10.32,0.009,10.21,0.024,1.92,,,,Parenago 1485,05 34 28.9,-05 47 13.8,62,V* V750 Ori,83.620211903,-5.7871657946,0.0,0.0,90.0,30,05 34 28.85086,-05 47 13.7969,A,2020yCat.1350....0G,Orion_V*,*|Er*|MIR|NIR|Or*|V*|X|Y*O,19.9,0.079,6.64e-05,3e-07,,,2.5103,0.0155,-1.587,-7.551,0.013,0.011,90.0,,,,15.48,14.08,13.88,3.243998294395505,10.624,10.416,,14.78,13.58,13.0,,0.733399,0.6337508898640422,0.055689584892635896
61,Par 1482,9.63,0.003,9.68,0.003,9.37,0.026,8.95,0.052,3.37,K8-M0,H97,H,Parenago 1482,05 34 29.1,-05 14 14.6,63,V* V1431 Ori,83.6211447313,-5.2373594044,0.0,0.0,90.0,36,05 34 29.07474,-05 14 14.4939,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Or*|Rad|TT*|V*|X|Y*O,30.968,0.032,0.0001033,1e-07,K3e,,2.2739,0.0949,0.349,-1.582,0.081,0.063,90.0,,,,17.271,15.941,,3.044998294395505,10.18,9.849,,,,,,0.392028,0.7224884413711444,0.055689584892635896
62,Par 1483,8.88,0.003,8.42,0.002,8.12,0.008,7.55,0.026,8.26,K4,H97,H,Parenago 1483,05 34 29.3,-05 14 39.8,64,V* V1432 Ori,83.6219554021,-5.2443533063,0.0,0.0,90.0,40,05 34 29.26930,-05 14 39.6719,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Or*|TT*|TT?|V*|X|Y*?|Y*O,28.341,0.033,9.45e-05,1e-07,K4,,2.5037,0.0587,1.125,-0.758,0.052,0.041,90.0,,,,16.395,15.138,,2.874998294395505,9.95,9.426,,,,,,0.476178,0.8089687208511839,0.055689584892635896
63,R01- 1247,12.8,0.009,12.86,0.011,12.81,0.035,12.43,0.124,2.11,,,,[R2001]  1247,05 34 29.6,-05 04 28.9,65,V* V1681 Ori,83.6233265492,-5.0746514349,0.0,0.0,90.0,10,05 34 29.59837,-05 04 28.7452,A,2020yCat.1350....0G,Orion_V*,*|IR|NIR|Or*|V*|Y*O,,,,,M5.1,,2.7215,0.1047,2.065,-0.551,0.09,0.076,90.0,,,,,,,5.994998294395504,13.447,13.157,,,,,,0.156734,0.0,0.0
64,R01- 1249,11.48,0.004,11.39,0.006,11.14,0.014,9.95,0.017,10.26,,,,[R2001]  1249,05 34 29.6,-05 47 24.7,66,V* V935 Ori,83.6233523887,-5.7901942405,0.0,0.0,90.0,34,05 34 29.60457,-05 47 24.6993,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|RS*|TT*|TT?|V*|X|Y*?|Y*O,27.617,0.037,9.21e-05,1e-07,M1.9e,,2.5971,0.0283,1.593,0.487,0.025,0.02,90.0,,,,,,,4.558998294395504,11.89,11.698,,,,,,0.068253,0.18414387459125517,0.055689584892635896
65,R01- 1251,11.7,0.005,11.71,0.008,11.62,0.018,11.69,0.046,7.2,,,,[R2001]  1251,05 34 29.9,-05 04 05.4,67,V* V1433 Ori,83.6244504106,-5.0681486862,0.0,0.0,90.0,26,05 34 29.86810,-05 04 05.3353,A,2020yCat.1350....0G,TTau*,*|Em*|IR|NIR|Or*|TT*|TT?|V*|Y*O,30.761,0.056,0.0001026,2e-07,M3.0,,2.5525,0.0362,1.606,0.513,0.03,0.026,90.0,,,,,16.82,,4.762998294395505,12.1,11.888,,,,,,0.481026,0.15946497762206333,0.055689584892635896
66,R01- 1257,11.25,0.004,11.27,0.006,11.29,0.015,11.07,0.023,0.75,,,,[R2001]  1257,05 34 30.2,-04 58 30.4,68,V* V1434 Ori,83.6258745852,-4.9751026959,0.0,0.0,90.0,21,05 34 30.20990,-04 58 30.3697,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|Y*O,30.41,0.291,0.0001014,1e-06,M3.8,,3.136,0.1511,0.239,-0.954,0.13,0.102,90.0,,,,16.8,16.32,,4.333998294395505,11.717,11.486,,,,,,0.151017,0.24303984908647883,0.055689584892635896
67,R01- 1258,12.26,0.008,12.46,0.011,12.35,0.027,12.3,0.064,3.09,,,,[R2001]  1258,05 34 30.4,-04 57 05.2,69,V* V1682 Ori,83.6265172654,-4.9514363452,0.0,0.0,90.0,12,05 34 30.36414,-04 57 05.1708,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|Y*O,30.63,1.33,0.0001022,4.4e-06,,,2.519,0.0492,2.148,-0.723,0.044,0.036,90.0,,,,,17.55,,5.338998294395504,12.72,12.506,,,,,,0.53663,0.11805972181025814,0.055689584892635896
68,R01- 1265,12.94,0.009,12.69,0.011,12.61,0.03,11.95,0.041,1.68,M5,R01,L,[R2001]  1265,05 34 31.0,-05 58 03.7,70,V* V1683 Ori,83.6290401793,-5.9676709656,0.0,0.0,90.0,16,05 34 30.96964,-05 58 03.6155,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|TT*|V*|Y*?|Y*O,,,,,M6.5e,,2.3202,0.086,1.319,0.675,0.079,0.065,90.0,,,,,,,6.039998294395504,13.492,13.156,,,,,,0.460707,0.0,0.0
69,JW 15,10.59,0.003,10.35,0.003,10.12,0.012,9.48,0.036,9.65,M1,H97,H,JW 15,05 34 31.1,-05 21 55.9,71,[SKN2015] C18O-Ori  30,83.6295833333,-5.3656944444,,,172.0,1,05 34 31.10   ,-05 21 56.5   ,E,2015ApJS..217....7S,MolCld,MoC|cor,,,,,,,,,,,,,,3.094,3.094,90.0,,,,,,,,,,,,0.6,0.0,0.0
70,JW 17,10.72,0.003,10.75,0.004,10.63,0.019,10.05,0.066,3.14,M4,H97,L,JW 17,05 34 31.3,-05 28 54.8,72,2MASS J05343128-0528548,83.6303837946,-5.4818878713,0.0,0.0,90.0,33,05 34 31.29211,-05 28 54.7963,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|TT*|TT?|X|Y*?|Y*O,26.684,0.075,8.9e-05,3e-07,M4,,2.4815,0.0369,2.589,-0.705,0.033,0.025,90.0,,,,17.88,16.715,,3.810998294395505,11.22,10.895,,,,,,0.117855,0.4073605690070335,0.055689584892635896
71,Par 1497,11.61,0.005,11.62,0.007,11.61,0.019,11.76,0.064,12.06,,,,Parenago 1497,05 34 31.8,-05 35 20.0,73,V* V1976 Ori,83.6326357184,-5.5888909554,0.0,0.0,90.0,40,05 34 31.83257,-05 35 20.0074,A,2020yCat.1350....0G,TTau*,*|Em*|Ir*|NIR|Opt|Or*|TT*|TT?|V*|X|Y*O,26.766,0.038,8.93e-05,1e-07,M1,,2.5976,0.0274,1.339,1.092,0.029,0.022,90.0,,,,17.151,16.048,,4.518998294395503,11.967,11.7,,,,,,0.48632,0.193357003225044,0.055689584892635896
72,JW 20,11.09,0.004,11.17,0.005,11.05,0.016,11.01,0.068,0.67,M3.5,H97,L,JW 20,05 34 31.9,-05 26 36.8,74,2MASS J05343190-0526368,83.6329407611,-5.4435553832,0.0,0.0,90.0,32,05 34 31.90578,-05 26 36.7994,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|TT*|TT?|X|Y*O,29.24,1.097,9.75e-05,3.7e-06,M3.5,,2.6717,0.0592,0.68,0.46,0.055,0.042,90.0,,,,17.745,16.603,,4.184998294395504,11.56,11.329,,,,,,0.086351,0.285013226590287,0.055689584892635896
73,H97: 3115,10.48,0.003,10.11,0.003,9.74,0.006,8.66,0.017,0.85,M3,H97,L,[H97b] 3115,05 34 32.0,-05 27 42.6,75,V* V1978 Ori,83.6334308246,-5.4618395766,0.0,0.0,90.0,36,05 34 32.02340,-05 27 42.6225,A,2020yCat.1350....0G,TTau*,*|Em*|Ir*|MIR|NIR|Or*|TT*|TT?|V*|Y*O,26.396,0.117,8.81e-05,4e-07,M3,,2.6196,0.1078,0.579,0.663,0.104,0.07,90.0,,,,21.218,20.294,,5.329998294395503,12.068,11.466,,,,,,0.350097,0.11866799681327513,0.055689584892635896
74,R01- 1278,12.5,0.009,12.44,0.011,12.39,0.055,11.32,0.1,2.67,M5,R01,L,[R2001]  1278,05 34 32.2,-05 41 48.5,76,V* V1684 Ori,83.6342951525,-5.696818573,0.0,0.0,90.0,17,05 34 32.23084,-05 41 48.5469,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|TT*|V*|Y*O,,,,,M4.1e,,2.8679,0.0638,0.315,1.07,0.055,0.046,90.0,,,,19.428,18.285,,5.568998294395504,12.996,12.76,,,,,,0.462644,0.1046292580561838,0.055689584892635896
75,Par 1496,10.93,0.003,11.01,0.005,10.9,0.01,10.9,0.022,0.5,,,,Parenago 1496,05 34 32.9,-05 00 40.4,77,V* V652 Ori,83.6371467255,-5.0112131423,0.0,0.0,90.0,20,05 34 32.91521,-05 00 40.3673,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|NIR|Opt|Or*|Rad|TT*|TT?|V*|X|Y*?|Y*O,25.8,,8.61e-05,,M3.8,,2.7589,0.0499,0.493,-0.275,0.044,0.035,90.0,,,,17.0,,,3.9669982943955038,11.333,11.182,,,,,,0.229677,0.354583794861597,0.055689584892635896
76,R01- 1284,10.96,0.003,10.94,0.005,10.99,0.01,10.98,0.027,1.16,,,,[R2001]  1284,05 34 33.0,-05 57 47.1,78,V* V1436 Ori,83.6375652668,-5.9630613578,0.0,0.0,90.0,18,05 34 33.01566,-05 57 47.0209,A,2020yCat.1350....0G,TTau*,*|NIR|Opt|Or*|TT*|V*|X|Y*O,33.26,1.7,0.0001109,5.7e-06,M0.0e,,2.3661,0.0311,1.097,-1.051,0.027,0.025,90.0,,,,18.01,16.27,,4.294998294395505,11.46,11.189,,,,,,0.246717,0.25389155799191715,0.055689584892635896
77,HBJM 10180,13.56,0.011,13.6,0.015,13.06,0.074,12.75,0.15,1.12,,,,[H97b] 10180,05 34 33.3,-05 07 26.7,79,2MASS J05343325-0507267,83.638584998,-5.1240640303,0.0,0.0,90.0,10,05 34 33.26040,-05 07 26.6305,A,2020yCat.1350....0G,TTau*,*|IR|NIR|TT*|V*|Y*O,,,,,M4.8,,2.5129,0.1525,1.143,0.318,0.128,0.11,90.0,,,,,20.12,,6.661998294395504,14.185,13.881,,,,,,0.595701,0.0,0.0
78,R01- 1299,11.85,0.006,11.86,0.008,11.83,0.021,11.81,0.027,5.19,,,,[R2001]  1299,05 34 34.3,-06 02 09.7,80,V* V760 Ori,83.6427307725,-6.0360251836,0.0,0.0,90.0,29,05 34 34.25539,-06 02 09.6907,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,26.895,0.064,8.97e-05,2e-07,M2.8,,2.6148,0.0356,1.166,0.623,0.033,0.029,90.0,,,,,16.97,,4.865998294395505,12.28,12.048,,,,,,0.665574,0.15186674571470185,0.055689584892635896
79,Par 1500,11.09,0.004,11.32,0.006,11.25,0.019,11.22,0.071,4.08,K6,R01,H,Parenago 1500,05 34 34.5,-04 41 10.6,81,V* V754 Ori,83.6435848077,-4.6862958307,0.0,0.0,90.0,26,05 34 34.46035,-04 41 10.6650,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,31.968,0.048,0.0001066,2e-07,K4e,,2.5132,0.0167,0.97,-0.278,0.016,0.012,90.0,,,,16.2,14.71,,4.0489982943955045,11.46,11.283,,,,,,0.596257,0.3265947444687076,0.055689584892635896
80,HBJM 10192,12.61,0.009,12.59,0.013,12.6,0.035,12.29,0.111,2.3,,,,[H97b] 10192,05 34 35.6,-05 37 24.0,82,2MASS J05343559-0537240,83.6483274093,-5.6233575417,0.0,0.0,90.0,11,05 34 35.59858,-05 37 24.0872,A,2020yCat.1350....0G,Em*,*|Em*|Ir*|NIR,,,,,M4.6e,,2.458,0.1304,0.153,0.108,0.13,0.105,90.0,,,,21.351,20.129,,5.990998294395505,13.348,13.025,,,,,,0.089697,0.0,0.0
81,JW 33,12.16,0.007,12.22,0.009,12.14,0.023,11.88,0.051,1.5,,,,JW 33,05 34 35.7,-05 35 52.1,83,2MASS J05343568-0535520,83.648666765,-5.5978282657,0.0,0.0,90.0,25,05 34 35.68002,-05 35 52.1818,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|SB*|TT*|V*|Y*O,25.8,0.7,8.61e-05,2.3e-06,M2.8e,,2.6182,0.0485,1.156,0.51,0.045,0.037,90.0,,,,18.561,17.415,16.16,5.264998294395504,12.66,12.415,,,,,,0.309221,0.12269890121487802,0.055689584892635896
82,R01- 1329,11.18,0.004,11.18,0.004,11.2,0.014,11.4,0.048,8.39,,,,[R2001]  1329,05 34 36.1,-05 42 15.2,84,V* V1437 Ori,83.6503905563,-5.7042325986,0.0,0.0,90.0,34,05 34 36.09373,-05 42 15.2374,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Opt|Or*|TT*|TT?|V*|X|Y*O,27.154,0.044,9.06e-05,1e-07,M1,,2.5822,0.0201,1.219,0.672,0.019,0.015,90.0,,,,16.263,15.242,,4.059998294395504,11.46,11.245,,,,,,0.100715,0.3232551706196343,0.055689584892635896
83,Par 1524,10.15,0.002,10.2,0.003,10.04,0.006,9.52,0.014,6.0,,,,Parenago 1524,05 34 36.5,-05 36 17.2,85,V* V759 Ori,83.652256797,-5.6047576181,0.0,0.0,90.0,45,05 34 36.54163,-05 36 17.1274,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|Rad|TT*|TT?|V*|X|Y*O,30.844,0.036,0.0001029,1e-07,M1.0e,,2.2249,0.1509,2.602,-0.959,0.136,0.115,90.0,,,,16.644,15.52,14.32,3.3169982943955034,10.66,10.411,,,,,,0.625707,0.6020048980004077,0.055689584892635896
84,JW 36,10.24,0.002,10.15,0.003,9.73,0.008,8.97,0.023,2.72,M3,H97,L,JW 36,05 34 37.1,-05 31 09.0,86,V* V1992 Ori,83.6545747974,-5.5191366324,0.0,0.0,90.0,40,05 34 37.09795,-05 31 08.8919,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|TT?|V*|Y*O,26.625,0.127,8.88e-05,4e-07,M3e,,2.5668,0.0696,1.768,-1.684,0.066,0.052,90.0,,,,18.725,17.741,,4.429998294395505,11.49,10.942,,,,,,0.112367,0.21650141180075821,0.055689584892635896
85,Par 1527,9.33,0.002,9.26,0.002,8.63,0.003,8.04,0.008,8.27,K2-K5,H97,H,Parenago 1527,05 34 37.5,-05 34 51.9,87,V* IV Ori,83.6561043356,-5.5810973773,0.0,0.0,90.0,51,05 34 37.46504,-05 34 51.9506,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|Y*O,26.196,0.031,8.74e-05,1e-07,K2-K5e,,2.5515,0.0195,1.12,-0.199,0.019,0.016,90.0,,,,16.413,15.455,13.97,3.7219982943955046,10.8,10.174,,,,,,0.524349,0.44000420271618723,0.055689584892635896
86,Par 1536,10.47,0.003,10.45,0.004,10.46,0.008,10.47,0.035,1.86,,,,Parenago 1536,05 34 37.7,-05 43 04.5,88,V* V1000 Ori A,83.6570478952,-5.7179176556,0.0,0.0,90.0,3,05 34 37.69149,-05 43 04.5036,A,2020yCat.1350....0G,Star,*|**|V*,,,,,,,2.5202,0.0481,0.434,0.472,0.043,0.036,90.0,,,,,,,,,,,,,,,0.126992,0.0,0.0
87,R01- 1351,11.41,0.005,11.63,0.007,11.38,0.032,11.08,0.076,8.42,K7,R01,H,[R2001]  1351,05 34 38.0,-04 51 08.9,89,V* V1688 Ori,83.6582099436,-4.8524725884,0.0,0.0,90.0,26,05 34 37.97039,-04 51 08.9013,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|Y*O,32.359,0.079,0.0001079,3e-07,M1.0,,2.5343,0.0356,1.578,-0.087,0.033,0.027,90.0,,,,,16.81,,4.8149982943955045,11.93,11.615,,,,,,0.442613,0.15541968970834913,0.055689584892635896
88,CHS 4881,12.63,0.009,12.3,0.01,12.08,0.026,11.62,0.057,2.84,,,,[CHS2001] 4881,05 34 38.2,-05 05 17.2,90,V* V1996 Ori,83.6590270955,-5.088102383,0.0,0.0,90.0,14,05 34 38.16650,-05 05 17.1686,A,2020yCat.1350....0G,Orion_V*,*|IR|MIR|NIR|Or*|V*|Y*O,27.29,2.08,9.1e-05,6.9e-06,,,2.6726,0.1761,1.463,-0.97,0.141,0.128,90.0,,,,,,,6.3489982943955035,13.759,13.385,,,,,,0.501462,0.0,0.0
89,Par 1544,10.59,0.003,10.59,0.003,10.62,0.009,10.53,0.019,4.42,K6,R01,H,Parenago 1544,05 34 38.7,-05 57 43.1,91,V* V1689 Ori,83.6612257879,-5.9619844665,0.0,0.0,90.0,25,05 34 38.69419,-05 57 43.1441,A,2020yCat.1350....0G,TTau*,*|Er*|MIR|NIR|Or*|TT*|V*|X|Y*O,26.713,0.037,8.91e-05,1e-07,K4e,,2.6368,0.0216,0.611,0.742,0.02,0.018,90.0,,,,15.45,14.21,13.87,3.482998294395504,10.892,10.74,,14.86,13.7,13.16,,0.097255,0.5321517406153261,0.055689584892635896
90,Par 1555,10.95,0.003,10.86,0.004,10.82,0.009,10.65,0.016,4.71,,,,Parenago 1555,05 34 38.7,-06 06 19.3,92,V* V938 Ori,83.6614219558,-6.1053711507,0.0,0.0,90.0,21,05 34 38.74127,-06 06 19.3361,A,2020yCat.1350....0G,TTau*,*|MIR|NIR|Or*|TT*|V*|X|Y*O,,,,,K3e,,2.6044,0.0154,1.42,0.619,0.014,0.013,90.0,,,,15.66,14.42,14.03,3.687998294395504,11.09,10.926,,,,,,0.61659,0.452618218848232,0.055689584892635896
91,R01- 1372,11.11,0.004,11.25,0.006,11.12,0.011,10.99,0.02,4.96,,,,[R2001]  1372,05 34 39.7,-06 07 13.3,93,V* V981 Ori,83.6655051757,-6.1203309964,0.002,0.002,90.0,25,05 34 39.72124,-06 07 13.1916,C,2020yCat.1350....0G,TTau*,*|Em*|Er*|G|NIR|Or*|TT*|V*|Y*O,19.869,0.026,6.63e-05,1e-07,M3.5,,,,,,,,32767.0,,,,17.4,16.29,,4.214998294395505,11.64,11.4,,,,,,0.334852,0.2763591704060692,0.055689584892635896
92,R01- 1374,11.89,0.005,11.8,0.007,11.88,0.02,11.78,0.024,2.66,M3,R01,L,[R2001]  1374,05 34 39.9,-06 08 34.1,94,V* V1690 Ori,83.6661298208,-6.1427982029,0.0,0.0,90.0,23,05 34 39.87116,-06 08 34.0735,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|X|Y*O,27.572,0.044,9.2e-05,1e-07,M2.7,,2.5617,0.0349,1.056,0.304,0.031,0.028,90.0,,,,,16.712,,4.865998294395505,12.21,12.055,,,,,,0.430975,0.15186674571470185,0.055689584892635896
93,Par 1534,10.49,0.002,10.47,0.003,10.54,0.008,10.44,0.016,2.36,,,,Parenago 1534,05 34 40.1,-04 58 39.8,95,V* V1439 Ori,83.6672513351,-4.9777501611,0.0,0.0,90.0,22,05 34 40.14032,-04 58 39.9006,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|Rad|TT*|V*|X|Y*O,35.308,0.435,0.0001178,1.5e-06,K4e,,2.3923,0.0798,2.339,-0.793,0.065,0.055,90.0,,,,15.5,,,3.5059982943955035,10.84,10.677,,,,,,0.610863,0.5226656898095873,0.055689584892635896
